 Date Time CO NO2 CHX NO PM10
 18.10.12 00:00 0.12 0.16 1.60 0.10 0.13
 -------- 01:00 0.12 0.19 1.62 0.13 0.11
 -------- 02:00 0.11 0.18 1.64 0.11 0.10
 -------- 03:00 0.12 0.17 1.74 0.15 0.10
 -------- 04:00 0.12 0.16 1.70 0.16 0.10
 18.10.12 05:00 0.10 0.12 1.65 0.12 0.08
 -------- 06:00 0.12 0.11 1.71 0.18 0.07
 -------- 07:00 0.17 0.15 1.83 0.28 0.10
 -------- 08:00 0.29 0.16 1.91 0.37 0.11
 -------- 09:00 0.41 0.20 2.06 0.54 0.12
 18.10.12 10:00 0.43 0.20 2.12 0.50 0.13
 -------- 11:00 0.36 0.21 2.08 0.42 0.14
 -------- 12:00 0.23 0.18 1.80 0.26 0.09
 -------- 13:00 0.10 0.10 1.56 0.09 0.02
 -------- 14:00 0.06 0.12 1.47 0.06 0.01
 18.10.12 15:00 0.09 0.12 1.47 0.06 0.02
 -------- 16:00 0.08 0.13 1.46 0.04 0.02
 -------- 17:00 0.11 0.14 1.54 0.08 0.03
 -------- 18:00 0.13 0.14 1.54 0.08 0.04
 -------- 19:00 0.12 0.21 1.50 0.04 0.03
 18.10.12 20:00 0.10 0.20 1.48 0.04 0.02
 -------- 21:00 0.11 0.15 1.51 0.06 0.04
 -------- 22:00 0.11 0.14 1.53 0.05 0.04
 -------- 23:00 0.11 0.14 1.52 0.07 0.05
 -------- 00:00 0.09 0.13 1.52 0.05 0.03
 19.10.12 01:00 0.11 0.14 1.64 0.07 0.05
 -------- 02:00 0.07 0.13 1.50 0.04 0.03
 -------- 03:00 0.08 0.14 1.53 0.05 0.04
 -------- 04:00 0.06 0.12 1.52 0.06 0.04
 -------- 05:00 0.09 0.13 1.56 0.09 0.05
 19.10.12 06:00 0.10 0.14 1.67 0.14 0.06
 -------- 07:00 0.13 0.12 1.73 0.14 0.06
 -------- 08:00 0.19 0.16 1.79 0.30 0.07
 -------- 09:00 0.21 0.17 1.86 0.32 0.08
 -------- 10:00 0.28 0.20 1.98 0.43 0.12
 19.10.12 11:00 0.24 0.19 1.84 0.38 0.11
 -------- 12:00 0.14 0.19 1.67 0.17 0.07
 -------- 13:00 0.17 0.21 1.68 0.20 ----
 -------- 14:00 0.14 0.19 1.66 0.12 ----
 -------- 15:00 0.15 0.19 1.64 0.12 ----
 19.10.12 16:00 0.11 0.16 1.62 0.05 ----
 -------- 17:00 0.09 0.16 1.58 0.04 ----
 -------- 18:00 0.10 0.20 1.70 0.05 ----
 -------- 19:00 0.11 0.21 1.69 0.04 ----
 -------- 20:00 0.09 0.19 1.68 0.03 ----
 19.10.12 21:00 0.09 0.14 1.54 0.01 ----
 -------- 22:00 0.09 0.12 1.54 0.01 ----
 -------- 23:00 0.06 0.10 1.48 0.00 ----
