 Date Time CO NO2 CHX NO PM10
 15.03.13 12:00 0.12 0.33 1.74 0.11 0.12
 -------- 13:00 0.11 0.28 1.51 0.08 0.07
 -------- 14:00 0.09 0.22 1.44 0.05 0.06
 -------- 15:00 0.08 0.19 1.42 0.03 0.05
 -------- 16:00 0.09 0.21 1.42 0.03 0.05
 15.03.13 17:00 0.10 0.22 1.42 0.03 0.04
 -------- 18:00 0.08 0.21 1.39 0.02 0.02
 -------- 19:00 0.08 0.21 1.39 0.02 0.03
 -------- 20:00 0.08 0.24 1.41 0.02 0.02
 -------- 21:00 0.09 0.28 1.38 0.03 0.02
 15.03.13 22:00 0.09 0.29 1.54 0.03 0.02
 -------- 23:00 0.10 0.31 1.47 0.06 0.04
 -------- 00:00 0.10 0.33 1.46 0.07 0.04
 -------- 01:00 0.08 0.32 1.44 0.04 0.06
 -------- 02:00 0.08 0.32 1.46 0.02 0.07
 16.03.13 03:00 0.08 0.30 1.44 0.04 0.06
 -------- 04:00 0.09 0.29 1.42 0.04 0.06
 -------- 05:00 0.09 0.28 1.39 0.06 0.06
 -------- 06:00 0.10 0.28 1.40 0.08 0.06
 -------- 07:00 0.11 0.28 1.44 0.10 0.07
 16.03.13 08:00 0.16 0.27 1.44 0.06 0.11
 -------- 09:00 0.11 0.25 1.46 0.09 0.11
 -------- 10:00 0.12 0.25 1.49 0.10 0.15
 -------- 11:00 0.11 0.25 1.42 0.09 0.12
 -------- 12:00 0.13 0.26 1.43 0.12 0.32
 16.03.13 13:00 0.12 0.26 1.37 0.08 0.12
 -------- 14:00 0.07 0.17 1.35 0.02 0.03
 -------- 15:00 0.05 0.12 1.42 0.02 0.02
 -------- 16:00 0.06 0.12 1.35 0.02 0.04
 -------- 17:00 0.07 0.10 1.34 0.01 0.03
 16.03.13 18:00 0.06 0.15 1.45 0.01 0.04
 -------- 19:00 0.06 0.14 1.44 0.01 0.03
 -------- 20:00 0.06 0.13 1.44 0.01 0.04
 -------- 21:00 0.06 0.10 1.42 0.01 0.04
 -------- 22:00 0.05 0.10 1.38 0.01 0.04
 16.03.13 23:00 0.06 0.12 1.39 0.01 0.04
 -------- 00:00 0.05 0.13 1.34 0.01 0.01
 -------- 01:00 0.04 0.12 1.33 0.01 0.02
 -------- 02:00 0.04 0.10 1.31 0.01 0.02
 -------- 03:00 0.05 0.09 ---- 0.00 0.02
 17.03.13 04:00 0.04 0.05 ---- 0.01 0.02
 -------- 05:00 0.04 0.05 ---- 0.00 0.02
 -------- 06:00 0.04 0.04 ---- 0.00 0.02
 -------- 07:00 0.03 0.05 ---- 0.01 0.02
 -------- 08:00 0.04 0.09 ---- 0.01 0.02
 17.03.13 09:00 0.04 0.10 ---- 0.01 0.02
 -------- 10:00 0.04 0.10 ---- 0.01 0.02
 -------- 11:00 0.04 0.09 ---- 0.02 0.03
 -------- 12:00 0.04 0.07 ---- 0.02 0.02
