 Date Time CO NO2 CHX NO PM10
 15.04.13 12:00 0.13 0.58 1.66 0.10 0.28
 -------- 13:00 0.09 0.49 1.63 0.05 0.23
 -------- 14:00 0.05 0.36 1.60 0.03 0.17
 -------- 15:00 0.04 0.23 1.46 0.01 0.14
 -------- 16:00 0.04 0.15 1.14 0.01 0.11
 15.04.13 17:00 0.05 0.13 1.45 0.01 ----
 -------- 18:00 0.07 0.13 1.41 0.01 ----
 -------- 19:00 0.06 0.13 1.40 0.01 ----
 -------- 20:00 0.07 0.19 1.43 0.01 ----
 -------- 21:00 0.12 0.44 1.57 0.02 ----
 15.04.13 22:00 0.18 0.65 1.66 0.01 ----
 -------- 23:00 0.15 0.63 1.58 0.02 ----
 -------- 00:00 0.15 0.61 1.63 0.01 ----
 -------- 01:00 0.14 0.54 1.64 0.02 ----
 -------- 02:00 0.10 0.41 1.48 0.01 ----
 16.04.13 03:00 0.07 0.20 1.44 0.00 ----
 -------- 04:00 0.06 0.22 1.47 0.00 ----
 -------- 05:00 0.06 0.23 1.47 0.00 ----
 -------- 06:00 0.06 0.36 1.50 0.00 ----
 -------- 07:00 0.11 0.53 1.56 0.05 ----
 16.04.13 08:00 0.12 0.51 1.54 0.06 ----
 -------- 09:00 0.17 0.51 1.60 0.06 ----
 -------- 10:00 0.13 0.47 1.61 0.05 ----
 -------- 11:00 0.13 0.45 1.59 0.05 ----
 -------- 12:00 0.11 0.32 1.24 0.03 ----
 16.04.13 13:00 0.05 0.10 1.48 0.01 ----
 -------- 14:00 0.04 0.09 1.45 0.01 ----
 -------- 15:00 0.05 0.08 1.44 0.01 ----
 -------- 16:00 0.04 0.06 1.41 0.00 ----
 -------- 17:00 0.04 0.06 1.40 0.00 ----
 16.04.13 18:00 0.05 0.07 1.39 0.01 ----
 -------- 19:00 0.05 0.10 1.41 0.01 ----
 -------- 20:00 0.07 0.14 1.42 0.01 ----
 -------- 21:00 0.09 0.30 1.45 0.01 ----
 -------- 22:00 0.14 0.50 1.54 0.02 ----
 16.04.13 23:00 0.17 0.53 1.59 0.08 ----
 -------- 00:00 0.16 0.54 1.62 0.09 ----
 -------- 01:00 0.14 0.53 1.55 0.07 ----
 -------- 02:00 0.11 0.52 1.55 0.05 ----
 -------- 03:00 0.09 0.51 1.54 0.04 ----
 17.04.13 04:00 0.08 0.49 1.54 0.03 ----
 -------- 05:00 0.08 0.48 1.57 0.04 ----
 -------- 06:00 0.09 0.47 1.51 0.08 ----
 -------- 07:00 0.11 0.46 1.60 0.16 ----
 -------- 08:00 0.17 0.48 1.67 0.19 ----
 17.04.13 09:00 0.17 0.49 1.71 0.20 ----
 -------- 10:00 0.16 0.48 1.69 0.14 ----
 -------- 11:00 0.10 0.33 1.55 0.04 ----
