 Date Time CO NO2 CHX NO PM10
 24.12.12 00:00 0.15 0.40 1.73 0.16 0.06
 -------- 01:00 0.17 0.40 1.82 0.17 0.07
 -------- 02:00 0.19 0.42 1.87 0.24 0.07
 -------- 03:00 0.21 0.45 1.90 0.32 0.09
 -------- 04:00 0.25 0.46 1.94 0.38 0.12
 24.12.12 05:00 0.15 0.41 2.07 0.20 0.09
 -------- 06:00 0.14 0.43 2.44 0.24 0.09
 -------- 07:00 0.15 0.42 2.28 0.30 0.10
 -------- 08:00 0.27 0.44 2.42 0.33 0.11
 -------- 09:00 0.30 0.45 2.28 0.32 0.09
 24.12.12 10:00 0.24 0.49 2.26 0.37 0.11
 -------- 11:00 0.26 0.47 2.31 0.41 0.13
 -------- 12:00 0.20 0.42 2.10 0.30 0.10
 -------- 13:00 0.21 0.45 2.08 0.32 0.15
 -------- 14:00 0.20 0.45 2.02 0.31 0.16
 24.12.12 15:00 0.19 0.46 1.92 0.30 0.14
 -------- 16:00 0.17 0.44 1.89 0.26 0.15
 -------- 17:00 0.14 0.41 1.86 0.20 0.12
 -------- 18:00 0.14 0.38 1.85 0.18 0.11
 -------- 19:00 0.14 0.36 1.83 0.16 0.09
 24.12.12 20:00 0.13 0.35 1.87 0.15 0.08
 -------- 21:00 0.13 0.35 1.84 0.13 0.08
 -------- 22:00 0.13 0.34 1.84 0.14 0.08
 -------- 23:00 0.12 0.34 1.80 0.12 0.08
 -------- 00:00 0.10 0.33 1.76 0.10 0.08
 25.12.12 01:00 0.09 0.33 1.75 0.06 0.07
 -------- 02:00 0.08 0.31 1.71 0.04 0.06
 -------- 03:00 0.06 0.30 1.68 0.03 0.05
 -------- 04:00 0.06 0.29 1.66 0.03 0.05
 -------- 05:00 0.06 0.26 1.62 0.02 0.05
 25.12.12 06:00 0.07 0.27 1.61 0.03 0.06
 -------- 07:00 0.10 0.30 1.63 0.06 0.05
 -------- 08:00 0.14 0.32 1.67 0.11 0.06
 -------- 09:00 0.12 0.31 1.65 0.09 0.05
 -------- 10:00 0.12 0.29 1.64 0.08 0.06
 25.12.12 11:00 0.11 0.27 1.66 0.07 0.05
 -------- 12:00 0.11 0.27 1.62 0.07 0.07
 -------- 13:00 0.13 0.30 1.66 0.10 0.07
 -------- 14:00 0.13 0.29 1.66 0.08 0.07
 -------- 15:00 0.12 0.26 1.65 0.06 0.07
 25.12.12 16:00 0.11 0.23 1.61 0.04 0.06
 -------- 17:00 0.13 0.25 1.63 0.05 0.08
 -------- 18:00 0.13 0.27 1.67 0.06 0.08
 -------- 19:00 0.13 0.27 1.67 0.06 0.09
 -------- 20:00 0.12 0.26 1.62 0.05 0.08
 25.12.12 21:00 0.12 0.26 1.62 0.05 0.07
 -------- 22:00 0.12 0.26 1.62 0.05 0.08
 -------- 23:00 0.12 0.25 1.61 0.04 0.07
