 Date Time CO NO2 CHX NO PM10
 17.02.13 12:00 0.08 0.18 1.61 0.03 0.08
 -------- 13:00 0.07 0.16 1.59 0.03 0.07
 -------- 14:00 0.08 0.15 1.59 0.03 0.07
 -------- 15:00 0.08 0.16 1.59 0.03 0.08
 -------- 16:00 0.08 0.17 1.60 0.03 0.07
 17.02.13 17:00 0.08 0.22 1.64 0.03 0.06
 -------- 18:00 0.08 0.23 1.73 0.02 0.06
 -------- 19:00 0.07 0.21 1.72 0.01 0.06
 -------- 20:00 0.06 0.17 1.66 0.01 0.06
 -------- 21:00 0.06 0.16 1.60 0.01 0.05
 17.02.13 22:00 0.06 0.12 1.52 0.01 0.04
 -------- 23:00 0.07 0.11 1.56 0.01 0.04
 -------- 00:00 0.05 0.10 1.51 0.01 0.04
 -------- 01:00 0.05 0.09 1.50 0.00 0.04
 -------- 02:00 0.04 0.09 1.51 0.01 0.04
 18.02.13 03:00 0.04 0.09 1.51 0.01 0.04
 -------- 04:00 0.04 0.10 1.52 0.00 0.04
 -------- 05:00 0.04 0.09 1.52 0.01 0.03
 -------- 06:00 0.04 0.09 1.53 0.00 0.03
 -------- 07:00 0.05 0.11 1.59 0.01 0.04
 18.02.13 08:00 0.08 0.16 1.57 0.01 0.04
 -------- 09:00 0.07 0.18 1.60 0.02 0.04
 -------- 10:00 0.08 0.22 1.59 0.02 0.05
 -------- 11:00 0.07 0.20 1.57 0.02 0.05
 -------- 12:00 0.06 0.21 1.54 0.03 0.05
 18.02.13 13:00 0.08 0.18 1.54 0.03 0.05
 -------- 14:00 0.09 0.31 1.61 0.06 0.06
 -------- 15:00 0.10 0.34 ---- 0.07 0.08
 -------- 16:00 0.11 0.30 ---- 0.06 0.08
 -------- 17:00 0.09 0.29 ---- 0.04 0.08
 18.02.13 18:00 0.08 0.26 ---- 0.03 0.07
 -------- 19:00 0.09 0.26 ---- 0.01 0.07
 -------- 20:00 0.09 0.30 ---- 0.02 0.08
 -------- 21:00 0.09 0.30 ---- 0.01 0.07
 -------- 22:00 0.08 0.28 ---- 0.01 0.07
 18.02.13 23:00 0.08 0.25 ---- 0.01 0.07
 -------- 00:00 0.08 0.27 ---- 0.01 0.06
 -------- 01:00 0.08 0.31 ---- 0.03 0.07
 -------- 02:00 0.11 0.34 ---- 0.06 0.08
 -------- 03:00 0.09 0.28 ---- 0.03 0.06
 19.02.13 04:00 0.07 0.29 ---- 0.01 0.05
 -------- 05:00 0.07 0.31 ---- 0.01 0.06
 -------- 06:00 0.06 0.24 ---- 0.01 0.06
 -------- 07:00 0.07 0.23 ---- 0.01 0.05
 -------- 08:00 0.10 0.25 ---- 0.02 0.05
 19.02.13 09:00 0.10 0.33 ---- 0.03 0.06
 -------- 10:00 0.10 0.30 0.09 0.05 0.06
 -------- 11:00 0.10 0.27 0.10 0.06 0.06
 -------- 12:00 0.08 0.18 0.07 0.03 0.05
