 Date Time CO NO2 CHX NO PM10
 04.11.12 12:00 0.04 0.09 1.50 0.02 0.04
 -------- 13:00 0.05 0.06 1.45 0.01 0.04
 -------- 14:00 0.04 0.06 1.45 0.01 0.04
 -------- 15:00 0.05 0.08 1.47 0.01 0.04
 -------- 16:00 0.05 0.10 1.47 0.02 0.04
 04.11.12 17:00 0.04 0.12 1.50 0.02 0.05
 -------- 18:00 0.05 0.20 1.75 0.05 0.05
 -------- 19:00 0.06 0.19 1.87 0.04 0.05
 -------- 20:00 0.06 0.17 1.69 0.03 0.04
 -------- 21:00 0.06 0.17 1.82 0.03 0.04
 04.11.12 22:00 0.05 0.16 1.89 0.02 0.04
 -------- 23:00 0.04 0.16 2.03 0.02 0.04
 -------- 00:00 0.04 0.08 1.60 0.01 0.04
 -------- 01:00 0.04 0.07 1.42 0.01 0.04
 -------- 02:00 0.04 0.06 1.41 0.01 0.03
 05.11.12 03:00 0.02 0.02 1.40 0.01 0.03
 -------- 04:00 0.02 0.01 1.39 0.00 0.03
 -------- 05:00 0.02 0.02 1.39 0.01 0.03
 -------- 06:00 0.02 0.05 1.40 0.01 0.03
 -------- 07:00 0.03 0.06 1.41 0.01 0.02
 05.11.12 08:00 0.04 0.13 1.42 0.01 0.03
 -------- 09:00 0.04 0.17 1.45 0.01 0.03
 -------- 10:00 0.05 0.15 1.46 0.02 0.04
 -------- 11:00 0.07 0.17 1.52 0.03 0.04
 -------- 12:00 0.07 0.15 1.48 0.03 0.04
 05.11.12 13:00 0.08 0.22 1.61 0.07 0.06
 -------- 14:00 0.09 0.24 1.60 0.06 0.07
 -------- 15:00 0.09 0.23 1.60 0.05 0.08
 -------- 16:00 0.06 0.19 1.51 0.02 0.06
 -------- 17:00 0.07 0.20 1.53 0.03 0.07
 05.11.12 18:00 0.07 0.19 1.54 0.03 0.07
 -------- 19:00 0.08 0.18 1.56 0.04 0.07
 -------- 20:00 0.08 0.18 1.60 0.05 0.06
 -------- 21:00 0.06 0.16 1.56 0.03 0.06
 -------- 22:00 0.06 0.14 1.46 0.01 0.06
 05.11.12 23:00 0.03 0.09 1.42 0.01 0.04
 -------- 00:00 0.02 0.06 1.42 0.01 0.02
 -------- 01:00 0.02 0.06 1.42 0.01 0.01
 -------- 02:00 0.03 0.04 1.45 0.00 0.03
 -------- 03:00 0.04 0.05 1.45 0.00 0.04
 06.11.12 04:00 0.04 0.06 1.45 0.01 0.05
 -------- 05:00 0.04 0.09 1.46 0.01 0.05
 -------- 06:00 0.04 0.12 1.46 0.01 0.05
 -------- 07:00 0.05 0.18 1.47 0.01 0.05
 -------- 08:00 0.07 0.16 1.48 0.01 0.04
 06.11.12 09:00 0.07 0.19 1.49 0.03 0.03
 -------- 10:00 0.05 0.20 1.49 0.03 0.03
 -------- 11:00 0.05 0.19 1.50 0.03 0.03
