 Date Time CO NO2 CHX NO PM10
 21.09.12 00:00 0.10 0.28 1.50 0.01 0.09
 -------- 01:00 0.09 0.25 1.51 0.01 0.08
 -------- 02:00 0.07 0.22 1.49 0.01 0.08
 -------- 03:00 0.07 0.22 1.53 0.01 0.09
 -------- 04:00 0.06 0.22 1.50 0.62 0.08
 21.09.12 05:00 0.09 0.24 1.56 0.07 0.08
 -------- 06:00 0.12 0.27 1.67 0.18 0.09
 -------- 07:00 0.19 0.26 1.68 0.26 0.10
 -------- 08:00 0.26 0.29 1.74 0.29 0.13
 -------- 09:00 0.24 0.29 1.75 0.21 0.14
 21.09.12 10:00 0.21 0.32 1.88 0.18 0.14
 -------- 11:00 0.23 0.35 1.82 0.20 0.16
 -------- 12:00 0.19 0.35 1.70 0.13 0.15
 -------- 13:00 0.10 0.25 1.58 0.04 0.10
 -------- 14:00 0.06 0.13 1.60 0.02 0.08
 21.09.12 15:00 0.05 0.10 1.45 0.01 0.07
 -------- 16:00 0.07 0.11 1.43 0.01 0.07
 -------- 17:00 0.06 0.10 1.41 0.01 0.06
 -------- 18:00 0.07 0.12 1.45 0.00 0.07
 -------- 19:00 0.09 0.18 1.52 0.02 0.14
 21.09.12 20:00 0.08 0.12 1.44 0.01 0.07
 -------- 21:00 0.08 0.15 1.44 0.01 0.06
 -------- 22:00 0.10 0.19 1.49 0.03 0.06
 -------- 23:00 0.08 0.15 1.48 0.01 0.06
 -------- 00:00 0.07 0.14 1.48 0.01 0.06
 22.09.12 01:00 0.07 0.13 1.48 0.01 0.06
 -------- 02:00 0.06 0.11 1.48 0.01 0.06
 -------- 03:00 0.06 0.11 1.49 0.01 0.06
 -------- 04:00 0.06 0.10 1.48 0.01 0.06
 -------- 05:00 0.05 0.09 1.43 0.01 0.06
 22.09.12 06:00 0.04 0.08 1.42 0.01 0.04
 -------- 07:00 0.04 0.08 1.42 0.01 0.04
 -------- 08:00 0.09 0.10 1.46 0.01 0.05
 -------- 09:00 0.07 0.12 1.48 0.03 0.06
 -------- 10:00 0.07 0.11 1.53 0.03 0.07
 22.09.12 11:00 0.09 0.13 1.52 0.04 0.07
 -------- 12:00 0.07 0.11 1.51 0.04 0.07
 -------- 13:00 0.07 0.12 1.48 0.03 0.08
 -------- 14:00 0.08 0.12 1.50 0.03 0.08
 -------- 15:00 0.08 0.14 1.52 0.02 0.09
 22.09.12 16:00 0.08 0.13 1.56 0.01 0.10
 -------- 17:00 0.09 0.18 1.64 0.01 0.13
 -------- 18:00 0.11 0.20 1.65 0.01 0.12
 -------- 19:00 0.14 0.25 1.67 0.01 0.13
 -------- 20:00 0.15 0.26 1.61 0.02 0.12
 22.09.12 21:00 0.15 0.26 1.70 0.04 0.14
 -------- 22:00 0.17 0.28 2.05 0.09 0.18
 -------- 23:00 0.11 0.24 1.73 0.03 0.16
