 Date Time CO NO2 CHX NO PM10
 23.11.12 12:00 0.08 0.13 1.44 0.03 0.10
 -------- 13:00 0.07 0.14 1.49 0.04 0.11
 -------- 14:00 0.09 0.14 1.52 0.05 0.12
 -------- 15:00 0.08 0.18 1.53 0.05 0.11
 -------- 16:00 0.09 0.20 1.55 0.06 0.13
 23.11.12 17:00 0.13 0.23 1.55 0.07 0.16
 -------- 18:00 0.15 0.26 1.60 0.13 0.21
 -------- 19:00 0.13 0.27 1.63 0.10 0.21
 -------- 20:00 0.12 0.26 1.58 0.07 0.16
 -------- 21:00 0.07 0.21 1.55 0.04 0.11
 23.11.12 22:00 0.06 0.22 1.57 0.03 0.09
 -------- 23:00 0.06 0.22 1.56 0.02 0.08
 -------- 00:00 0.07 0.22 1.61 0.06 0.09
 -------- 01:00 0.07 0.22 1.67 0.06 0.09
 -------- 02:00 0.05 0.20 1.78 0.05 0.07
 24.11.12 03:00 0.04 0.19 1.83 0.04 0.05
 -------- 04:00 0.02 0.13 1.58 0.02 0.07
 -------- 05:00 0.02 0.13 1.62 0.01 0.05
 -------- 06:00 0.02 0.11 1.54 0.01 0.04
 -------- 07:00 0.05 0.10 1.50 0.01 0.04
 24.11.12 08:00 0.05 0.13 1.53 0.02 0.05
 -------- 09:00 0.07 0.15 1.54 0.04 0.06
 -------- 10:00 0.08 0.17 1.58 0.06 0.08
 -------- 11:00 0.11 0.17 1.65 0.10 0.13
 -------- 12:00 0.10 0.17 1.60 0.08 0.14
 24.11.12 13:00 0.11 0.17 1.61 0.09 0.14
 -------- 14:00 0.10 0.18 1.61 0.11 0.13
 -------- 15:00 0.11 0.19 1.63 0.12 0.16
 -------- 16:00 0.11 0.19 1.63 0.13 0.17
 -------- 17:00 0.11 0.18 1.60 0.11 0.17
 24.11.12 18:00 0.09 0.18 1.59 0.10 0.14
 -------- 19:00 0.08 0.19 1.59 0.11 0.11
 -------- 20:00 0.09 0.18 1.60 0.16 0.11
 -------- 21:00 0.12 0.20 1.65 0.25 0.14
 -------- 22:00 0.12 0.20 1.63 0.21 0.17
 24.11.12 23:00 0.11 0.21 1.66 0.70 0.16
 -------- 00:00 0.09 0.20 1.62 0.12 0.14
 -------- 01:00 0.07 0.19 1.59 0.07 0.12
 -------- 02:00 0.06 0.19 1.57 0.05 0.10
 -------- 03:00 0.07 0.18 1.55 0.04 0.08
 25.11.12 04:00 0.07 0.17 1.53 0.03 0.09
 -------- 05:00 0.07 0.16 1.51 0.03 0.06
 -------- 06:00 0.07 0.15 1.54 0.03 0.05
 -------- 07:00 0.07 0.17 1.57 0.03 0.06
 -------- 08:00 0.08 0.17 1.58 0.03 0.07
 25.11.12 09:00 0.09 0.18 1.58 0.05 0.09
 -------- 10:00 0.10 0.18 1.59 0.07 0.10
 -------- 11:00 0.07 0.17 1.58 0.07 0.09
