 Date Time CO NO2 CHX NO PM10
 11.02.13 00:00 0.06 0.17 1.57 0.02 0.03
 -------- 01:00 0.06 0.12 1.54 0.01 0.03
 -------- 02:00 0.06 0.09 1.54 0.01 0.03
 -------- 03:00 0.05 0.11 1.58 0.01 0.03
 -------- 04:00 0.06 0.08 1.53 0.01 0.03
 11.02.13 05:00 0.06 0.15 1.56 0.03 0.04
 -------- 06:00 0.06 0.14 1.54 0.02 0.03
 -------- 07:00 0.07 0.23 1.60 0.04 0.04
 -------- 08:00 0.13 0.21 1.66 0.10 0.04
 -------- 09:00 0.16 0.20 1.73 0.13 0.05
 11.02.13 10:00 0.17 0.23 1.74 0.19 0.06
 -------- 11:00 0.17 0.25 1.72 0.23 0.07
 -------- 12:00 0.18 0.21 1.80 0.24 0.08
 -------- 13:00 0.18 0.24 1.81 0.25 0.08
 -------- 14:00 0.17 0.24 1.73 0.19 0.09
 11.02.13 15:00 0.13 0.24 1.71 0.14 0.08
 -------- 16:00 0.13 0.25 1.69 0.14 0.07
 -------- 17:00 0.14 0.23 1.79 0.16 0.07
 -------- 18:00 0.13 0.20 1.74 0.16 0.08
 -------- 19:00 0.09 0.18 1.62 0.11 0.08
 11.02.13 20:00 0.09 0.18 1.70 0.12 0.11
 -------- 21:00 0.07 0.18 1.62 0.07 0.08
 -------- 22:00 0.07 0.17 1.58 0.03 0.05
 -------- 23:00 0.07 0.18 1.59 0.04 0.04
 -------- 00:00 0.07 0.21 1.63 0.06 0.05
 12.02.13 01:00 0.06 0.19 1.63 0.04 0.07
 -------- 02:00 0.04 0.15 1.58 0.01 0.04
 -------- 03:00 0.04 0.18 1.55 0.01 0.05
 -------- 04:00 0.05 0.18 1.59 0.01 0.04
 -------- 05:00 0.04 0.18 1.68 0.01 0.03
 12.02.13 06:00 0.05 0.18 1.63 0.02 0.03
 -------- 07:00 0.06 0.17 1.74 0.02 0.04
 -------- 08:00 0.08 0.13 1.74 0.02 0.04
 -------- 09:00 0.08 0.13 1.66 0.03 0.04
 -------- 10:00 0.08 0.17 1.65 0.04 0.04
 12.02.13 11:00 0.07 0.17 1.57 0.03 0.04
 -------- 12:00 0.06 0.17 1.54 0.02 0.04
 -------- 13:00 0.06 0.15 1.53 0.01 0.03
 -------- 14:00 0.06 0.18 1.54 0.02 0.03
 -------- 15:00 0.06 0.16 1.53 0.01 0.04
 12.02.13 16:00 0.06 0.15 1.50 0.02 0.05
 -------- 17:00 0.07 0.19 1.52 0.01 0.05
 -------- 18:00 0.07 0.21 1.55 0.01 0.05
 -------- 19:00 0.07 0.16 1.56 0.01 0.05
 -------- 20:00 0.07 0.19 1.56 0.01 0.06
 12.02.13 21:00 0.07 0.19 1.63 0.01 0.07
 -------- 22:00 0.06 0.20 1.61 0.01 0.07
 -------- 23:00 0.06 0.22 1.59 0.01 0.06
 -------- 00:00 0.06 0.20 1.60 0.01 0.06
