 Date Time CO NO2 CHX NO PM10
 22.03.13 12:00 0.10 0.28 1.48 0.08 0.05
 -------- 13:00 0.09 0.18 1.43 0.05 0.04
 -------- 14:00 0.08 0.16 1.46 0.05 0.04
 -------- 15:00 0.07 0.12 1.44 0.04 0.04
 -------- 16:00 0.06 0.11 1.35 0.03 0.03
 22.03.13 17:00 0.07 0.13 1.34 0.03 0.04
 -------- 18:00 0.07 0.18 1.36 0.03 0.03
 -------- 19:00 0.07 0.20 1.34 0.02 0.04
 -------- 20:00 0.07 0.17 1.12 0.01 0.04
 -------- 21:00 0.06 0.14 1.37 0.01 0.03
 22.03.13 22:00 0.05 0.13 1.32 0.01 0.03
 -------- 23:00 0.07 0.18 1.26 0.01 0.03
 -------- 00:00 0.05 0.18 1.31 0.02 0.03
 -------- 01:00 0.06 0.21 1.28 0.03 0.03
 -------- 02:00 0.06 0.17 1.34 0.01 0.04
 23.03.13 03:00 0.06 0.18 1.34 0.01 0.03
 -------- 04:00 0.06 0.11 1.34 0.01 0.03
 -------- 05:00 0.05 0.09 1.35 0.01 0.03
 -------- 06:00 0.05 0.10 1.35 0.01 0.03
 -------- 07:00 0.07 0.13 1.36 0.00 0.03
 23.03.13 08:00 0.06 0.17 1.38 0.01 0.04
 -------- 09:00 0.07 0.17 1.40 0.03 0.04
 -------- 10:00 0.09 0.23 1.41 0.06 0.05
 -------- 11:00 0.06 0.16 1.37 0.03 0.04
 -------- 12:00 0.06 0.13 1.33 0.03 0.03
 23.03.13 13:00 0.06 0.11 1.32 0.03 0.03
 -------- 14:00 0.06 0.10 1.10 0.03 0.03
 -------- 15:00 0.06 0.16 1.31 0.04 0.03
 -------- 16:00 0.07 0.17 1.32 0.04 0.03
 -------- 17:00 0.07 0.15 1.32 0.03 0.03
 23.03.13 18:00 0.06 0.16 1.31 0.04 0.04
 -------- 19:00 0.07 0.10 1.10 0.02 0.03
 -------- 20:00 0.06 0.12 1.31 0.03 0.03
 -------- 21:00 0.06 0.15 1.32 0.03 0.03
 -------- 22:00 0.06 0.31 1.33 0.12 0.03
 23.03.13 23:00 0.06 0.30 1.32 0.11 0.03
 -------- 00:00 0.06 0.17 1.32 0.05 0.02
 -------- 01:00 0.06 0.15 1.32 0.04 0.02
 -------- 02:00 0.06 0.13 1.31 0.03 0.02
 -------- 03:00 0.06 0.11 1.31 0.03 0.02
 24.03.13 04:00 0.05 0.07 1.12 0.01 0.02
 -------- 05:00 0.05 0.07 1.30 0.02 0.02
 -------- 06:00 0.06 0.07 1.30 0.03 0.02
 -------- 07:00 0.06 0.03 1.30 0.01 0.02
 -------- 08:00 0.06 0.02 1.30 0.01 0.02
 24.03.13 09:00 0.06 0.04 1.29 0.01 0.03
 -------- 10:00 0.06 0.07 1.30 0.01 0.03
 -------- 11:00 0.06 0.08 1.30 0.02 0.03
 -------- 12:00 0.06 0.07 1.31 0.01 0.03
