 Date Time CO NO2 CHX NO PM10
 03.03.13 00:00 0.06 0.37 1.37 0.02 0.02
 -------- 01:00 0.08 0.40 1.39 0.04 0.03
 -------- 02:00 0.10 0.42 1.42 0.09 0.03
 -------- 03:00 0.17 0.44 1.48 0.26 0.05
 -------- 04:00 0.18 0.46 1.57 0.30 0.05
 03.03.13 05:00 0.21 0.48 1.73 0.47 0.07
 -------- 06:00 0.21 0.50 1.60 0.41 0.08
 -------- 07:00 0.11 0.42 1.36 0.10 0.03
 -------- 08:00 0.07 0.32 1.40 0.02 0.02
 -------- 09:00 0.10 0.37 1.43 0.06 0.03
 03.03.13 10:00 0.09 0.35 1.43 0.08 0.07
 -------- 11:00 0.08 0.31 1.10 0.07 0.05
 -------- 12:00 0.08 0.23 1.22 0.05 0.07
 -------- 13:00 0.08 0.27 1.45 0.06 0.07
 -------- 14:00 0.07 0.21 1.43 0.04 0.06
 03.03.13 15:00 0.06 0.12 1.38 0.03 0.04
 -------- 16:00 0.06 0.15 1.37 0.03 0.05
 -------- 17:00 0.06 0.25 1.37 0.04 0.08
 -------- 18:00 0.07 0.29 1.38 0.03 0.09
 -------- 19:00 0.06 0.23 1.36 0.02 0.06
 03.03.13 20:00 0.06 0.19 1.35 0.01 0.04
 -------- 21:00 0.06 0.20 1.35 0.01 0.05
 -------- 22:00 0.06 0.17 1.35 0.01 0.05
 -------- 23:00 0.06 0.13 1.32 0.01 0.04
 -------- 00:00 0.04 0.11 1.36 0.00 0.03
 04.03.13 01:00 0.04 0.09 1.38 0.01 0.02
 -------- 02:00 0.04 0.07 1.48 0.01 0.03
 -------- 03:00 0.04 0.08 1.40 0.01 0.03
 -------- 04:00 0.04 0.11 1.39 0.01 0.03
 -------- 05:00 0.04 0.12 1.34 0.01 0.03
 04.03.13 06:00 0.04 0.12 1.34 0.01 0.03
 -------- 07:00 0.04 0.15 1.35 0.01 0.03
 -------- 08:00 0.06 0.18 1.15 0.01 0.03
 -------- 09:00 0.08 0.22 1.36 0.09 0.03
 -------- 10:00 0.06 0.21 1.37 0.06 0.04
 04.03.13 11:00 0.07 0.16 1.35 0.04 0.07
 -------- 12:00 0.06 0.12 1.32 0.03 0.06
 -------- 13:00 0.07 0.09 1.31 0.02 0.03
 -------- 14:00 0.07 0.07 1.30 0.02 0.03
 -------- 15:00 0.07 0.07 1.30 0.01 0.03
 04.03.13 16:00 0.05 0.08 1.29 0.01 0.03
 -------- 17:00 0.06 0.10 1.29 0.02 0.03
 -------- 18:00 0.07 0.10 1.15 0.01 0.03
 -------- 19:00 0.07 0.12 1.30 0.01 0.03
 -------- 20:00 0.08 0.18 1.29 0.01 0.04
 04.03.13 21:00 0.08 0.20 1.29 0.01 0.04
 -------- 22:00 0.08 0.16 1.28 0.01 0.03
 -------- 23:00 0.09 0.18 1.28 0.01 0.04
 -------- 00:00 0.08 0.20 1.29 0.01 0.04
