 Date Time CO NO2 NO
 20.11.12 12:00 0.10 0.28 0.21
 -------- 13:00 0.11 0.28 0.22
 -------- 14:00 0.10 0.28 0.19
 -------- 15:00 0.09 0.28 0.16
 -------- 16:00 0.09 0.30 0.11
 20.11.12 17:00 0.10 0.34 0.11
 -------- 18:00 0.09 0.31 0.10
 -------- 19:00 0.08 0.29 0.08
 -------- 20:00 0.09 0.29 0.08
 -------- 21:00 0.09 0.31 0.08
 20.11.12 22:00 0.09 0.29 0.07
 -------- 23:00 0.06 0.23 0.06
 -------- 00:00 0.06 0.21 0.06
 -------- 01:00 0.06 0.18 0.05
 -------- 02:00 0.06 0.17 0.05
 21.11.12 03:00 0.05 0.16 0.05
 -------- 04:00 0.05 0.17 0.05
 -------- 05:00 0.06 0.16 0.05
 -------- 06:00 0.07 0.29 0.06
 -------- 07:00 0.09 0.35 0.09
 21.11.12 08:00 0.09 0.31 0.08
 -------- 09:00 0.10 0.37 0.09
 -------- 10:00 0.09 0.32 0.09
 -------- 11:00 0.10 0.35 0.13
 -------- 12:00 0.09 0.33 0.12
 21.11.12 13:00 0.10 0.35 0.16
 -------- 14:00 0.11 0.34 0.17
 -------- 15:00 0.10 0.33 0.15
 -------- 16:00 0.12 0.34 0.14
 -------- 17:00 0.11 0.36 0.13
 21.11.12 18:00 0.09 0.36 0.10
 -------- 19:00 0.09 0.36 0.12
 -------- 20:00 0.08 0.33 0.08
 -------- 21:00 0.08 0.33 0.09
 -------- 22:00 0.09 0.33 0.08
 21.11.12 23:00 0.06 0.32 0.07
 -------- 00:00 0.07 0.31 0.08
 -------- 01:00 0.05 0.27 0.07
 -------- 02:00 0.06 0.29 0.07
 -------- 03:00 0.06 0.28 0.07
 22.11.12 04:00 0.06 0.29 0.09
 -------- 05:00 0.06 0.27 0.08
 -------- 06:00 0.06 0.29 0.10
 -------- 07:00 0.11 0.36 0.15
 -------- 08:00 0.12 0.35 0.18
 22.11.12 09:00 0.12 0.35 0.17
 -------- 10:00 0.11 0.34 0.17
 -------- 11:00 0.11 0.36 0.15
