 Date Time CO NO2 NO
 05.04.13 00:00 0.05 0.09 0.02
 -------- 01:00 0.04 0.07 0.02
 -------- 02:00 0.04 0.04 0.02
 -------- 03:00 0.04 0.05 0.02
 -------- 04:00 0.04 0.06 0.01
 05.04.13 05:00 0.05 0.13 0.02
 -------- 06:00 0.06 0.15 0.03
 -------- 07:00 0.07 0.23 0.03
 -------- 08:00 0.09 0.20 0.04
 -------- 09:00 0.09 0.14 0.03
 05.04.13 10:00 0.07 0.17 0.04
 -------- 11:00 0.08 0.18 0.06
 -------- 12:00 0.10 0.19 0.06
 -------- 13:00 0.09 0.16 0.05
 -------- 14:00 0.11 0.21 0.06
 05.04.13 15:00 0.11 0.22 0.05
 -------- 16:00 0.11 0.24 0.04
 -------- 17:00 0.09 0.21 0.03
 -------- 18:00 0.13 0.26 0.03
 -------- 19:00 0.09 0.23 0.02
 05.04.13 20:00 0.09 0.23 0.02
 -------- 21:00 0.06 0.12 0.01
 -------- 22:00 0.06 0.11 0.01
 -------- 23:00 0.08 0.10 0.02
 -------- 00:00 0.07 0.06 0.02
 06.04.13 01:00 0.06 0.07 0.02
 -------- 02:00 0.06 0.06 0.02
 -------- 03:00 0.06 0.05 0.02
 -------- 04:00 0.06 0.04 0.01
 -------- 05:00 0.06 0.04 0.01
 06.04.13 06:00 0.06 0.07 0.02
 -------- 07:00 0.15 0.07 0.02
 -------- 08:00 0.08 0.06 0.02
 -------- 09:00 0.08 0.08 0.02
 -------- 10:00 0.09 0.09 0.02
 06.04.13 11:00 0.08 0.07 0.03
 -------- 12:00 0.09 0.07 0.02
 -------- 13:00 0.09 0.08 0.02
 -------- 14:00 0.09 0.08 0.02
 -------- 15:00 0.09 0.07 0.02
 06.04.13 16:00 0.09 0.07 0.03
 -------- 17:00 0.09 0.10 0.02
 -------- 18:00 0.11 0.14 0.02
 -------- 19:00 0.12 0.18 0.03
 -------- 20:00 0.14 0.22 0.04
 06.04.13 21:00 0.17 0.25 0.05
 -------- 22:00 0.14 0.22 0.04
 -------- 23:00 0.10 0.18 0.03
