 Date Time CO NO2 NO
 08.04.13 00:00 0.07 0.12 0.02
 -------- 01:00 0.05 0.09 0.02
 -------- 02:00 0.09 0.17 0.03
 -------- 03:00 0.07 0.22 0.02
 -------- 04:00 0.10 0.33 0.08
 08.04.13 05:00 0.10 0.34 0.07
 -------- 06:00 0.13 0.42 0.12
 -------- 07:00 0.35 0.43 0.11
 -------- 08:00 0.17 0.39 0.12
 -------- 09:00 0.13 0.32 0.11
 08.04.13 10:00 0.07 0.14 0.05
 -------- 11:00 0.07 0.18 0.05
 -------- 12:00 0.07 0.12 0.03
 -------- 13:00 0.07 0.08 0.03
 -------- 14:00 0.07 0.06 0.02
 08.04.13 15:00 0.07 0.08 0.01
 -------- 16:00 0.07 0.07 0.01
 -------- 17:00 0.07 0.07 0.01
 -------- 18:00 0.07 0.08 0.01
 -------- 19:00 0.08 0.12 0.02
 08.04.13 20:00 0.08 0.12 0.02
 -------- 21:00 0.15 0.26 0.05
 -------- 22:00 0.17 0.36 0.07
 -------- 23:00 0.20 0.41 0.10
 -------- 00:00 0.17 0.37 0.11
 09.04.13 01:00 0.15 0.35 0.07
 -------- 02:00 0.13 0.33 0.06
 -------- 03:00 0.09 0.26 0.04
 -------- 04:00 0.11 0.36 0.06
 -------- 05:00 0.18 0.62 0.25
 09.04.13 06:00 0.22 0.62 0.24
 -------- 07:00 1.39 0.69 0.31
 -------- 08:00 0.23 0.54 0.22
 -------- 09:00 0.27 0.64 0.30
 -------- 10:00 0.17 0.51 0.15
 09.04.13 11:00 0.17 0.57 0.12
 -------- 12:00 0.07 0.15 0.03
 -------- 13:00 0.07 0.09 0.02
 -------- 14:00 0.09 0.23 0.02
 -------- 15:00 0.10 0.27 0.03
 09.04.13 16:00 0.10 0.20 0.03
 -------- 17:00 0.07 0.07 0.01
 -------- 18:00 0.05 0.06 0.01
 -------- 19:00 0.10 0.22 0.05
 -------- 20:00 0.15 0.36 0.05
 09.04.13 21:00 0.31 0.55 0.19
 -------- 22:00 0.35 0.55 0.16
 -------- 23:00 0.23 0.51 0.13
