 Date Time CO NO2 NO
 01.12.12 00:00 0.04 0.20 0.08
 -------- 01:00 0.03 0.17 0.07
 -------- 02:00 0.03 0.19 0.07
 -------- 03:00 0.03 0.21 0.08
 -------- 04:00 0.02 0.17 0.07
 01.12.12 05:00 0.02 0.16 0.06
 -------- 06:00 0.05 0.19 0.07
 -------- 07:00 0.06 0.19 0.07
 -------- 08:00 0.06 0.17 0.07
 -------- 09:00 0.07 0.16 0.07
 01.12.12 10:00 0.09 0.18 0.10
 -------- 11:00 0.10 0.20 0.16
 -------- 12:00 0.10 0.17 0.12
 -------- 13:00 0.10 0.18 0.13
 -------- 14:00 0.10 0.19 0.12
 01.12.12 15:00 0.11 0.20 0.13
 -------- 16:00 0.15 0.22 0.19
 -------- 17:00 0.15 0.22 0.20
 -------- 18:00 0.15 0.21 0.23
 -------- 19:00 0.14 0.20 0.21
 01.12.12 20:00 0.13 0.18 0.18
 -------- 21:00 0.13 0.18 0.19
 -------- 22:00 0.11 0.17 0.17
 -------- 23:00 0.12 0.17 0.16
 -------- 00:00 0.12 0.16 0.17
 02.12.12 01:00 0.12 0.18 0.18
 -------- 02:00 0.11 0.18 0.15
 -------- 03:00 0.11 0.19 0.16
 -------- 04:00 0.09 0.18 0.10
 -------- 05:00 0.08 0.17 0.10
 02.12.12 06:00 0.08 0.18 0.10
 -------- 07:00 0.07 0.18 0.12
 -------- 08:00 0.07 0.18 0.11
 -------- 09:00 0.08 0.19 0.12
 -------- 10:00 0.09 0.22 0.14
 02.12.12 11:00 0.10 0.24 0.15
 -------- 12:00 0.09 0.25 0.17
 -------- 13:00 0.10 0.29 0.16
 -------- 14:00 0.10 0.29 0.14
 -------- 15:00 0.14 0.26 0.12
 02.12.12 16:00 0.08 0.25 0.10
 -------- 17:00 0.11 0.28 0.10
 -------- 18:00 0.07 0.27 0.08
 -------- 19:00 0.09 0.32 0.11
 -------- 20:00 0.09 0.30 0.12
 02.12.12 21:00 0.07 0.26 0.08
 -------- 22:00 0.08 0.25 0.08
 -------- 23:00 0.07 0.27 0.09
