 Date Time CO NO2 NO
 22.01.13 12:00 0.10 0.20 0.13
 -------- 13:00 0.09 0.17 0.11
 -------- 14:00 0.10 0.18 0.13
 -------- 15:00 0.11 0.18 0.12
 -------- 16:00 0.12 0.19 0.12
 22.01.13 17:00 0.10 0.21 0.11
 -------- 18:00 0.10 0.22 0.10
 -------- 19:00 0.11 0.18 0.09
 -------- 20:00 0.09 0.17 0.07
 -------- 21:00 0.08 0.15 0.07
 22.01.13 22:00 0.09 0.21 0.10
 -------- 23:00 0.09 0.28 0.13
 -------- 00:00 0.08 0.20 0.09
 -------- 01:00 0.09 0.27 0.14
 -------- 02:00 0.07 0.28 0.11
 23.01.13 03:00 0.06 0.16 0.06
 -------- 04:00 0.06 0.11 0.05
 -------- 05:00 0.10 0.10 0.05
 -------- 06:00 0.08 0.32 0.15
 -------- 07:00 0.11 0.27 0.12
 23.01.13 08:00 0.13 0.23 0.13
 -------- 09:00 0.13 0.21 0.15
 -------- 10:00 0.15 0.25 0.18
 -------- 11:00 0.17 0.27 0.23
 -------- 12:00 0.18 0.31 0.27
 23.01.13 13:00 0.13 0.22 0.15
 -------- 14:00 0.11 0.18 0.12
 -------- 15:00 0.09 0.18 0.12
 -------- 16:00 0.09 0.17 0.11
 -------- 17:00 0.13 0.21 0.12
 23.01.13 18:00 0.13 0.25 0.14
 -------- 19:00 0.13 0.24 0.13
 -------- 20:00 0.13 0.23 0.13
 -------- 21:00 0.12 0.22 0.13
 -------- 22:00 0.10 0.21 0.10
 23.01.13 23:00 0.09 0.19 0.10
 -------- 00:00 0.09 0.19 0.08
 -------- 01:00 0.09 0.18 0.09
 -------- 02:00 0.09 0.20 0.09
 -------- 03:00 0.12 0.27 0.22
 24.01.13 04:00 0.13 0.36 0.27
 -------- 05:00 0.13 0.28 0.21
 -------- 06:00 0.11 0.32 0.20
 -------- 07:00 0.14 0.26 0.16
 -------- 08:00 0.13 0.23 0.16
 24.01.13 09:00 0.13 0.22 0.15
 -------- 10:00 0.14 0.24 0.17
 -------- 11:00 0.15 0.26 0.24
