 Date Time CO NO2 NO
 03.11.12 12:00 0.06 0.19 0.07
 -------- 13:00 0.06 0.22 0.08
 -------- 14:00 0.07 0.25 0.09
 -------- 15:00 0.07 0.23 0.07
 -------- 16:00 0.07 0.25 0.08
 03.11.12 17:00 0.08 0.24 0.07
 -------- 18:00 0.07 0.25 0.07
 -------- 19:00 0.07 0.21 0.06
 -------- 20:00 0.06 0.19 0.06
 -------- 21:00 0.06 0.17 0.06
 03.11.12 22:00 0.06 0.18 0.06
 -------- 23:00 0.06 0.18 0.06
 -------- 00:00 0.06 0.19 0.06
 -------- 01:00 0.06 0.19 0.06
 -------- 02:00 0.06 0.16 0.06
 04.11.12 03:00 0.05 0.15 0.05
 -------- 04:00 0.04 0.14 0.05
 -------- 05:00 0.06 0.17 0.05
 -------- 06:00 0.06 0.15 0.05
 -------- 07:00 0.06 0.16 0.05
 04.11.12 08:00 0.07 0.18 0.05
 -------- 09:00 0.07 0.19 0.05
 -------- 10:00 0.08 0.21 0.06
 -------- 11:00 0.08 0.21 0.06
 -------- 12:00 0.07 0.23 0.06
 04.11.12 13:00 0.07 0.20 0.06
 -------- 14:00 0.07 0.19 0.05
 -------- 15:00 0.07 0.21 0.06
 -------- 16:00 0.06 0.20 0.05
 -------- 17:00 0.06 0.19 0.06
 04.11.12 18:00 0.07 0.21 0.04
 -------- 19:00 0.07 0.24 0.05
 -------- 20:00 0.07 0.22 0.05
 -------- 21:00 0.07 0.24 0.05
 -------- 22:00 0.06 0.21 0.04
 04.11.12 23:00 0.06 0.19 0.04
 -------- 00:00 0.05 0.18 0.04
 -------- 01:00 0.06 0.19 0.04
 -------- 02:00 0.04 0.17 0.04
 -------- 03:00 0.05 0.15 0.04
 05.11.12 04:00 0.06 0.15 0.04
 -------- 05:00 0.08 0.16 0.04
 -------- 06:00 0.05 0.21 0.06
 -------- 07:00 0.05 0.20 0.06
 -------- 08:00 0.05 0.25 0.06
 05.11.12 09:00 0.10 0.33 0.10
 -------- 10:00 0.11 0.32 0.14
 -------- 11:00 0.11 0.32 0.14
