 Date Time CO NO2 NO
 09.04.13 12:00 0.07 0.09 0.02
 -------- 13:00 0.07 0.09 0.02
 -------- 14:00 0.09 0.23 0.02
 -------- 15:00 0.10 0.27 0.03
 -------- 16:00 0.10 0.20 0.03
 09.04.13 17:00 0.07 0.07 0.01
 -------- 18:00 0.05 0.06 0.01
 -------- 19:00 0.10 0.22 0.05
 -------- 20:00 0.15 0.36 0.05
 -------- 21:00 0.31 0.55 0.19
 09.04.13 22:00 0.35 0.55 0.16
 -------- 23:00 0.23 0.51 0.13
 -------- 00:00 0.19 0.47 0.09
 -------- 01:00 0.14 0.45 0.07
 -------- 02:00 0.11 0.39 0.05
 10.04.13 03:00 0.11 0.39 0.04
 -------- 04:00 0.09 0.36 0.04
 -------- 05:00 0.08 0.32 0.02
 -------- 06:00 0.07 0.33 0.03
 -------- 07:00 0.10 0.29 0.05
 10.04.13 08:00 0.13 0.34 0.07
 -------- 09:00 0.12 0.30 0.08
 -------- 10:00 0.08 0.21 0.05
 -------- 11:00 0.05 0.13 0.03
 -------- 12:00 0.05 0.09 0.02
 10.04.13 13:00 0.04 0.05 0.02
 -------- 14:00 0.04 0.06 0.02
 -------- 15:00 0.06 0.06 0.02
 -------- 16:00 0.06 0.09 0.06
 -------- 17:00 0.06 0.06 0.06
 10.04.13 18:00 0.07 0.06 0.03
 -------- 19:00 0.05 0.07 0.03
 -------- 20:00 0.08 0.18 0.02
 -------- 21:00 0.11 0.24 0.02
 -------- 22:00 0.19 0.41 0.07
 10.04.13 23:00 0.21 0.41 0.10
 -------- 00:00 0.17 0.52 0.12
 -------- 01:00 0.16 0.50 0.12
 -------- 02:00 0.09 0.39 0.05
 -------- 03:00 0.07 0.21 0.03
 11.04.13 04:00 0.07 0.14 0.02
 -------- 05:00 0.07 0.22 0.03
 -------- 06:00 0.08 0.30 0.06
 -------- 07:00 0.11 0.28 0.04
 -------- 08:00 0.11 0.31 0.07
 11.04.13 09:00 0.11 0.29 0.07
 -------- 10:00 0.10 0.27 0.07
 -------- 11:00 0.06 0.12 0.04
