 Date Time CO NO2 NO
 30.12.12 00:00 0.06 0.03 0.05
 -------- 01:00 0.05 0.04 0.06
 -------- 02:00 0.04 0.03 0.05
 -------- 03:00 0.04 0.02 0.05
 -------- 04:00 0.04 0.03 0.05
 30.12.12 05:00 0.04 0.03 0.05
 -------- 06:00 0.07 0.04 0.06
 -------- 07:00 0.05 0.05 0.06
 -------- 08:00 0.05 0.02 0.06
 -------- 09:00 0.06 0.03 0.06
 30.12.12 10:00 0.07 0.04 0.06
 -------- 11:00 0.08 0.03 0.06
 -------- 12:00 0.07 0.03 0.06
 -------- 13:00 0.09 0.04 0.07
 -------- 14:00 0.09 0.04 0.06
 30.12.12 15:00 0.08 0.04 0.06
 -------- 16:00 0.07 0.05 0.06
 -------- 17:00 0.09 0.07 0.07
 -------- 18:00 0.09 0.07 0.07
 -------- 19:00 0.11 0.09 0.08
 30.12.12 20:00 0.09 0.08 0.06
 -------- 21:00 0.10 0.09 0.10
 -------- 22:00 0.11 0.12 0.14
 -------- 23:00 0.11 0.10 0.16
 -------- 00:00 0.11 0.11 0.17
 31.12.12 01:00 0.11 0.13 0.15
 -------- 02:00 0.13 0.11 0.14
 -------- 03:00 0.08 0.10 0.11
 -------- 04:00 0.08 0.07 0.08
 -------- 05:00 0.05 0.05 0.05
 31.12.12 06:00 0.04 0.02 0.05
 -------- 07:00 0.04 0.02 0.05
 -------- 08:00 0.04 0.02 0.05
 -------- 09:00 0.04 0.02 0.05
 -------- 10:00 0.04 0.02 0.05
 31.12.12 11:00 0.04 0.02 0.05
 -------- 12:00 0.05 0.02 0.05
 -------- 13:00 0.05 0.03 0.06
 -------- 14:00 0.06 0.03 0.06
 -------- 15:00 0.08 0.04 0.07
 31.12.12 16:00 0.08 0.05 0.06
 -------- 17:00 0.09 0.04 0.06
 -------- 18:00 0.08 0.05 0.06
 -------- 19:00 0.09 0.05 0.06
 -------- 20:00 0.08 0.05 0.05
 31.12.12 21:00 0.08 0.05 0.06
 -------- 22:00 0.09 0.06 0.06
 -------- 23:00 0.08 0.05 0.06
