 Date Time CO NO2 NO
 21.12.12 00:00 0.10 0.45 0.08
 -------- 01:00 0.10 0.43 0.06
 -------- 02:00 0.10 0.49 0.14
 -------- 03:00 0.10 0.58 0.30
 -------- 04:00 0.10 0.60 0.32
 21.12.12 05:00 0.09 0.51 0.20
 -------- 06:00 0.09 0.48 0.19
 -------- 07:00 0.15 0.49 0.24
 -------- 08:00 0.13 0.47 0.20
 -------- 09:00 0.13 0.49 0.20
 21.12.12 10:00 0.14 0.51 0.28
 -------- 11:00 0.21 0.58 0.43
 -------- 12:00 0.19 0.54 0.34
 -------- 13:00 0.14 0.46 0.23
 -------- 14:00 0.19 0.51 0.29
 21.12.12 15:00 0.18 0.60 0.38
 -------- 16:00 0.21 0.68 0.45
 -------- 17:00 0.21 0.67 0.47
 -------- 18:00 0.21 0.60 0.43
 -------- 19:00 0.19 0.62 0.43
 21.12.12 20:00 0.18 0.62 0.43
 -------- 21:00 0.17 0.61 0.42
 -------- 22:00 0.16 0.62 0.40
 -------- 23:00 0.15 0.61 0.37
 -------- 00:00 0.15 0.59 0.31
 22.12.12 01:00 0.14 0.60 0.30
 -------- 02:00 0.13 0.55 0.25
 -------- 03:00 0.12 0.65 0.33
 -------- 04:00 0.12 0.68 0.34
 -------- 05:00 0.12 0.68 0.37
 22.12.12 06:00 0.12 0.68 0.34
 -------- 07:00 0.12 0.67 0.32
 -------- 08:00 0.12 0.66 0.29
 -------- 09:00 0.14 0.65 0.29
 -------- 10:00 0.13 0.62 0.23
 22.12.12 11:00 0.14 0.55 0.17
 -------- 12:00 0.11 0.52 0.13
 -------- 13:00 0.13 0.53 0.15
 -------- 14:00 0.12 0.55 0.15
 -------- 15:00 0.13 0.54 0.12
 22.12.12 16:00 0.13 0.56 0.10
 -------- 17:00 0.11 0.54 0.04
 -------- 18:00 0.11 0.55 0.04
 -------- 19:00 0.09 0.52 0.04
 -------- 20:00 0.08 0.49 0.02
 22.12.12 21:00 0.08 0.49 0.02
 -------- 22:00 0.08 0.49 0.03
 -------- 23:00 0.08 0.52 0.05
