 Date Time CO NO2 NO
 31.03.13 12:00 0.06 0.05 0.03
 -------- 13:00 0.06 0.05 0.03
 -------- 14:00 0.06 0.05 0.03
 -------- 15:00 0.06 0.04 0.03
 -------- 16:00 0.06 0.05 0.02
 31.03.13 17:00 0.06 0.06 0.03
 -------- 18:00 0.07 0.06 0.02
 -------- 19:00 0.08 0.12 0.03
 -------- 20:00 0.10 0.18 0.03
 -------- 21:00 0.12 0.28 0.05
 31.03.13 22:00 0.25 0.34 0.13
 -------- 23:00 0.27 0.40 0.17
 -------- 00:00 0.21 0.47 0.19
 -------- 01:00 0.17 0.45 0.16
 -------- 02:00 0.15 0.37 0.13
 01.04.13 03:00 0.12 0.38 0.11
 -------- 04:00 0.09 0.39 0.14
 -------- 05:00 0.09 0.33 0.12
 -------- 06:00 0.09 0.36 0.14
 -------- 07:00 0.11 0.26 0.07
 01.04.13 08:00 0.10 0.17 0.04
 -------- 09:00 0.07 0.13 0.04
 -------- 10:00 0.07 0.10 0.04
 -------- 11:00 0.06 0.09 0.04
 -------- 12:00 0.06 0.07 0.03
 01.04.13 13:00 0.05 0.07 0.04
 -------- 14:00 0.06 0.08 0.03
 -------- 15:00 0.07 0.09 0.03
 -------- 16:00 0.04 0.09 0.03
 -------- 17:00 0.05 0.06 0.02
 01.04.13 18:00 0.05 0.06 0.02
 -------- 19:00 0.06 0.08 0.02
 -------- 20:00 0.06 0.11 0.02
 -------- 21:00 0.07 0.14 0.03
 -------- 22:00 0.08 0.14 0.04
 01.04.13 23:00 0.06 0.07 0.01
 -------- 00:00 0.04 0.06 0.02
 -------- 01:00 0.04 0.07 0.01
 -------- 02:00 0.04 0.05 0.01
 -------- 03:00 0.02 0.04 0.01
 02.04.13 04:00 0.03 0.05 0.01
 -------- 05:00 0.04 0.06 0.01
 -------- 06:00 0.07 0.08 0.02
 -------- 07:00 0.14 0.11 0.01
 -------- 08:00 0.07 0.09 0.02
 02.04.13 09:00 0.07 0.07 0.01
 -------- 10:00 0.07 0.09 0.02
 -------- 11:00 0.06 0.06 0.02
