 Date Time CO NO2 NO
 09.11.12 00:00 0.06 0.29 0.06
 -------- 01:00 0.04 0.26 0.05
 -------- 02:00 0.04 0.26 0.06
 -------- 03:00 0.04 0.22 0.05
 -------- 04:00 0.04 0.20 0.05
 09.11.12 05:00 0.05 0.22 0.06
 -------- 06:00 0.05 0.25 0.07
 -------- 07:00 0.08 0.27 0.09
 -------- 08:00 0.11 0.30 0.14
 -------- 09:00 0.13 0.34 0.22
 09.11.12 10:00 0.14 0.33 0.27
 -------- 11:00 0.14 0.34 0.19
 -------- 12:00 0.09 0.25 0.13
 -------- 13:00 0.07 0.23 0.10
 -------- 14:00 0.07 0.22 0.10
 09.11.12 15:00 0.07 0.23 0.09
 -------- 16:00 0.07 0.23 0.09
 -------- 17:00 0.07 0.25 0.09
 -------- 18:00 0.09 0.27 0.10
 -------- 19:00 0.09 0.24 0.10
 09.11.12 20:00 0.07 0.22 0.08
 -------- 21:00 0.05 0.22 0.07
 -------- 22:00 0.05 0.19 0.07
 -------- 23:00 0.04 0.17 0.06
 -------- 00:00 0.05 0.17 0.06
 10.11.12 01:00 0.04 0.17 0.06
 -------- 02:00 0.03 0.16 0.05
 -------- 03:00 0.03 0.19 0.05
 -------- 04:00 0.04 0.21 0.06
 -------- 05:00 0.05 0.23 0.06
 10.11.12 06:00 0.09 0.27 0.10
 -------- 07:00 0.06 0.27 0.09
 -------- 08:00 0.06 0.25 0.07
 -------- 09:00 0.06 0.30 0.10
 -------- 10:00 0.09 0.32 0.11
 10.11.12 11:00 0.10 0.35 0.13
 -------- 12:00 0.10 0.31 0.12
 -------- 13:00 0.12 0.30 0.11
 -------- 14:00 0.10 0.32 0.11
 -------- 15:00 0.09 0.32 0.11
 10.11.12 16:00 0.09 0.34 0.11
 -------- 17:00 0.07 0.35 0.07
 -------- 18:00 0.11 0.39 0.11
 -------- 19:00 0.10 0.40 0.10
 -------- 20:00 0.13 0.45 0.14
 10.11.12 21:00 0.17 0.49 0.19
 -------- 22:00 0.17 0.50 0.21
 -------- 23:00 0.17 0.50 0.24
