 Date Time CO NO2 NO
 16.02.13 00:00 0.11 0.24 0.09
 -------- 01:00 0.11 0.25 0.09
 -------- 02:00 0.11 0.28 0.14
 -------- 03:00 0.12 0.27 0.12
 -------- 04:00 0.10 0.23 0.12
 16.02.13 05:00 0.12 0.25 0.15
 -------- 06:00 0.19 0.27 0.20
 -------- 07:00 0.17 0.29 0.20
 -------- 08:00 0.13 0.28 0.14
 -------- 09:00 0.10 0.26 0.11
 16.02.13 10:00 0.10 0.25 0.10
 -------- 11:00 0.13 0.26 0.15
 -------- 12:00 0.18 0.31 0.21
 -------- 13:00 0.19 0.33 0.23
 -------- 14:00 0.24 0.37 0.29
 16.02.13 15:00 0.31 0.46 0.38
 -------- 16:00 0.27 0.43 0.33
 -------- 17:00 0.21 0.34 0.23
 -------- 18:00 0.11 0.23 0.08
 -------- 19:00 0.10 0.21 0.07
 16.02.13 20:00 0.08 0.18 0.06
 -------- 21:00 0.08 0.20 0.06
 -------- 22:00 0.07 0.18 0.06
 -------- 23:00 0.09 0.23 0.07
 -------- 00:00 0.08 0.18 0.06
 17.02.13 01:00 0.08 0.20 0.06
 -------- 02:00 0.07 0.16 0.06
 -------- 03:00 0.06 0.12 0.05
 -------- 04:00 0.05 0.09 0.04
 -------- 05:00 0.05 0.07 0.05
 17.02.13 06:00 0.06 0.07 0.05
 -------- 07:00 0.06 0.07 0.05
 -------- 08:00 0.06 0.10 0.05
 -------- 09:00 0.07 0.11 0.05
 -------- 10:00 0.08 0.14 0.06
 17.02.13 11:00 0.11 0.13 0.08
 -------- 12:00 0.10 0.13 0.07
 -------- 13:00 0.10 0.12 0.07
 -------- 14:00 0.10 0.12 0.07
 -------- 15:00 0.09 0.13 0.08
 17.02.13 16:00 0.09 0.12 0.07
 -------- 17:00 0.09 0.12 0.07
 -------- 18:00 0.09 0.13 0.06
 -------- 19:00 0.07 0.15 0.05
 -------- 20:00 0.07 0.14 0.05
 17.02.13 21:00 0.07 0.13 0.05
 -------- 22:00 0.08 0.09 0.05
 -------- 23:00 0.08 0.08 0.05
