 Date Time CO NO2 NO
 02.04.13 12:00 0.07 0.07 0.02
 -------- 13:00 0.07 0.05 0.02
 -------- 14:00 0.06 0.05 0.01
 -------- 15:00 0.07 0.06 0.01
 -------- 16:00 0.08 0.08 0.01
 02.04.13 17:00 0.09 0.08 0.01
 -------- 18:00 0.10 0.10 0.01
 -------- 19:00 0.13 0.15 0.02
 -------- 20:00 0.10 0.13 0.01
 -------- 21:00 0.08 0.12 0.02
 02.04.13 22:00 0.07 0.15 0.01
 -------- 23:00 0.06 0.22 0.02
 -------- 00:00 0.06 0.33 0.02
 -------- 01:00 0.06 0.21 0.02
 -------- 02:00 0.04 0.16 0.01
 03.04.13 03:00 0.05 0.12 0.01
 -------- 04:00 0.04 0.17 0.02
 -------- 05:00 0.04 0.23 0.03
 -------- 06:00 0.08 0.25 0.04
 -------- 07:00 0.10 0.31 0.05
 03.04.13 08:00 ---- 0.31 0.05
 -------- 09:00 ---- 0.29 0.06
 -------- 10:00 ---- 0.26 0.06
 -------- 11:00 ---- 0.26 0.06
 -------- 12:00 ---- 0.24 0.05
 03.04.13 13:00 0.13 0.24 0.07
 -------- 14:00 0.09 0.15 0.03
 -------- 15:00 0.09 0.12 0.03
 -------- 16:00 0.08 0.14 0.03
 -------- 17:00 0.08 0.12 0.03
 03.04.13 18:00 0.08 0.13 0.03
 -------- 19:00 0.09 0.16 0.03
 -------- 20:00 0.08 0.15 0.02
 -------- 21:00 0.08 0.14 0.03
 -------- 22:00 0.07 0.11 0.02
 03.04.13 23:00 0.09 0.22 0.03
 -------- 00:00 0.09 0.16 0.03
 -------- 01:00 0.06 0.17 0.02
 -------- 02:00 0.06 0.16 0.02
 -------- 03:00 0.07 0.14 0.02
 04.04.13 04:00 0.05 0.13 0.02
 -------- 05:00 0.05 0.12 0.01
 -------- 06:00 0.05 0.19 0.02
 -------- 07:00 0.06 0.17 0.02
 -------- 08:00 ---- 0.17 0.03
 04.04.13 09:00 ---- 0.14 0.03
 -------- 10:00 ---- 0.13 0.03
 -------- 11:00 0.06 0.13 0.03
