 Date Time CO NO2 CHX NO
 19.11.12 12:00 0.06 0.17 1.48 0.03
 -------- 13:00 0.06 0.19 1.48 0.03
 -------- 14:00 0.07 0.20 1.48 0.03
 -------- 15:00 0.07 0.22 1.49 0.04
 -------- 16:00 0.07 0.22 1.50 0.04
 19.11.12 17:00 0.07 0.21 1.48 0.03
 -------- 18:00 0.08 0.20 1.48 0.03
 -------- 19:00 0.08 0.21 1.51 0.03
 -------- 20:00 0.08 0.21 1.53 0.04
 -------- 21:00 0.08 0.21 1.55 0.07
 19.11.12 22:00 0.08 0.19 1.57 0.07
 -------- 23:00 0.06 0.18 1.55 0.04
 -------- 00:00 0.07 0.17 1.52 0.04
 -------- 01:00 0.06 0.15 1.49 0.02
 -------- 02:00 0.06 0.15 1.50 0.02
 20.11.12 03:00 0.06 0.15 1.50 0.03
 -------- 04:00 0.06 0.15 1.50 0.03
 -------- 05:00 0.08 0.15 1.51 0.06
 -------- 06:00 0.08 0.16 1.53 0.08
 -------- 07:00 0.11 0.17 1.56 0.12
 20.11.12 08:00 0.12 0.18 1.59 0.15
 -------- 09:00 0.13 0.18 1.61 0.16
 -------- 10:00 0.13 0.18 1.61 0.17
 -------- 11:00 0.14 0.19 1.64 0.19
 -------- 12:00 0.13 0.21 1.62 0.19
 20.11.12 13:00 0.13 0.24 1.63 0.19
 -------- 14:00 0.11 0.27 1.54 0.09
 -------- 15:00 0.09 0.29 1.52 0.05
 -------- 16:00 0.10 0.29 1.52 0.05
 -------- 17:00 0.09 0.29 1.51 0.04
 20.11.12 18:00 0.09 0.29 1.52 0.05
 -------- 19:00 0.09 0.28 1.52 0.05
 -------- 20:00 0.08 0.27 1.53 0.04
 -------- 21:00 0.07 0.22 1.48 0.02
 -------- 22:00 0.07 0.25 1.48 0.02
 20.11.12 23:00 0.07 0.25 1.52 0.02
 -------- 00:00 0.08 0.22 1.49 0.01
 -------- 01:00 0.06 0.18 1.48 0.00
 -------- 02:00 0.07 0.18 1.49 0.00
 -------- 03:00 0.06 0.17 1.49 0.00
 21.11.12 04:00 0.06 0.19 1.48 0.00
 -------- 05:00 0.07 0.22 1.48 0.01
 -------- 06:00 0.10 0.31 1.54 0.04
 -------- 07:00 0.11 0.33 1.58 0.08
 -------- 08:00 0.12 0.34 1.57 0.10
 21.11.12 09:00 0.11 0.33 1.57 0.11
 -------- 10:00 0.10 0.29 1.53 0.09
