 Date Time CO NO2 CHX NO
 06.10.12 12:00 0.08 0.19 1.47 0.02
 -------- 13:00 0.08 0.17 1.40 0.02
 -------- 14:00 0.07 0.16 1.39 0.02
 -------- 15:00 0.07 0.16 1.40 0.02
 -------- 16:00 0.08 0.18 1.40 0.02
 06.10.12 17:00 0.06 0.15 1.40 0.01
 -------- 18:00 0.06 0.16 1.42 0.01
 -------- 19:00 0.06 0.16 1.43 0.01
 -------- 20:00 0.06 0.15 1.41 0.01
 -------- 21:00 0.06 0.11 1.38 0.01
 06.10.12 22:00 0.06 0.14 1.38 0.01
 -------- 23:00 0.06 0.13 1.38 0.01
 -------- 00:00 0.06 0.12 1.37 0.01
 -------- 01:00 0.06 0.15 1.38 0.01
 -------- 02:00 0.06 0.16 1.40 0.01
 07.10.12 03:00 0.06 0.20 1.43 0.01
 -------- 04:00 0.06 0.23 1.56 0.01
 -------- 05:00 0.06 0.26 1.68 0.02
 -------- 06:00 0.06 0.25 1.47 0.04
 -------- 07:00 0.05 0.18 1.41 0.01
 07.10.12 08:00 0.05 0.17 1.39 0.01
 -------- 09:00 0.07 0.22 1.45 0.03
 -------- 10:00 0.09 0.24 1.50 0.04
 -------- 11:00 0.06 0.15 1.39 0.02
 -------- 12:00 0.06 0.13 1.39 0.01
 07.10.12 13:00 0.04 0.08 1.36 0.01
 -------- 14:00 0.04 0.09 1.38 0.01
 -------- 15:00 0.04 0.10 1.39 0.01
 -------- 16:00 0.05 0.11 1.37 0.01
 -------- 17:00 0.05 0.13 1.39 0.01
 07.10.12 18:00 0.06 0.14 1.38 0.01
 -------- 19:00 0.05 0.13 1.38 0.01
 -------- 20:00 0.08 0.24 1.41 0.01
 -------- 21:00 0.14 0.34 1.52 0.05
 -------- 22:00 0.20 0.35 1.66 0.19
 07.10.12 23:00 0.22 0.36 1.75 0.21
 -------- 00:00 0.23 0.36 1.74 0.24
 -------- 01:00 0.29 0.34 1.99 0.42
 -------- 02:00 0.29 0.30 2.13 0.45
 -------- 03:00 0.30 0.24 2.34 0.49
 08.10.12 04:00 0.37 0.27 2.44 0.76
 -------- 05:00 0.33 0.26 2.28 0.62
 -------- 06:00 0.25 0.33 1.96 0.58
 -------- 07:00 0.18 0.36 1.68 0.35
 -------- 08:00 0.11 0.35 1.52 0.13
 08.10.12 09:00 0.09 0.32 1.49 0.07
 -------- 10:00 0.11 0.34 1.61 0.18
 -------- 11:00 0.09 0.35 1.60 0.09
