 Date Time CO NO2 CHX NO
 09.11.12 00:00 0.06 0.25 1.46 0.01
 -------- 01:00 0.06 0.24 1.46 0.01
 -------- 02:00 0.05 0.29 1.49 0.02
 -------- 03:00 0.04 0.22 1.44 0.01
 -------- 04:00 0.04 0.20 1.43 0.01
 09.11.12 05:00 0.07 0.28 1.52 0.07
 -------- 06:00 0.09 0.29 1.79 0.11
 -------- 07:00 0.11 0.27 1.77 0.12
 -------- 08:00 0.13 0.26 1.82 0.18
 -------- 09:00 0.14 0.27 1.67 0.21
 09.11.12 10:00 0.11 0.28 1.66 0.17
 -------- 11:00 0.14 0.27 1.67 0.20
 -------- 12:00 0.17 0.28 1.64 0.23
 -------- 13:00 0.12 0.27 1.56 0.14
 -------- 14:00 0.10 0.25 1.49 0.08
 09.11.12 15:00 0.09 0.25 1.49 0.07
 -------- 16:00 0.10 0.26 1.52 0.08
 -------- 17:00 0.11 0.26 1.51 0.07
 -------- 18:00 0.09 0.22 1.48 0.04
 -------- 19:00 0.06 0.15 1.44 0.02
 09.11.12 20:00 0.06 0.15 1.46 0.02
 -------- 21:00 0.06 0.15 1.45 0.02
 -------- 22:00 0.06 0.13 1.42 0.01
 -------- 23:00 0.05 0.10 1.41 0.01
 -------- 00:00 0.04 0.09 1.41 0.01
 10.11.12 01:00 0.04 0.09 1.39 0.01
 -------- 02:00 0.04 0.09 1.41 0.01
 -------- 03:00 0.04 0.17 1.45 0.01
 -------- 04:00 0.04 0.24 1.49 0.01
 -------- 05:00 0.04 0.23 1.46 0.01
 10.11.12 06:00 0.04 0.21 1.45 0.01
 -------- 07:00 0.06 0.26 1.47 0.01
 -------- 08:00 0.06 0.27 1.50 0.02
 -------- 09:00 0.06 0.29 1.54 0.04
 -------- 10:00 0.07 0.27 1.52 0.05
 10.11.12 11:00 0.07 0.25 1.51 0.06
 -------- 12:00 0.06 0.22 1.50 0.05
 -------- 13:00 0.08 0.25 1.48 0.05
 -------- 14:00 0.07 0.22 1.47 0.04
 -------- 15:00 0.07 0.24 1.46 0.03
 10.11.12 16:00 0.08 0.26 1.50 0.03
 -------- 17:00 0.08 0.28 1.48 0.03
 -------- 18:00 0.09 0.28 1.52 0.02
 -------- 19:00 0.15 0.36 1.65 0.17
 -------- 20:00 0.17 0.37 1.67 0.20
 10.11.12 21:00 0.23 0.38 1.93 0.33
 -------- 22:00 0.23 0.40 2.35 0.44
