 Date Time CO NO2 CHX NO
 04.02.13 00:00 0.08 0.28 1.58 0.01
 -------- 01:00 0.08 0.29 1.54 0.02
 -------- 02:00 0.07 0.27 1.55 0.02
 -------- 03:00 0.06 0.26 1.54 0.01
 -------- 04:00 0.06 0.27 1.56 0.01
 04.02.13 05:00 0.06 0.26 1.53 0.01
 -------- 06:00 0.09 0.34 1.58 0.05
 -------- 07:00 0.12 0.40 1.70 0.13
 -------- 08:00 0.14 0.40 1.75 0.16
 -------- 09:00 0.17 0.40 1.74 0.26
 04.02.13 10:00 0.19 0.41 1.78 0.30
 -------- 11:00 0.15 0.39 2.01 0.22
 -------- 12:00 0.22 0.40 2.11 0.40
 -------- 13:00 0.17 0.37 2.05 0.27
 -------- 14:00 0.14 0.33 1.86 0.14
 04.02.13 15:00 0.12 0.30 1.67 0.12
 -------- 16:00 0.08 0.25 1.52 0.04
 -------- 17:00 0.07 0.24 1.52 0.02
 -------- 18:00 0.08 0.26 1.56 0.02
 -------- 19:00 0.08 0.25 1.55 0.02
 04.02.13 20:00 0.06 0.28 1.53 0.02
 -------- 21:00 0.06 0.25 1.49 0.01
 -------- 22:00 0.06 0.23 1.48 0.01
 -------- 23:00 0.06 0.28 1.49 0.01
 -------- 00:00 0.06 0.26 1.49 0.01
 05.02.13 01:00 0.05 0.24 1.48 0.01
 -------- 02:00 0.04 0.19 1.44 0.01
 -------- 03:00 0.04 0.17 1.43 0.01
 -------- 04:00 0.04 0.20 1.43 0.01
 -------- 05:00 0.04 0.21 1.43 0.01
 05.02.13 06:00 0.05 0.24 1.45 0.01
 -------- 07:00 0.05 0.23 1.47 0.01
 -------- 08:00 0.07 0.33 1.49 0.02
 -------- 09:00 0.07 0.35 1.52 0.02
 -------- 10:00 0.09 0.39 1.57 0.05
 05.02.13 11:00 0.08 0.38 1.54 0.06
 -------- 12:00 0.08 0.36 1.54 0.06
 -------- 13:00 0.08 0.34 1.57 0.07
 -------- 14:00 0.08 0.32 1.56 0.07
 -------- 15:00 0.08 0.34 1.57 0.08
 05.02.13 16:00 0.08 0.38 1.63 0.07
 -------- 17:00 0.08 0.36 1.62 0.04
 -------- 18:00 0.10 0.43 1.60 0.05
