 Date Time CO NO2 CHX NO
 16.10.12 00:00 0.05 0.18 1.40 0.01
 -------- 01:00 0.05 0.23 1.41 0.02
 -------- 02:00 0.04 0.24 1.39 0.04
 -------- 03:00 0.04 0.19 1.39 0.02
 -------- 04:00 0.05 0.21 1.40 0.01
 16.10.12 05:00 0.05 0.20 1.39 0.02
 -------- 06:00 0.06 0.22 1.41 0.03
 -------- 07:00 0.09 0.25 1.42 0.04
 -------- 08:00 0.08 0.23 1.41 0.03
 -------- 09:00 0.09 0.26 1.43 0.05
 16.10.12 10:00 0.10 0.28 1.46 0.08
 -------- 11:00 0.10 0.28 1.47 0.09
 -------- 12:00 0.08 0.25 1.44 0.07
 -------- 13:00 0.09 0.25 1.44 0.08
 -------- 14:00 0.11 0.25 1.49 0.10
 16.10.12 15:00 0.11 0.25 1.47 0.10
 -------- 16:00 0.08 0.23 1.43 0.07
 -------- 17:00 0.11 0.24 1.46 0.10
 -------- 18:00 0.10 0.25 1.46 0.08
 -------- 19:00 0.09 0.24 1.46 0.06
 16.10.12 20:00 0.09 0.24 1.43 0.06
 -------- 21:00 0.09 0.23 1.43 0.06
 -------- 22:00 0.08 0.23 1.44 0.07
 -------- 23:00 0.10 0.22 1.47 0.11
 -------- 00:00 0.06 0.20 1.48 0.09
 17.10.12 01:00 0.04 0.20 1.48 0.06
 -------- 02:00 0.04 0.19 1.49 0.06
 -------- 03:00 0.03 0.17 1.47 0.05
 -------- 04:00 0.02 0.16 1.47 0.03
 -------- 05:00 0.03 0.17 1.48 0.06
 17.10.12 06:00 0.04 0.16 1.50 0.10
 -------- 07:00 0.07 0.14 1.59 0.15
 -------- 08:00 0.09 0.15 1.71 0.19
 -------- 09:00 0.10 0.15 1.59 0.17
 -------- 10:00 0.13 0.16 1.57 0.17
 17.10.12 11:00 0.13 0.15 1.55 0.18
 -------- 12:00 0.12 0.15 1.54 0.17
 -------- 13:00 0.11 0.15 1.53 0.17
 -------- 14:00 0.10 0.17 1.53 0.15
 -------- 15:00 0.09 0.22 1.52 0.10
 17.10.12 16:00 0.09 0.28 1.49 0.11
 -------- 17:00 0.11 0.31 1.55 0.12
 -------- 18:00 0.10 0.28 1.52 0.09
 -------- 19:00 0.09 0.22 1.56 0.09
 -------- 20:00 0.11 0.21 1.56 0.10
 17.10.12 21:00 0.12 0.21 1.55 0.10
 -------- 22:00 0.11 0.23 1.52 0.08
 -------- 23:00 0.10 0.24 1.54 0.11
