 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 05.01.13 00:00 0.31 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 01:00 0.28 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 02:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 05.01.13 05:00 0.15 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 06:00 0.15 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 07:00 0.17 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 08:00 0.21 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 09:00 0.23 ---- ---- ---- 0.26 ---- ---- ---- ----
 05.01.13 10:00 0.26 ---- ---- ---- 0.32 ---- ---- ---- ----
 -------- 11:00 0.29 ---- ---- ---- 0.37 ---- ---- ---- ----
 -------- 12:00 0.29 ---- ---- ---- 0.34 ---- ---- ---- ----
 -------- 13:00 0.29 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 14:00 0.27 ---- ---- ---- 0.31 ---- ---- ---- ----
 05.01.13 15:00 0.27 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 16:00 0.26 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 17:00 0.24 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 18:00 0.23 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 19:00 0.24 ---- ---- ---- 0.30 ---- ---- ---- ----
 05.01.13 20:00 0.25 ---- ---- ---- 0.29 ---- ---- ---- ----
 -------- 21:00 0.23 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 22:00 0.23 ---- ---- ---- 0.30 ---- ---- ---- ----
 -------- 23:00 0.23 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 00:00 0.20 ---- ---- ---- 0.26 ---- ---- ---- ----
 06.01.13 01:00 0.17 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 02:00 0.14 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 03:00 0.13 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 04:00 0.12 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 05:00 0.12 ---- ---- ---- 0.15 ---- ---- ---- ----
 06.01.13 06:00 0.13 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 07:00 0.14 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 08:00 0.17 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 09:00 0.21 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 10:00 0.20 ---- ---- 0.59 0.20 ---- ---- ---- ----
 06.01.13 11:00 0.20 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 12:00 0.22 ---- ---- 0.38 0.20 ---- ---- ---- ----
 -------- 13:00 0.21 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 14:00 0.22 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 15:00 0.24 ---- ---- 0.36 0.25 ---- ---- ---- ----
 06.01.13 16:00 0.22 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 17:00 0.17 ---- ---- 0.31 0.25 ---- ---- ---- ----
 -------- 18:00 0.19 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- 0.44 0.22 ---- ---- ---- ----
 -------- 20:00 0.19 ---- ---- ---- 0.19 ---- ---- ---- ----
 06.01.13 21:00 0.20 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 22:00 0.19 ---- ---- 0.50 0.19 ---- ---- ---- ----
 -------- 23:00 0.17 ---- ---- 0.39 0.20 ---- ---- ---- ----
 -------- 00:00 0.14 ---- ---- 0.19 0.19 ---- ---- ---- ----
