 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 17.12.12 23:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.12 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 04:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.14 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 09:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 10:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.33 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.34 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 14:00 0.29 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 15:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.24 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 18.12.12 19:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 20:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.23 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 00:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 01:00 0.16 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 02:00 0.13 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 03:00 0.10 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 05:00 0.08 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 06:00 0.11 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 07:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 08:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 09:00 0.26 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 10:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 11:00 0.27 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 12:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 13:00 0.21 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 14:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 15:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 16:00 0.28 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 17:00 0.25 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 18:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 19:00 0.19 ---- ---- ---- ---- ---- ---- ---- ----
 19.12.12 20:00 0.17 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 21:00 0.18 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 22:00 0.20 ---- ---- ---- ---- ---- ---- ---- ----
 -------- 23:00 0.22 ---- ---- ---- ---- ---- ---- ---- ----
