 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 07.01.13 12:00 0.16 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 13:00 0.16 ---- ---- ---- 0.16 ---- ---- ---- ----
 -------- 14:00 0.19 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 15:00 0.22 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 16:00 0.20 ---- ---- ---- 0.22 ---- ---- ---- ----
 07.01.13 17:00 0.18 ---- ---- 0.42 0.22 ---- ---- ---- ----
 -------- 18:00 0.17 ---- ---- 0.15 0.21 ---- ---- ---- ----
 -------- 19:00 0.18 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 20:00 0.17 ---- ---- 0.09 0.20 ---- ---- ---- ----
 -------- 21:00 0.20 ---- ---- ---- 0.22 ---- ---- ---- ----
 07.01.13 22:00 0.20 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 23:00 0.18 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 00:00 0.16 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 01:00 0.13 ---- ---- ---- 0.17 ---- ---- ---- ----
 -------- 02:00 0.12 ---- ---- ---- 0.19 ---- ---- ---- ----
 08.01.13 03:00 0.11 ---- ---- ---- 0.15 ---- ---- ---- ----
 -------- 04:00 0.09 ---- ---- ---- 0.14 ---- ---- ---- ----
 -------- 05:00 0.08 ---- ---- ---- 0.15 ---- ---- ---- ----
 -------- 06:00 0.08 ---- ---- ---- 0.18 ---- ---- ---- ----
 -------- 07:00 0.11 ---- ---- ---- 0.18 ---- ---- ---- ----
 08.01.13 08:00 0.12 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 09:00 0.15 ---- ---- ---- 0.22 ---- ---- ---- ----
 -------- 10:00 0.17 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 11:00 0.18 ---- ---- ---- 0.26 ---- ---- ---- ----
 -------- 12:00 0.21 ---- ---- ---- 0.18 ---- ---- ---- ----
 08.01.13 13:00 0.23 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 14:00 0.21 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 15:00 0.22 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 16:00 0.23 ---- ---- ---- 0.28 ---- ---- ---- ----
 -------- 17:00 0.24 ---- ---- ---- 0.29 ---- ---- ---- ----
 08.01.13 18:00 0.27 ---- ---- ---- 0.27 ---- ---- ---- ----
 -------- 19:00 0.26 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 20:00 0.27 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 21:00 0.29 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 22:00 0.28 ---- ---- ---- 0.24 ---- ---- ---- ----
 08.01.13 23:00 0.26 ---- ---- ---- 0.23 ---- ---- ---- ----
 -------- 00:00 0.22 ---- ---- ---- 0.24 ---- ---- ---- ----
 -------- 01:00 0.16 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 02:00 0.11 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 03:00 0.08 ---- ---- ---- 0.22 ---- ---- ---- ----
 09.01.13 04:00 0.10 ---- ---- ---- 0.19 ---- ---- ---- ----
 -------- 05:00 0.10 ---- ---- ---- 0.20 ---- ---- ---- ----
 -------- 06:00 0.12 ---- ---- ---- 0.21 ---- ---- ---- ----
 -------- 07:00 0.16 ---- ---- ---- 0.25 ---- ---- ---- ----
 -------- 08:00 0.19 ---- ---- ---- 0.31 ---- ---- ---- ----
 09.01.13 09:00 0.21 ---- ---- ---- 0.31 ---- ---- ---- ----
 -------- 10:00 0.21 ---- ---- ---- 0.33 ---- ---- ---- ----
 -------- 11:00 0.23 ---- ---- ---- 0.36 ---- ---- ---- ----
 -------- 12:00 0.24 ---- ---- ---- 0.34 ---- ---- ---- ----
