 Date Time CO SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Метаксилол
 28.11.12 00:00 0.31 0.01 0.23 0.10 0.24 0.04 0.20 0.00 0.02
 -------- 01:00 0.29 0.01 0.14 0.12 0.23 0.02 0.20 0.00 0.02
 -------- 02:00 0.23 0.01 0.09 0.09 0.22 0.02 0.20 0.00 0.02
 -------- 03:00 0.17 0.01 0.16 0.09 0.20 0.02 0.20 0.00 0.02
 -------- 04:00 0.15 0.01 0.07 0.07 0.20 0.02 0.20 0.00 0.02
 28.11.12 05:00 0.15 0.02 0.05 0.10 0.23 0.02 0.20 0.00 0.02
 -------- 06:00 0.21 0.03 0.13 0.11 0.25 0.03 0.23 0.00 0.02
 -------- 07:00 0.31 0.02 0.19 0.16 0.29 0.02 0.23 0.00 0.02
 -------- 08:00 0.31 0.04 0.10 0.19 0.32 0.02 0.27 0.00 0.02
 -------- 09:00 0.30 0.04 0.21 0.15 0.32 0.03 0.23 0.00 0.01
 28.11.12 10:00 0.29 0.04 0.07 0.15 0.29 0.02 0.20 0.00 0.02
 -------- 11:00 0.27 0.04 0.14 0.15 0.28 0.02 0.23 0.00 0.02
 -------- 12:00 0.27 0.04 0.14 0.13 0.28 0.02 0.27 0.00 0.02
 -------- 13:00 0.22 0.03 0.18 0.15 0.28 0.02 0.20 0.00 0.02
 -------- 14:00 0.25 0.04 0.16 0.14 0.27 0.03 0.22 0.00 0.02
 28.11.12 15:00 0.28 0.03 0.22 0.17 0.27 0.01 0.21 0.00 0.02
 -------- 16:00 0.25 0.04 0.07 0.13 0.29 0.04 0.23 0.00 0.02
 -------- 17:00 0.24 0.03 0.16 0.11 0.28 0.01 0.20 0.00 0.01
 -------- 18:00 0.26 0.01 0.08 0.14 0.33 0.03 0.25 0.00 0.02
 -------- 19:00 0.27 0.02 0.12 0.15 0.29 0.05 0.22 0.00 0.02
 28.11.12 20:00 0.24 0.01 0.14 0.14 0.27 0.03 0.24 0.00 0.02
 -------- 21:00 0.21 0.01 0.21 0.15 0.27 0.03 0.21 0.00 0.02
 -------- 22:00 0.19 0.01 0.12 0.11 0.27 0.03 0.21 0.00 0.02
 -------- 23:00 0.19 0.01 0.04 0.09 0.26 0.04 0.24 0.00 0.02
 -------- 00:00 0.19 0.03 0.03 0.12 0.29 0.04 0.24 0.00 0.02
 29.11.12 01:00 0.17 0.03 0.10 0.11 0.27 0.04 0.22 0.00 0.02
 -------- 02:00 0.14 0.02 0.08 0.09 0.24 0.02 0.24 0.00 0.02
 -------- 03:00 0.11 0.02 0.08 0.08 0.24 0.03 0.20 0.00 0.03
 -------- 04:00 0.09 0.02 0.06 0.06 0.23 0.01 0.21 0.00 0.02
 -------- 05:00 0.09 0.02 0.11 0.06 0.24 0.03 0.22 0.00 0.02
 29.11.12 06:00 0.12 0.02 0.07 0.09 0.26 0.03 0.23 0.00 0.02
 -------- 07:00 0.17 0.01 0.11 0.08 0.29 0.07 0.23 0.00 0.03
 -------- 08:00 0.21 0.02 0.11 0.16 0.32 0.06 0.22 0.00 0.01
 -------- 09:00 0.23 0.01 0.09 0.09 0.34 0.03 0.27 0.00 0.02
 -------- 10:00 0.25 0.02 0.05 0.09 0.38 0.06 0.26 0.00 0.02
 29.11.12 11:00 0.25 0.02 0.09 0.16 0.36 ---- 0.26 0.00 ----
 -------- 12:00 0.27 0.01 0.09 0.19 0.39 ---- 0.30 0.00 ----
 -------- 13:00 0.25 0.02 0.09 0.11 0.36 ---- 0.20 0.00 ----
 -------- 14:00 0.24 0.01 0.11 0.15 0.30 ---- 0.25 0.00 ----
 -------- 15:00 0.23 0.01 0.10 0.11 0.35 ---- 0.22 0.00 ----
 29.11.12 16:00 0.21 0.01 0.11 0.15 0.35 ---- 0.23 0.00 ----
 -------- 17:00 0.23 0.01 0.08 0.23 0.33 ---- 0.24 0.00 ----
 -------- 18:00 0.25 0.01 0.16 0.25 0.30 ---- 0.24 0.00 ----
 -------- 19:00 0.21 0.01 0.09 0.24 0.33 ---- 0.22 0.00 ----
 -------- 20:00 0.20 0.01 0.11 0.14 0.30 ---- 0.21 0.00 ----
 29.11.12 21:00 0.19 0.01 0.12 0.13 0.31 ---- 0.24 0.00 ----
 -------- 22:00 0.20 0.02 0.07 0.18 0.29 ---- 0.24 0.00 ----
 -------- 23:00 0.17 0.01 0.08 0.19 0.28 ---- 0.23 0.00 ----
 -------- 00:00 0.16 0.01 0.12 0.12 0.26 ---- 0.17 0.00 ----
