 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 07.11.12 12:00 0.00 0.21 0.05 0.17 0.01 0.15 0.00 ---- 0.01
 -------- 13:00 0.00 0.22 0.07 0.18 0.01 0.14 0.00 ---- 0.00
 -------- 14:00 0.00 0.24 0.08 0.14 0.01 0.14 0.00 ---- 0.00
 -------- 15:00 0.00 0.21 0.09 0.13 0.02 0.14 0.00 ---- 0.00
 -------- 16:00 0.00 0.22 0.11 0.12 0.01 0.15 0.00 ---- 0.00
 07.11.12 17:00 0.00 0.19 0.19 0.16 0.01 0.14 0.00 ---- 0.00
 -------- 18:00 0.00 0.16 0.18 0.21 0.00 0.15 0.00 0.00 0.00
 -------- 19:00 0.00 0.20 0.11 0.14 0.01 0.14 0.00 0.01 0.00
 -------- 20:00 0.00 0.20 0.10 0.12 0.01 0.14 0.00 ---- 0.00
 -------- 21:00 0.00 0.21 0.09 0.10 0.01 0.13 0.00 ---- 0.00
 07.11.12 22:00 0.00 0.21 0.12 0.09 0.01 0.14 0.00 ---- 0.01
 -------- 23:00 0.00 0.23 0.08 0.06 0.01 0.13 0.00 ---- 0.00
 -------- 00:00 0.00 0.23 0.09 0.06 0.01 0.14 0.00 ---- 0.00
 -------- 01:00 0.00 0.21 0.06 0.06 0.01 0.14 0.00 ---- 0.00
 -------- 02:00 0.00 0.23 0.13 0.05 0.01 0.13 0.00 ---- 0.00
 08.11.12 03:00 0.00 0.23 0.18 0.07 0.01 0.14 0.00 ---- 0.00
 -------- 04:00 0.00 0.18 0.15 0.10 0.01 0.14 0.00 ---- 0.00
 -------- 05:00 0.00 0.17 0.23 0.12 0.01 0.15 0.00 ---- 0.00
 -------- 06:00 0.00 0.19 0.15 0.10 0.01 0.14 0.00 ---- 0.00
 -------- 07:00 0.00 0.16 0.21 0.17 0.02 0.14 0.00 ---- 0.00
 08.11.12 08:00 0.00 0.14 0.18 0.21 0.01 0.14 0.00 0.01 0.01
 -------- 09:00 0.00 0.14 0.13 0.23 0.01 0.13 0.00 0.00 0.00
 -------- 10:00 0.00 0.14 0.16 0.24 0.01 0.14 0.00 ---- 0.00
 -------- 11:00 0.00 0.15 0.09 0.21 0.01 0.14 0.00 ---- 0.00
 -------- 12:00 0.00 0.19 0.20 0.19 0.02 0.14 0.00 ---- 0.00
 08.11.12 13:00 0.00 0.14 0.21 0.26 0.01 0.14 0.00 0.01 0.01
 -------- 14:00 0.00 0.16 0.22 0.26 0.01 0.14 0.00 ---- 0.01
 -------- 15:00 0.00 0.18 0.22 0.21 0.01 0.14 0.00 ---- 0.01
 -------- 16:00 0.00 0.19 0.22 0.20 0.01 0.14 0.00 ---- 0.00
 -------- 17:00 0.00 0.18 0.30 0.23 0.01 0.14 0.00 0.01 0.00
 08.11.12 18:00 0.00 0.14 0.26 0.28 0.01 0.13 0.00 0.01 0.00
 -------- 19:00 0.00 0.16 0.18 0.27 0.01 0.14 0.00 ---- 0.00
 -------- 20:00 0.00 0.17 0.14 0.22 0.02 0.13 0.00 ---- 0.00
 -------- 21:00 0.00 0.17 0.13 0.23 0.01 0.14 0.00 0.03 0.00
 -------- 22:00 0.00 0.15 0.24 0.23 0.02 0.15 0.00 ---- 0.00
 08.11.12 23:00 0.00 0.18 0.14 0.22 0.01 0.14 0.00 0.01 0.00
 -------- 00:00 0.00 0.16 0.23 0.24 0.01 0.14 0.00 ---- 0.01
 -------- 01:00 0.00 0.14 0.26 0.22 0.01 0.14 0.00 0.02 0.00
 -------- 02:00 0.00 0.18 0.31 0.15 0.01 0.14 0.00 ---- 0.00
 -------- 03:00 0.00 0.21 0.31 0.13 0.01 0.14 0.00 0.01 0.00
 09.11.12 04:00 0.00 0.20 0.30 0.14 0.01 0.15 0.00 0.00 0.00
 -------- 05:00 0.00 0.15 0.38 0.18 0.01 0.14 0.00 0.02 0.01
 -------- 06:00 0.00 0.13 0.35 0.20 0.00 0.15 0.00 0.01 0.00
 -------- 07:00 0.01 0.11 0.31 0.23 0.01 0.13 0.00 0.01 0.01
 -------- 08:00 0.00 0.13 0.24 0.23 0.01 0.14 0.00 0.02 0.01
 09.11.12 09:00 0.01 0.11 0.18 0.25 0.00 0.15 0.00 0.03 0.01
 -------- 10:00 0.01 0.13 0.21 0.25 0.01 0.16 0.00 0.03 0.00
