 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 09.11.12 00:00 0.00 0.16 0.24 0.24 0.02 0.14 0.00 ---- 0.01
 -------- 01:00 0.00 0.14 0.26 0.22 0.01 0.14 0.00 0.02 0.00
 -------- 02:00 0.00 0.18 0.31 0.15 0.01 0.14 0.00 ---- 0.00
 -------- 03:00 0.00 0.21 0.31 0.13 0.01 0.14 0.00 0.01 0.00
 -------- 04:00 0.00 0.20 0.30 0.14 0.01 0.15 0.00 0.00 0.00
 09.11.12 05:00 0.00 0.15 0.38 0.18 0.01 0.14 0.00 0.02 0.01
 -------- 06:00 0.00 0.13 0.35 0.20 0.00 0.15 0.00 0.01 0.00
 -------- 07:00 0.01 0.11 0.31 0.23 0.01 0.13 0.00 0.01 0.01
 -------- 08:00 0.00 0.13 0.24 0.23 0.01 0.14 0.00 0.02 0.01
 -------- 09:00 0.01 0.11 0.18 0.25 0.00 0.15 0.00 0.03 0.01
 09.11.12 10:00 0.01 0.12 0.22 0.26 0.01 0.15 0.00 0.02 0.01
 -------- 11:00 0.00 0.11 0.23 0.26 0.02 0.15 0.00 0.01 0.01
 -------- 12:00 0.00 0.14 0.26 0.20 0.01 0.14 0.00 0.02 0.01
 -------- 13:00 0.00 0.13 0.25 0.18 0.01 0.16 0.00 0.01 0.00
 -------- 14:00 0.00 0.15 0.19 0.16 0.01 0.16 0.00 0.01 0.01
 09.11.12 15:00 0.00 0.13 0.19 0.18 0.01 0.16 0.00 0.01 0.01
 -------- 16:00 0.00 0.14 0.17 0.19 0.01 0.16 0.00 0.01 0.00
 -------- 17:00 0.00 0.12 0.18 0.22 0.01 0.16 0.00 ---- 0.01
 -------- 18:00 0.00 0.12 0.06 0.20 0.01 0.15 0.00 ---- 0.01
 -------- 19:00 0.00 0.16 0.03 0.16 0.01 0.16 0.00 ---- 0.00
 09.11.12 20:00 0.00 0.15 0.10 0.21 0.01 0.14 0.00 0.01 0.00
 -------- 21:00 0.00 0.16 0.09 0.21 0.01 0.13 0.00 0.01 0.01
 -------- 22:00 0.00 0.17 0.16 0.19 0.00 0.15 0.00 0.01 0.01
 -------- 23:00 0.00 0.17 0.10 0.22 0.01 0.14 0.00 ---- 0.00
 -------- 00:00 0.00 0.18 0.20 0.21 0.01 0.14 0.00 ---- 0.00
 10.11.12 01:00 0.00 0.24 0.24 0.20 0.00 0.15 0.00 0.00 ----
 -------- 02:00 0.00 0.22 0.30 0.22 0.01 0.13 0.00 0.02 0.00
 -------- 03:00 0.00 0.23 0.28 0.16 0.01 0.12 0.00 0.01 0.00
 -------- 04:00 0.00 0.20 0.28 0.18 0.00 0.14 0.00 0.01 0.00
 -------- 05:00 0.00 0.18 0.30 0.17 0.00 0.13 0.00 ---- 0.00
 10.11.12 06:00 0.00 0.17 0.25 0.17 0.02 0.13 0.00 ---- 0.00
 -------- 07:00 0.00 0.17 0.31 0.16 0.01 0.13 0.00 ---- 0.01
 -------- 08:00 0.00 0.15 0.27 0.19 0.01 0.13 0.00 ---- 0.00
 -------- 09:00 0.00 0.16 0.26 0.20 0.01 0.13 0.00 0.01 0.01
 -------- 10:00 0.00 0.14 0.32 0.23 0.00 0.13 0.00 ---- 0.00
 10.11.12 11:00 0.00 0.13 0.39 0.23 0.01 0.14 0.00 0.01 0.00
 -------- 12:00 0.00 0.15 0.45 0.20 0.01 0.11 0.00 0.01 0.00
 -------- 13:00 0.00 0.15 0.46 0.22 0.00 0.12 0.00 0.01 0.00
 -------- 14:00 0.00 0.14 0.51 0.24 0.01 0.14 0.00 0.01 0.00
 -------- 15:00 0.00 0.24 0.28 0.21 0.02 0.13 0.00 ---- 0.00
 10.11.12 16:00 0.00 0.17 0.81 0.26 0.01 0.16 0.00 0.03 0.01
 -------- 17:00 0.00 0.18 0.37 0.25 0.00 0.13 0.00 0.03 0.01
 -------- 18:00 0.00 0.13 0.10 0.29 0.01 0.14 0.00 0.03 0.01
 -------- 19:00 0.00 0.14 0.07 0.31 0.00 0.14 0.00 0.01 0.00
 -------- 20:00 0.00 0.12 0.03 0.32 0.01 0.14 0.00 0.03 0.00
 10.11.12 21:00 0.00 0.11 0.23 0.34 0.01 0.14 0.00 0.05 0.00
 -------- 22:00 0.01 0.11 0.26 0.33 0.00 0.13 0.00 0.04 0.01
 -------- 23:00 0.01 0.13 0.32 0.34 0.01 0.15 0.00 0.03 0.01
