 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 03.11.12 00:00 0.01 0.19 1.82 0.19 ---- 0.14 0.00 0.04 ----
 -------- 01:00 0.01 0.16 1.88 0.14 ---- 0.11 0.00 0.01 ----
 -------- 02:00 0.01 0.19 1.90 0.15 ---- 0.13 0.00 0.02 ----
 -------- 03:00 0.01 0.18 1.92 0.11 ---- 0.14 0.00 0.07 ----
 -------- 04:00 0.01 0.16 1.84 0.08 0.02 0.13 0.00 0.03 0.01
 03.11.12 05:00 0.01 0.17 1.85 0.12 0.02 0.15 0.00 0.02 0.00
 -------- 06:00 0.01 0.14 1.81 0.17 ---- 0.13 0.00 0.01 0.00
 -------- 07:00 0.01 0.17 1.73 0.20 0.03 0.17 0.00 ---- 0.01
 -------- 08:00 0.01 0.17 1.74 0.22 0.01 0.14 0.00 0.04 ----
 -------- 09:00 0.00 0.15 1.90 0.19 0.02 0.12 0.00 0.02 0.01
 03.11.12 10:00 0.01 0.14 1.73 0.23 0.03 0.18 0.00 0.07 0.01
 -------- 11:00 0.01 0.19 1.60 0.17 ---- 0.20 0.00 0.03 ----
 -------- 12:00 0.00 0.24 1.71 0.16 ---- 0.15 0.00 0.07 ----
 -------- 13:00 0.00 0.22 1.80 0.13 ---- 0.16 0.00 0.08 ----
 -------- 14:00 0.00 0.20 1.76 0.19 ---- 0.14 0.00 0.05 ----
 03.11.12 15:00 0.00 0.19 1.76 0.17 ---- 0.14 0.00 0.03 ----
 -------- 16:00 0.00 0.16 1.66 0.15 ---- 0.17 0.00 0.01 ----
 -------- 17:00 0.00 0.13 0.67 0.19 0.03 0.15 0.00 0.03 0.01
 -------- 18:00 0.00 0.12 0.13 0.19 0.01 0.15 0.00 0.02 0.00
 -------- 19:00 0.00 0.14 0.07 0.18 0.01 0.16 0.00 0.01 0.00
 03.11.12 20:00 0.00 0.15 0.06 0.12 0.01 0.14 0.00 0.02 0.00
 -------- 21:00 0.00 0.16 0.09 0.13 0.01 0.16 0.00 0.01 0.01
 -------- 22:00 0.00 0.12 0.17 0.11 0.01 0.15 0.00 ---- 0.01
 -------- 23:00 0.00 0.11 0.17 0.10 0.01 0.16 0.00 0.02 0.01
 -------- 00:00 0.00 0.11 0.17 0.10 0.01 0.15 0.00 0.03 0.00
 04.11.12 01:00 0.00 0.10 0.18 0.09 0.01 0.15 0.00 ---- 0.00
 -------- 02:00 0.00 0.12 0.15 0.10 0.01 0.15 0.00 0.01 0.01
 -------- 03:00 0.00 0.12 0.17 0.10 0.01 0.15 0.00 0.02 0.01
 -------- 04:00 0.00 0.11 0.16 0.10 0.00 0.15 0.00 0.02 0.00
 -------- 05:00 0.00 0.12 0.13 0.09 0.01 0.16 0.00 ---- 0.00
 04.11.12 06:00 0.00 0.16 0.09 0.06 0.01 0.15 0.00 0.01 0.00
 -------- 07:00 0.00 0.15 0.13 0.06 0.01 0.16 0.00 0.01 0.00
 -------- 08:00 0.00 0.19 0.13 0.06 0.01 0.15 0.00 0.02 0.00
 -------- 09:00 0.00 0.16 0.07 0.08 0.01 0.15 0.00 0.01 0.00
 -------- 10:00 0.00 0.17 0.10 0.08 0.01 0.15 0.00 ---- 0.01
 04.11.12 11:00 0.00 0.20 0.05 0.08 0.01 0.16 0.00 ---- 0.00
 -------- 12:00 0.00 0.19 0.13 0.08 0.01 0.15 0.00 ---- ----
 -------- 13:00 0.00 0.20 0.12 0.09 0.01 0.16 0.00 0.02 0.00
 -------- 14:00 0.00 0.24 0.01 0.06 0.01 0.15 0.00 0.00 0.00
 -------- 15:00 0.00 0.21 ---- 0.08 0.01 0.16 0.00 0.00 0.01
 04.11.12 16:00 0.00 0.25 ---- 0.07 0.01 0.17 0.00 ---- 0.00
 -------- 17:00 0.00 0.25 ---- 0.09 0.01 0.16 0.00 ---- 0.00
 -------- 18:00 0.00 0.22 ---- 0.09 0.01 0.16 0.00 0.02 0.01
 -------- 19:00 0.00 0.22 ---- 0.10 0.01 0.16 0.00 0.00 0.00
 -------- 20:00 0.00 0.21 0.01 0.10 0.01 0.15 0.00 ---- 0.01
 04.11.12 21:00 0.00 0.21 0.07 0.11 0.01 0.16 0.00 0.00 0.00
 -------- 22:00 0.00 0.23 0.05 0.09 0.01 0.16 0.00 0.01 0.00
 -------- 23:00 0.00 0.22 0.05 0.08 0.01 0.16 0.00 0.01 0.00
