 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 03.03.13 12:00 0.01 0.10 0.03 0.30 0.03 0.50 0.00 0.06 0.01
 -------- 13:00 0.01 0.07 0.04 0.23 0.02 0.49 0.00 0.04 0.01
 -------- 14:00 0.03 0.08 0.07 0.26 0.02 0.49 0.00 0.03 0.01
 -------- 15:00 0.02 0.07 ---- 0.22 0.01 0.49 0.00 0.05 0.01
 -------- 16:00 0.01 0.09 ---- 0.23 0.02 0.50 0.00 0.06 0.01
 03.03.13 17:00 0.05 0.09 0.03 0.26 0.01 0.48 0.00 0.04 0.01
 -------- 18:00 0.02 0.09 0.02 0.26 0.00 0.49 0.00 0.03 0.01
 -------- 19:00 0.13 0.11 0.02 0.35 ---- 0.44 0.00 0.08 ----
 -------- 20:00 0.09 0.09 0.06 0.27 ---- 0.45 0.00 0.06 ----
 -------- 21:00 0.07 0.08 ---- 0.29 ---- 0.45 0.00 ---- ----
 03.03.13 22:00 0.05 0.09 0.02 0.32 ---- 0.48 0.00 ---- ----
 -------- 23:00 0.01 0.08 0.05 0.29 ---- 0.49 0.00 0.05 ----
 -------- 00:00 0.01 0.08 0.00 0.26 ---- 0.51 0.00 ---- ----
 -------- 01:00 0.01 0.05 ---- 0.15 ---- 0.49 0.00 0.07 ----
 -------- 02:00 0.01 0.05 0.03 0.11 ---- 0.49 0.00 0.09 ----
 04.03.13 03:00 0.01 0.03 ---- 0.10 ---- 0.47 0.00 0.08 ----
 -------- 04:00 0.01 0.03 0.01 0.14 ---- 0.49 0.00 0.09 ----
 -------- 05:00 0.01 0.09 0.01 0.19 ---- 0.50 0.00 0.04 ----
 -------- 06:00 0.01 0.07 ---- 0.18 ---- 0.49 0.00 0.06 ----
 -------- 07:00 0.01 0.06 ---- 0.22 ---- 0.49 0.00 0.04 ----
 04.03.13 08:00 0.01 0.09 0.04 0.25 0.03 0.51 0.00 ---- 0.01
 -------- 09:00 0.01 0.07 0.04 0.24 0.02 0.49 0.00 0.12 ----
 -------- 10:00 0.01 0.08 0.06 0.21 0.02 0.48 0.00 0.04 0.02
 -------- 11:00 0.01 0.05 ---- 0.18 0.02 0.48 0.00 0.05 0.00
 -------- 12:00 0.01 0.05 ---- 0.16 0.02 0.49 0.00 0.04 0.02
 04.03.13 13:00 0.01 0.04 ---- 0.13 0.02 0.48 0.00 0.03 0.01
 -------- 14:00 0.01 0.04 ---- 0.13 0.02 0.48 0.00 0.04 0.01
 -------- 15:00 0.01 0.02 ---- 0.13 0.01 0.47 0.00 0.03 0.00
 -------- 16:00 0.00 0.04 ---- 0.17 0.02 0.48 0.00 0.06 0.01
 -------- 17:00 0.01 0.06 ---- 0.21 0.02 0.48 0.00 0.05 0.01
 04.03.13 18:00 0.01 0.06 ---- 0.23 0.02 0.49 0.00 0.01 0.01
 -------- 19:00 0.01 0.09 0.01 0.29 0.04 0.49 0.00 0.05 0.02
 -------- 20:00 0.01 0.09 0.03 0.30 0.01 0.49 0.00 0.06 0.01
 -------- 21:00 0.01 0.09 0.03 0.30 0.03 0.50 0.00 0.06 0.01
 -------- 22:00 0.01 0.11 0.02 0.31 0.00 0.48 0.00 0.04 0.01
 04.03.13 23:00 0.02 0.15 0.05 0.37 0.01 0.50 0.00 0.03 0.01
 -------- 00:00 0.03 0.15 0.04 0.39 0.01 0.50 0.00 0.03 0.01
 -------- 01:00 0.04 0.16 0.05 0.39 0.02 0.50 0.00 0.05 0.00
 -------- 02:00 0.03 0.16 0.08 0.35 0.03 0.51 0.00 0.03 0.01
 -------- 03:00 0.02 0.13 0.03 0.25 0.02 0.49 0.00 0.11 0.01
 05.03.13 04:00 0.01 0.15 0.08 0.37 0.02 0.50 0.00 0.04 0.01
 -------- 05:00 0.01 0.18 0.12 0.47 0.02 0.52 0.00 0.06 0.01
 -------- 06:00 0.01 0.18 0.14 0.50 0.02 0.52 0.00 0.09 0.01
 -------- 07:00 0.01 0.20 0.15 0.52 0.06 0.50 0.00 0.02 0.01
 -------- 08:00 0.01 0.18 0.13 0.54 0.02 0.52 0.00 0.04 0.01
 05.03.13 09:00 0.01 0.17 0.20 0.54 0.07 0.51 0.00 0.08 ----
 -------- 10:00 0.01 0.19 0.22 0.53 0.05 0.53 0.00 0.04 0.01
 -------- 11:00 0.02 0.16 0.21 0.47 0.02 0.51 0.00 0.04 0.01
