 Date Time CO OZ NO2 CHX NO
 05.01.13 00:00 0.11 ---- 0.27 1.60 0.02
 -------- 01:00 0.09 ---- 0.26 1.58 0.01
 -------- 02:00 0.09 ---- 0.27 1.59 0.01
 -------- 03:00 0.09 ---- 0.27 1.62 0.01
 -------- 04:00 0.08 0.01 0.23 1.56 0.00
 05.01.13 05:00 0.08 ---- 0.25 1.58 0.01
 -------- 06:00 0.09 0.01 0.29 1.60 0.03
 -------- 07:00 0.09 0.01 0.32 1.61 0.04
 -------- 08:00 0.11 ---- 0.35 1.71 0.06
 -------- 09:00 0.07 0.01 0.30 1.85 0.02
 05.01.13 10:00 0.09 0.01 0.33 1.92 0.03
 -------- 11:00 0.09 0.01 0.36 1.77 0.04
 -------- 12:00 0.08 0.04 0.32 1.70 0.02
 -------- 13:00 0.08 0.03 0.33 1.72 0.03
 -------- 14:00 0.09 0.03 0.35 1.67 0.05
 05.01.13 15:00 0.09 0.01 0.36 1.58 0.04
 -------- 16:00 0.09 0.02 0.32 1.52 0.02
 -------- 17:00 0.09 0.03 0.28 1.67 0.00
 -------- 18:00 0.08 0.04 0.25 1.68 0.00
 -------- 19:00 0.13 0.01 0.31 1.60 0.02
 05.01.13 20:00 0.09 0.03 0.27 1.54 0.01
 -------- 21:00 0.08 0.04 0.25 1.54 ----
 -------- 22:00 0.09 0.02 0.27 1.55 0.00
 -------- 23:00 0.10 0.01 0.30 1.58 0.01
 -------- 00:00 0.10 0.01 0.32 1.60 0.01
 06.01.13 01:00 0.08 0.02 0.27 1.63 ----
 -------- 02:00 0.07 0.02 0.27 1.63 ----
 -------- 03:00 0.06 0.07 0.19 1.63 ----
 -------- 04:00 0.05 0.06 0.20 1.60 ----
 -------- 05:00 0.05 0.06 0.20 1.57 ----
 06.01.13 06:00 0.04 0.04 0.25 1.59 0.01
 -------- 07:00 0.05 0.05 0.23 1.54 0.01
 -------- 08:00 0.05 0.03 0.23 1.54 0.00
 -------- 09:00 0.06 0.04 0.24 1.54 0.01
 -------- 10:00 0.06 0.03 0.23 1.54 0.02
 06.01.13 11:00 0.06 0.03 0.24 1.53 0.02
 -------- 12:00 0.07 0.04 0.26 1.56 0.03
 -------- 13:00 0.08 0.05 0.27 1.56 0.03
 -------- 14:00 0.08 0.05 0.28 1.56 0.03
 -------- 15:00 0.08 0.05 0.27 1.55 0.02
 06.01.13 16:00 0.08 0.04 0.29 1.56 0.02
 -------- 17:00 0.08 0.05 0.27 1.53 0.01
 -------- 18:00 0.08 0.04 0.28 1.51 0.01
 -------- 19:00 0.07 0.05 0.27 1.54 0.01
 -------- 20:00 0.07 0.04 0.25 1.55 0.01
 06.01.13 21:00 0.06 0.05 0.22 1.54 0.01
 -------- 22:00 0.06 0.06 0.22 1.55 0.00
 -------- 23:00 0.06 0.08 0.18 1.53 0.00
