 Date Time CO OZ NO2 CHX NO
 20.09.12 12:00 0.07 0.23 0.10 1.33 0.01
 -------- 13:00 0.07 0.33 0.07 1.20 0.00
 -------- 14:00 0.04 0.42 0.05 1.29 0.00
 -------- 15:00 0.04 0.42 0.06 1.28 ----
 -------- 16:00 0.07 0.41 0.07 1.29 0.00
 20.09.12 17:00 0.09 0.36 0.09 1.30 0.00
 -------- 18:00 0.07 0.31 0.13 1.28 ----
 -------- 19:00 0.15 0.05 0.32 1.47 0.04
 -------- 20:00 0.20 0.01 0.35 1.51 0.10
 -------- 21:00 0.20 0.01 0.35 1.45 0.12
 20.09.12 22:00 0.19 0.01 0.30 1.49 0.05
 -------- 23:00 0.11 0.02 0.26 1.53 0.01
 -------- 00:00 0.08 0.07 0.19 1.44 ----
 -------- 01:00 0.07 0.07 0.18 1.34 ----
 -------- 02:00 0.07 0.10 0.14 1.38 0.00
 21.09.12 03:00 0.06 0.13 0.11 1.39 ----
 -------- 04:00 0.06 0.11 0.11 1.40 ----
 -------- 05:00 0.06 0.10 0.11 1.32 ----
 -------- 06:00 0.06 0.06 0.14 1.29 ----
 -------- 07:00 0.11 0.01 0.19 1.41 0.04
 21.09.12 08:00 0.15 0.02 0.20 1.47 0.10
 -------- 09:00 0.11 0.04 0.19 1.31 0.04
 -------- 10:00 0.10 0.05 0.18 1.32 0.04
 -------- 11:00 0.08 0.13 0.14 1.27 0.01
 -------- 12:00 0.08 0.16 0.14 1.28 0.01
 21.09.12 13:00 0.05 0.33 0.05 1.26 0.01
 -------- 14:00 0.04 0.40 0.02 1.24 ----
 -------- 15:00 0.04 0.39 0.04 1.24 ----
 -------- 16:00 0.04 0.41 0.03 1.18 ----
 -------- 17:00 0.05 0.36 0.08 1.18 ----
 21.09.12 18:00 0.06 0.18 0.12 1.22 0.01
 -------- 19:00 0.05 0.06 0.10 1.19 0.01
 -------- 20:00 0.08 0.02 0.14 1.18 0.01
 -------- 21:00 0.08 0.01 0.15 1.23 0.02
 -------- 22:00 0.09 0.01 0.14 1.22 0.02
 21.09.12 23:00 0.08 0.01 0.14 1.23 0.02
 -------- 00:00 0.07 0.04 0.11 1.16 0.01
 -------- 01:00 0.05 0.06 0.10 1.17 0.00
 -------- 02:00 0.04 0.09 0.07 1.15 ----
 -------- 03:00 0.04 0.12 0.06 1.16 ----
 22.09.12 04:00 0.04 0.11 0.06 1.17 ----
 -------- 05:00 0.04 0.13 0.04 1.18 ----
 -------- 06:00 0.05 0.11 0.06 1.19 ----
 -------- 07:00 0.06 0.08 0.09 1.18 0.01
 -------- 08:00 0.08 0.04 0.11 1.20 0.02
 22.09.12 09:00 0.08 0.04 0.12 1.25 0.03
 -------- 10:00 0.10 0.03 0.12 1.22 0.05
 -------- 11:00 0.10 0.05 0.11 1.27 0.04
