 Date Time CO OZ NO2 CHX NO
 31.12.12 00:00 0.10 ---- 0.44 1.73 0.06
 -------- 01:00 0.10 ---- 0.47 1.75 0.07
 -------- 02:00 0.08 ---- 0.42 1.73 0.05
 -------- 03:00 0.08 ---- 0.39 1.69 0.03
 -------- 04:00 0.08 ---- 0.38 1.61 0.04
 31.12.12 05:00 0.08 ---- 0.36 1.71 0.04
 -------- 06:00 0.07 ---- 0.30 1.60 0.02
 -------- 07:00 0.06 0.01 0.26 1.56 0.01
 -------- 08:00 0.07 0.02 0.27 1.59 0.01
 -------- 09:00 0.07 0.01 0.27 1.56 0.01
 31.12.12 10:00 0.06 0.04 0.24 1.54 0.01
 -------- 11:00 0.07 0.05 0.24 1.54 0.01
 -------- 12:00 0.08 0.05 0.25 1.56 0.02
 -------- 13:00 0.08 0.06 0.26 1.58 0.02
 -------- 14:00 0.08 0.06 0.26 1.61 0.02
 31.12.12 15:00 0.10 0.03 0.29 1.67 0.02
 -------- 16:00 0.08 0.03 0.29 1.62 0.02
 -------- 17:00 0.10 0.02 0.30 1.62 0.02
 -------- 18:00 0.09 0.02 0.32 1.62 0.02
 -------- 19:00 0.08 0.04 0.26 1.59 0.01
 31.12.12 20:00 0.08 0.02 0.30 1.62 0.01
 -------- 21:00 0.09 0.03 0.25 1.63 0.02
 -------- 22:00 0.08 0.06 0.18 1.60 0.00
 -------- 23:00 0.10 0.03 0.27 1.67 0.03
 -------- 00:00 0.07 0.07 0.15 1.60 0.00
 01.01.13 01:00 0.06 0.09 0.13 1.56 ----
 -------- 02:00 0.07 0.10 0.13 1.54 ----
 -------- 03:00 0.06 0.11 0.11 1.52 ----
 -------- 04:00 0.07 0.07 0.14 1.54 ----
 -------- 05:00 0.06 0.11 0.10 1.51 ----
 01.01.13 06:00 0.06 0.13 0.11 1.48 ----
 -------- 07:00 0.07 0.10 0.13 1.51 ----
 -------- 08:00 0.08 0.04 0.20 1.57 0.01
 -------- 09:00 0.07 0.02 0.21 1.53 0.00
 -------- 10:00 0.07 0.03 0.22 1.52 0.01
 01.01.13 11:00 0.07 0.05 0.22 1.52 0.01
 -------- 12:00 0.06 0.12 0.16 1.49 0.00
 -------- 13:00 0.06 0.16 0.10 1.47 ----
 -------- 14:00 0.06 0.13 0.12 1.48 ----
 -------- 15:00 0.06 0.15 0.12 1.48 ----
 01.01.13 16:00 0.06 0.15 0.12 1.58 ----
 -------- 17:00 0.06 0.13 0.15 1.58 ----
 -------- 18:00 0.06 0.10 0.18 1.57 ----
 -------- 19:00 0.07 0.06 0.22 1.64 ----
 -------- 20:00 0.07 0.05 0.22 1.67 ----
 01.01.13 21:00 0.06 0.09 0.16 1.69 ----
 -------- 22:00 0.06 0.10 0.15 1.68 ----
 -------- 23:00 0.06 0.09 0.16 1.62 ----
