 Date Time CO OZ NO2 CHX NO
 01.10.12 12:00 0.04 0.21 0.05 1.39 0.01
 -------- 13:00 0.03 0.23 0.05 1.39 0.00
 -------- 14:00 0.03 0.23 0.04 1.38 0.00
 -------- 15:00 0.05 0.18 0.07 1.40 0.01
 -------- 16:00 0.04 0.19 0.07 1.40 0.01
 01.10.12 17:00 0.05 0.16 0.10 1.41 0.01
 -------- 18:00 0.04 0.18 0.08 1.40 0.00
 -------- 19:00 0.04 0.15 0.10 1.41 0.00
 -------- 20:00 0.09 0.06 0.17 1.46 0.02
 -------- 21:00 0.13 0.01 0.17 1.51 0.04
 01.10.12 22:00 0.14 ---- 0.15 1.55 0.06
 -------- 23:00 0.11 ---- 0.13 1.50 0.03
 -------- 00:00 0.11 ---- 0.13 1.50 0.04
 -------- 01:00 0.10 ---- 0.12 1.52 0.04
 -------- 02:00 0.08 ---- 0.10 1.51 0.03
 02.10.12 03:00 0.08 ---- 0.10 1.49 0.04
 -------- 04:00 0.07 ---- 0.09 1.49 0.02
 -------- 05:00 0.08 ---- 0.09 1.53 0.06
 -------- 06:00 0.14 ---- 0.10 1.69 0.18
 -------- 07:00 0.22 ---- 0.12 1.77 0.29
 02.10.12 08:00 0.22 ---- 0.12 1.78 0.25
 -------- 09:00 0.21 ---- 0.15 1.77 0.23
 -------- 10:00 0.20 ---- 0.18 1.73 0.22
 -------- 11:00 0.13 0.03 0.19 1.58 0.09
 -------- 12:00 0.06 0.13 0.10 1.43 0.01
 02.10.12 13:00 0.06 0.16 0.09 1.43 0.01
 -------- 14:00 0.05 0.23 0.06 1.42 0.00
 -------- 15:00 0.05 0.20 0.07 1.40 0.00
 -------- 16:00 0.06 0.21 0.07 1.42 0.00
 -------- 17:00 0.08 0.10 0.16 1.47 0.01
 02.10.12 18:00 0.07 0.09 0.16 1.47 0.00
 -------- 19:00 0.13 0.01 0.22 1.53 0.06
 -------- 20:00 0.13 ---- 0.20 1.55 0.06
 -------- 21:00 0.15 ---- 0.21 1.78 0.07
 -------- 22:00 0.20 ---- 0.21 1.70 0.09
 02.10.12 23:00 0.15 ---- 0.24 1.61 0.12
 -------- 00:00 0.09 ---- 0.20 1.52 0.04
 -------- 01:00 0.08 0.01 0.17 1.52 0.02
 -------- 02:00 0.08 ---- 0.16 1.50 0.06
 -------- 03:00 0.07 ---- 0.14 1.52 0.03
 03.10.12 04:00 0.06 0.01 0.12 1.51 0.00
 -------- 05:00 0.06 0.01 0.12 1.45 0.00
 -------- 06:00 0.06 0.01 0.13 1.45 0.01
 -------- 07:00 0.09 ---- 0.14 1.47 0.04
 -------- 08:00 0.09 0.01 0.14 1.59 0.02
 03.10.12 09:00 0.10 ---- 0.13 1.70 0.03
 -------- 10:00 0.10 0.01 0.13 1.58 0.04
 -------- 11:00 0.09 0.01 0.11 1.47 0.03
