 Date Time CO OZ NO2 CHX NO
 28.02.13 00:00 0.06 ---- 0.23 1.62 0.09
 -------- 01:00 0.03 0.07 0.14 1.55 0.03
 -------- 02:00 0.02 0.12 0.09 1.48 0.01
 -------- 03:00 ---- 0.18 0.05 1.48 0.01
 -------- 04:00 ---- 0.30 ---- 1.45 0.00
 28.02.13 05:00 ---- 0.35 ---- 1.43 0.00
 -------- 06:00 ---- 0.34 ---- 1.43 0.00
 -------- 07:00 ---- 0.32 ---- 1.43 0.01
 -------- 08:00 ---- 0.33 ---- 1.43 0.01
 -------- 09:00 ---- 0.31 ---- 1.44 0.01
 28.02.13 10:00 ---- 0.25 0.02 1.46 0.02
 -------- 11:00 0.02 0.23 0.03 1.48 0.03
 -------- 12:00 0.02 0.25 0.06 1.50 0.06
 -------- 13:00 0.02 0.25 0.07 1.50 0.06
 -------- 14:00 ---- 0.25 0.07 1.50 0.06
 28.02.13 15:00 ---- 0.23 0.10 1.49 0.06
 -------- 16:00 ---- 0.27 0.07 1.46 0.06
 -------- 17:00 0.02 0.21 0.11 1.53 0.06
 -------- 18:00 0.02 0.15 0.17 1.59 0.06
 -------- 19:00 0.02 0.16 0.15 1.52 0.06
 28.02.13 20:00 0.03 0.17 0.14 1.50 0.06
 -------- 21:00 0.02 0.08 0.20 1.56 0.07
 -------- 22:00 0.02 0.09 0.17 1.50 0.06
 -------- 23:00 ---- 0.18 0.10 1.46 0.05
 -------- 00:00 ---- 0.21 0.07 1.43 0.05
 01.03.13 01:00 ---- 0.20 0.07 1.45 0.04
 -------- 02:00 ---- 0.20 0.07 1.45 0.04
 -------- 03:00 ---- 0.23 0.05 1.47 0.04
 -------- 04:00 ---- 0.20 0.08 1.45 0.04
 -------- 05:00 ---- 0.27 0.02 1.44 0.04
 01.03.13 06:00 0.02 0.15 0.12 1.46 0.05
 -------- 07:00 0.02 0.17 0.11 1.46 0.05
 -------- 08:00 0.02 0.15 0.12 1.46 0.06
 -------- 09:00 0.02 0.14 0.13 1.47 0.06
 -------- 10:00 0.02 0.11 0.14 1.48 0.06
 01.03.13 11:00 0.02 0.24 0.04 1.46 0.05
 -------- 12:00 0.02 0.26 0.04 1.46 0.05
 -------- 13:00 0.02 0.25 0.05 1.49 0.06
 -------- 14:00 0.02 0.24 0.05 1.48 0.06
 -------- 15:00 0.02 0.29 0.02 1.44 0.05
 01.03.13 16:00 ---- 0.32 0.02 1.41 0.05
 -------- 17:00 ---- 0.35 0.01 1.40 0.05
 -------- 18:00 ---- 0.34 0.01 1.40 0.04
 -------- 19:00 ---- 0.33 0.02 1.41 0.05
 -------- 20:00 ---- 0.29 0.03 1.43 0.05
 01.03.13 21:00 0.02 0.24 0.06 1.47 0.05
 -------- 22:00 ---- 0.22 0.06 1.47 0.05
 -------- 23:00 0.02 0.17 0.09 1.47 0.05
