 Date Time CO OZ NO2 CHX NO
 30.01.13 00:00 0.09 ---- 0.18 1.86 0.07
 -------- 01:00 0.08 ---- 0.18 1.69 0.06
 -------- 02:00 0.08 0.01 0.16 1.72 0.04
 -------- 03:00 0.08 0.01 0.15 1.78 0.03
 -------- 04:00 0.06 0.01 0.14 1.70 0.04
 30.01.13 05:00 0.07 ---- 0.14 1.63 0.06
 -------- 06:00 0.09 ---- 0.15 1.65 0.06
 -------- 07:00 0.12 0.01 0.16 1.70 0.11
 -------- 08:00 0.14 ---- 0.17 1.76 0.18
 -------- 09:00 0.15 ---- 0.18 1.81 0.22
 30.01.13 10:00 0.16 0.01 0.18 1.78 0.20
 -------- 11:00 0.15 0.02 0.16 1.78 0.19
 -------- 12:00 0.13 0.01 0.14 1.75 0.17
 -------- 13:00 0.14 0.03 0.14 1.74 0.15
 -------- 14:00 0.14 0.03 0.15 1.75 0.14
 30.01.13 15:00 0.13 0.02 0.15 1.76 0.12
 -------- 16:00 0.12 0.02 0.15 1.82 0.09
 -------- 17:00 0.13 0.01 0.17 1.95 0.10
 -------- 18:00 0.13 ---- 0.18 2.02 0.12
 -------- 19:00 0.12 ---- 0.17 1.75 0.10
 30.01.13 20:00 0.13 0.01 0.17 1.70 0.06
 -------- 21:00 0.12 ---- 0.17 1.69 0.08
 -------- 22:00 0.10 0.04 0.14 1.69 0.02
 -------- 23:00 0.07 0.07 0.11 1.71 0.01
 -------- 00:00 0.06 0.09 0.08 1.63 0.00
 31.01.13 01:00 0.05 0.15 0.03 1.60 0.00
 -------- 02:00 0.04 0.16 0.02 1.59 ----
 -------- 03:00 0.04 0.15 0.04 1.59 ----
 -------- 04:00 0.04 0.11 0.07 1.54 ----
 -------- 05:00 0.06 0.10 0.07 1.53 ----
 31.01.13 06:00 0.06 0.08 0.09 1.54 0.00
 -------- 07:00 0.08 0.03 0.12 1.58 0.02
 -------- 08:00 0.08 0.03 0.12 1.61 0.02
 -------- 09:00 0.08 0.02 0.12 1.60 0.02
 -------- 10:00 0.08 0.04 0.11 1.61 0.03
 31.01.13 11:00 0.09 0.03 0.11 1.63 0.04
 -------- 12:00 0.08 0.08 0.07 1.62 0.03
 -------- 13:00 0.08 0.12 0.06 1.61 0.03
 -------- 14:00 0.07 0.16 0.06 1.57 0.02
 -------- 15:00 0.08 0.12 0.09 1.58 0.03
 31.01.13 16:00 0.08 0.11 0.10 1.57 0.02
 -------- 17:00 0.08 0.14 0.10 1.58 0.01
 -------- 18:00 0.09 0.12 0.12 1.57 0.01
 -------- 19:00 0.08 0.12 0.10 1.56 0.01
 -------- 20:00 0.08 0.11 0.11 1.56 0.01
 31.01.13 21:00 0.09 0.09 0.12 1.57 0.01
 -------- 22:00 0.09 0.08 0.11 1.57 0.01
 -------- 23:00 0.08 0.10 0.08 1.57 0.01
