 Date Time CO OZ NO2 CHX NO
 24.03.13 00:00 0.04 0.35 0.01 1.47 0.05
 -------- 01:00 0.04 0.38 0.01 1.46 0.05
 -------- 02:00 0.04 0.40 0.01 1.45 0.04
 -------- 03:00 0.04 0.43 ---- 1.45 0.04
 -------- 04:00 0.04 0.43 ---- 1.45 0.04
 24.03.13 05:00 0.04 0.44 ---- 1.44 0.04
 -------- 06:00 0.04 0.45 ---- 1.44 0.04
 -------- 07:00 0.04 0.46 ---- 1.43 0.05
 -------- 08:00 0.04 0.44 ---- 1.44 0.05
 -------- 09:00 0.05 0.40 0.01 1.44 0.05
 24.03.13 10:00 0.06 0.40 0.01 1.46 0.06
 -------- 11:00 0.05 0.40 ---- 1.46 0.06
 -------- 12:00 0.05 0.41 0.01 1.45 0.06
 -------- 13:00 0.05 0.41 ---- 1.45 0.06
 -------- 14:00 0.04 0.40 ---- 1.44 0.06
 24.03.13 15:00 0.05 0.38 ---- 1.44 0.06
 -------- 16:00 0.05 0.36 ---- 1.44 0.06
 -------- 17:00 0.04 0.36 ---- 1.44 0.06
 -------- 18:00 0.04 0.35 ---- 1.44 0.06
 -------- 19:00 0.04 0.35 ---- 1.44 0.06
 24.03.13 20:00 0.04 0.36 ---- 1.45 0.06
 -------- 21:00 0.04 0.35 ---- 1.44 0.06
 -------- 22:00 0.04 0.36 ---- 1.43 0.05
 -------- 23:00 0.04 0.36 ---- 1.43 0.05
 -------- 00:00 0.04 0.37 ---- 1.43 0.05
 25.03.13 01:00 0.04 0.39 ---- 1.43 0.05
 -------- 02:00 0.04 0.40 ---- 1.43 0.05
 -------- 03:00 0.04 0.40 ---- 1.42 0.05
 -------- 04:00 0.04 0.39 ---- 1.44 0.05
 -------- 05:00 0.04 0.36 0.01 1.46 0.05
 25.03.13 06:00 0.04 0.32 0.02 1.46 0.05
 -------- 07:00 0.06 0.25 0.06 1.46 0.06
 -------- 08:00 0.06 0.27 0.06 1.47 0.06
 -------- 09:00 0.06 0.29 0.05 1.47 0.07
 -------- 10:00 0.05 0.32 0.03 1.47 0.07
 25.03.13 11:00 0.04 0.35 0.02 1.46 0.07
 -------- 12:00 0.05 0.37 0.01 1.45 0.07
 -------- 13:00 0.06 0.37 0.01 1.47 0.07
 -------- 14:00 0.06 0.36 0.01 1.45 0.07
 -------- 15:00 0.06 0.36 0.02 1.45 0.07
 25.03.13 16:00 0.06 0.36 0.02 1.46 0.07
 -------- 17:00 0.06 0.32 0.03 1.46 0.07
 -------- 18:00 0.06 0.33 0.03 1.46 0.06
 -------- 19:00 0.06 0.27 0.07 1.52 0.06
 -------- 20:00 0.06 0.25 0.08 1.66 0.06
 25.03.13 21:00 0.06 0.31 0.02 1.52 0.06
 -------- 22:00 0.05 0.30 0.01 1.48 0.06
 -------- 23:00 0.04 0.30 0.01 1.44 0.06
