 Date Time CO OZ NO2 CHX NO
 08.04.13 12:00 0.05 0.44 0.05 1.46 0.06
 -------- 13:00 0.05 0.49 0.02 1.43 0.05
 -------- 14:00 0.05 0.51 0.02 1.41 0.04
 -------- 15:00 0.04 0.54 0.02 1.40 0.04
 -------- 16:00 0.04 0.57 0.02 1.39 0.03
 08.04.13 17:00 0.04 0.58 0.03 1.39 0.03
 -------- 18:00 0.05 0.54 0.06 1.40 0.03
 -------- 19:00 0.07 0.44 0.11 1.42 0.03
 -------- 20:00 0.09 0.26 0.22 1.46 0.03
 -------- 21:00 0.17 0.02 0.38 1.60 0.11
 08.04.13 22:00 0.27 0.01 0.40 1.72 0.27
 -------- 23:00 0.47 0.02 0.40 1.98 0.61
 -------- 00:00 0.39 0.02 0.42 2.03 0.69
 -------- 01:00 0.43 0.02 0.42 2.10 0.72
 -------- 02:00 0.36 0.01 0.45 2.15 0.74
 09.04.13 03:00 0.37 0.01 0.46 2.32 0.94
 -------- 04:00 0.23 0.01 0.45 2.04 0.58
 -------- 05:00 0.26 0.01 0.46 2.21 0.88
 -------- 06:00 0.34 0.01 0.46 2.32 0.88
 -------- 07:00 0.56 0.02 0.47 2.45 1.18
 09.04.13 08:00 0.43 0.01 0.52 2.27 0.80
 -------- 09:00 0.21 0.02 0.48 1.99 0.39
 -------- 10:00 0.16 0.04 0.49 1.94 0.27
 -------- 11:00 0.12 0.11 0.42 1.74 0.19
 -------- 12:00 0.09 0.23 0.32 1.61 0.10
 09.04.13 13:00 0.07 0.40 0.18 1.49 0.06
 -------- 14:00 0.06 0.44 0.13 1.46 0.05
 -------- 15:00 0.06 0.55 0.07 1.42 0.04
 -------- 16:00 0.06 0.53 0.08 1.41 0.04
 -------- 17:00 0.05 0.62 0.03 1.39 0.03
 09.04.13 18:00 0.06 0.51 0.10 1.42 0.03
 -------- 19:00 0.09 0.35 0.21 1.46 0.03
 -------- 20:00 0.12 0.19 0.30 1.51 0.03
 -------- 21:00 0.24 0.01 0.42 1.66 0.13
 -------- 22:00 0.22 ---- 0.44 1.70 0.15
 09.04.13 23:00 0.27 0.01 0.44 1.86 0.26
 -------- 00:00 0.45 0.01 0.42 2.23 0.63
 -------- 01:00 0.46 0.01 0.46 2.31 0.73
 -------- 02:00 0.47 0.01 0.51 2.37 0.78
 -------- 03:00 0.25 0.01 0.50 2.00 0.36
 10.04.13 04:00 0.27 0.01 0.48 2.12 0.48
 -------- 05:00 0.15 ---- 0.48 1.81 0.20
 -------- 06:00 0.15 ---- 0.45 1.80 0.20
 -------- 07:00 0.10 0.03 0.40 1.66 0.11
 -------- 08:00 0.11 0.11 0.34 1.60 0.11
 10.04.13 09:00 0.11 0.14 0.31 1.57 0.12
 -------- 10:00 0.09 0.23 0.25 1.60 0.10
 -------- 11:00 0.06 0.34 0.18 1.50 0.07
