 Date Time CO OZ NO2 CHX NO
 24.03.13 12:00 0.05 0.41 ---- 1.45 0.06
 -------- 13:00 0.05 0.41 ---- 1.45 0.06
 -------- 14:00 0.04 0.40 ---- 1.44 0.06
 -------- 15:00 0.05 0.38 ---- 1.44 0.06
 -------- 16:00 0.05 0.36 ---- 1.44 0.06
 24.03.13 17:00 0.04 0.36 ---- 1.44 0.06
 -------- 18:00 0.04 0.35 ---- 1.44 0.06
 -------- 19:00 0.04 0.35 ---- 1.44 0.06
 -------- 20:00 0.04 0.36 ---- 1.45 0.06
 -------- 21:00 0.04 0.35 ---- 1.44 0.06
 24.03.13 22:00 0.04 0.36 ---- 1.43 0.05
 -------- 23:00 0.04 0.36 ---- 1.43 0.05
 -------- 00:00 0.04 0.37 ---- 1.43 0.05
 -------- 01:00 0.04 0.39 ---- 1.43 0.05
 -------- 02:00 0.04 0.40 ---- 1.43 0.05
 25.03.13 03:00 0.04 0.40 ---- 1.42 0.05
 -------- 04:00 0.04 0.39 ---- 1.44 0.05
 -------- 05:00 0.04 0.36 0.01 1.46 0.05
 -------- 06:00 0.04 0.32 0.02 1.46 0.05
 -------- 07:00 0.06 0.25 0.06 1.46 0.06
 25.03.13 08:00 0.06 0.27 0.06 1.47 0.06
 -------- 09:00 0.06 0.29 0.05 1.47 0.07
 -------- 10:00 0.05 0.32 0.03 1.47 0.07
 -------- 11:00 0.04 0.35 0.02 1.46 0.07
 -------- 12:00 0.05 0.37 0.01 1.45 0.07
 25.03.13 13:00 0.06 0.37 0.01 1.47 0.07
 -------- 14:00 0.06 0.36 0.01 1.45 0.07
 -------- 15:00 0.06 0.36 0.02 1.45 0.07
 -------- 16:00 0.06 0.36 0.02 1.46 0.07
 -------- 17:00 0.06 0.32 0.03 1.46 0.07
 25.03.13 18:00 0.06 0.33 0.03 1.46 0.06
 -------- 19:00 0.06 0.27 0.07 1.52 0.06
 -------- 20:00 0.06 0.25 0.08 1.66 0.06
 -------- 21:00 0.06 0.31 0.02 1.52 0.06
 -------- 22:00 0.05 0.30 0.01 1.48 0.06
 25.03.13 23:00 0.04 0.30 0.01 1.45 0.06
 -------- 00:00 0.04 0.30 0.01 1.50 0.06
 -------- 01:00 0.04 0.31 0.01 1.46 0.06
 -------- 02:00 0.04 0.32 0.01 1.47 0.06
 -------- 03:00 0.04 0.31 0.01 1.49 0.06
 26.03.13 04:00 0.04 0.29 0.01 1.48 0.06
 -------- 05:00 0.04 0.31 0.01 1.47 0.06
 -------- 06:00 0.04 0.25 0.03 1.48 0.06
 -------- 07:00 0.05 0.18 0.08 1.52 0.07
 -------- 08:00 0.07 0.19 0.07 1.55 0.07
 26.03.13 09:00 0.06 0.25 0.03 1.54 0.07
 -------- 10:00 0.05 0.32 0.01 1.51 0.07
 -------- 11:00 0.06 0.31 0.01 1.48 0.08
