 Date Time CO OZ NO2 CHX NO
 24.10.12 23:00 0.08 0.02 0.16 1.50 0.02
 -------- 00:00 0.06 0.06 0.13 1.46 0.00
 -------- 01:00 0.04 0.08 0.10 1.45 ----
 -------- 02:00 0.04 0.09 0.10 1.45 ----
 -------- 03:00 0.04 0.09 0.09 1.45 ----
 25.10.12 04:00 0.04 0.12 0.07 1.45 ----
 -------- 05:00 0.04 0.11 0.08 1.44 ----
 -------- 06:00 0.05 0.09 0.09 1.44 0.00
 -------- 07:00 0.06 0.07 0.13 1.46 0.01
 -------- 08:00 0.07 0.06 0.13 1.46 0.01
 25.10.12 09:00 0.06 0.10 0.13 1.44 0.01
 -------- 10:00 0.06 0.13 0.12 1.44 0.01
 -------- 11:00 0.06 0.16 0.09 1.44 0.01
 -------- 12:00 0.06 0.16 0.09 1.44 0.01
 -------- 13:00 0.06 0.16 0.10 1.44 0.01
 25.10.12 14:00 0.06 0.15 0.10 1.45 0.01
 -------- 15:00 0.06 0.16 0.10 1.46 0.01
 -------- 16:00 0.07 0.14 0.12 1.45 0.01
 -------- 17:00 0.07 0.13 0.14 1.46 0.01
 -------- 18:00 0.06 0.17 0.11 1.49 0.00
 25.10.12 19:00 0.07 0.17 0.11 1.52 0.01
 -------- 20:00 0.06 0.20 0.10 1.43 0.00
 -------- 21:00 0.06 0.22 0.08 1.42 0.00
 -------- 22:00 0.06 0.22 0.08 1.42 0.00
 -------- 23:00 0.06 0.21 0.08 1.43 ----
 26.10.12 00:00 0.05 0.21 0.07 1.42 ----
 -------- 01:00 0.04 0.24 0.04 1.42 ----
 -------- 02:00 0.04 0.25 0.04 1.42 ----
 -------- 03:00 0.04 0.27 0.03 1.42 ----
 -------- 04:00 0.04 0.23 0.03 1.43 ----
 26.10.12 05:00 0.04 0.19 0.03 1.42 ----
 -------- 06:00 0.05 0.12 0.07 1.43 0.01
 -------- 07:00 0.06 0.11 0.08 1.42 0.00
 -------- 08:00 0.06 0.12 0.08 1.42 0.01
 -------- 09:00 0.07 0.08 0.11 1.44 0.01
 26.10.12 10:00 0.07 0.05 0.13 1.47 0.02
 -------- 11:00 0.09 0.03 0.14 1.48 0.03
 -------- 12:00 0.07 0.10 0.08 1.43 0.01
 -------- 13:00 0.05 0.18 0.04 1.40 0.01
 -------- 14:00 0.04 0.22 0.04 1.39 0.00
 26.10.12 15:00 0.05 0.18 0.06 1.41 0.01
 -------- 16:00 0.05 0.19 0.05 1.40 0.00
 -------- 17:00 0.04 0.22 0.04 1.40 0.00
 -------- 18:00 0.05 0.19 0.06 1.40 0.00
 -------- 19:00 0.06 0.18 0.07 1.42 0.00
 26.10.12 20:00 0.06 0.16 0.09 1.43 0.00
 -------- 21:00 0.06 0.13 0.10 1.43 0.01
 -------- 22:00 0.08 0.15 0.08 1.43 0.00
