 Date Time CO OZ NO2 CHX NO
 28.12.12 12:00 0.08 0.06 0.23 1.47 0.01
 -------- 13:00 0.08 0.05 0.26 1.49 0.01
 -------- 14:00 0.08 0.05 0.26 1.49 0.01
 -------- 15:00 0.08 0.08 0.22 1.48 0.01
 -------- 16:00 0.09 0.06 0.25 1.49 0.01
 28.12.12 17:00 0.08 0.07 0.24 1.49 0.01
 -------- 18:00 0.09 0.06 0.27 1.50 0.01
 -------- 19:00 0.09 0.09 0.22 1.48 0.00
 -------- 20:00 0.11 0.06 0.24 1.50 0.00
 -------- 21:00 0.07 0.13 0.18 1.45 ----
 28.12.12 22:00 0.05 0.23 0.14 1.42 ----
 -------- 23:00 0.06 0.16 0.22 1.45 ----
 -------- 00:00 0.06 0.18 0.20 1.45 ----
 -------- 01:00 0.05 0.26 0.11 1.41 ----
 -------- 02:00 0.04 0.35 0.05 1.40 ----
 29.12.12 03:00 0.04 0.36 0.06 1.41 ----
 -------- 04:00 0.04 0.29 0.12 1.42 ----
 -------- 05:00 0.04 0.31 0.09 1.41 ----
 -------- 06:00 0.04 0.28 0.12 1.42 ----
 -------- 07:00 0.04 0.27 0.14 1.43 ----
 29.12.12 08:00 0.04 0.26 0.15 1.43 ----
 -------- 09:00 0.04 0.29 0.12 1.43 ----
 -------- 10:00 0.04 0.26 0.15 1.43 ----
 -------- 11:00 0.04 0.30 0.10 1.42 ----
 -------- 12:00 0.04 0.31 0.10 1.42 ----
 29.12.12 13:00 0.05 0.27 0.15 1.44 ----
 -------- 14:00 0.04 0.28 0.15 1.43 ----
 -------- 15:00 0.05 0.26 0.16 1.45 0.01
 -------- 16:00 0.04 0.26 0.13 1.43 ----
 -------- 17:00 0.04 0.24 0.13 1.44 ----
 29.12.12 18:00 0.05 0.20 0.19 1.47 ----
 -------- 19:00 0.06 0.19 0.18 1.47 ----
 -------- 20:00 0.05 0.21 0.15 1.46 ----
 -------- 21:00 0.04 0.22 0.13 1.46 0.00
 -------- 22:00 0.04 0.24 0.12 1.45 ----
 29.12.12 23:00 0.04 0.28 0.07 1.43 ----
 -------- 00:00 0.04 0.25 0.08 1.45 ----
 -------- 01:00 0.04 0.26 0.06 1.44 ----
 -------- 02:00 0.04 0.26 0.06 1.45 ----
 -------- 03:00 0.04 0.26 0.05 1.45 ----
 30.12.12 04:00 0.04 0.26 0.05 1.44 ----
 -------- 05:00 0.04 0.25 0.05 1.45 ----
 -------- 06:00 0.04 0.23 0.06 1.45 ----
 -------- 07:00 0.04 0.21 0.07 1.46 ----
 -------- 08:00 0.04 0.17 0.11 1.46 ----
 30.12.12 09:00 0.05 0.16 0.11 1.47 ----
 -------- 10:00 0.04 0.14 0.15 1.50 0.00
 -------- 11:00 0.04 0.14 0.14 1.50 0.01
