 Date Time CO OZ NO2 CHX NO
 16.09.12 12:00 0.07 0.08 0.03 1.21 0.01
 -------- 13:00 0.06 0.06 0.04 1.21 0.00
 -------- 14:00 0.07 0.03 0.05 1.21 0.01
 -------- 15:00 0.06 0.06 0.04 1.20 0.01
 -------- 16:00 0.06 0.10 0.04 1.18 0.00
 16.09.12 17:00 0.05 0.12 0.04 1.17 0.00
 -------- 18:00 0.05 0.13 0.05 1.18 0.00
 -------- 19:00 0.07 0.04 0.11 1.21 0.01
 -------- 20:00 0.12 0.01 0.14 1.28 0.05
 -------- 21:00 0.16 ---- 0.14 1.33 0.07
 16.09.12 22:00 0.16 ---- 0.11 1.34 0.07
 -------- 23:00 0.14 ---- 0.09 1.32 0.07
 -------- 00:00 0.12 ---- 0.08 1.28 0.06
 -------- 01:00 0.12 ---- 0.07 1.26 0.06
 -------- 02:00 0.07 ---- 0.07 1.26 0.04
 17.09.12 03:00 0.07 ---- 0.08 1.23 0.04
 -------- 04:00 0.07 ---- 0.07 1.29 0.04
 -------- 05:00 0.09 ---- 0.06 1.29 0.04
 -------- 06:00 0.10 ---- 0.06 1.27 0.09
 -------- 07:00 0.13 ---- 0.06 1.34 0.10
 17.09.12 08:00 0.11 ---- 0.09 1.29 0.08
 -------- 09:00 0.09 ---- 0.09 1.26 0.06
 -------- 10:00 0.07 0.01 0.09 1.27 0.04
 -------- 11:00 0.05 0.07 0.07 1.21 0.02
 -------- 12:00 0.04 0.20 0.03 1.18 0.00
 17.09.12 13:00 0.04 0.22 0.03 1.19 0.00
 -------- 14:00 0.04 0.24 0.03 1.18 0.00
 -------- 15:00 0.04 0.22 0.05 1.19 0.00
 -------- 16:00 0.05 0.27 0.03 1.18 ----
 -------- 17:00 0.06 0.24 0.04 1.18 ----
 17.09.12 18:00 0.07 0.19 0.06 1.20 0.01
 -------- 19:00 0.17 0.03 0.19 1.32 0.10
 -------- 20:00 0.46 0.01 0.24 1.67 0.44
 -------- 21:00 0.62 0.01 0.23 1.84 0.74
 -------- 22:00 0.83 0.01 0.23 2.02 0.96
 17.09.12 23:00 0.83 0.01 0.25 2.04 1.02
 -------- 00:00 0.77 0.01 0.23 2.17 0.93
 -------- 01:00 0.45 ---- 0.18 1.94 0.55
 -------- 02:00 0.45 ---- 0.17 2.24 0.60
 -------- 03:00 0.22 ---- 0.15 1.71 0.27
 18.09.12 04:00 0.21 0.01 0.13 1.60 0.19
 -------- 05:00 0.12 ---- 0.12 1.48 0.15
 -------- 06:00 0.15 ---- 0.13 1.48 0.23
 -------- 07:00 0.21 ---- 0.14 1.50 0.32
 -------- 08:00 0.25 ---- 0.13 1.51 0.31
 18.09.12 09:00 0.26 ---- 0.15 1.55 0.32
 -------- 10:00 0.25 ---- 0.20 1.56 0.31
 -------- 11:00 0.21 ---- 0.22 1.52 0.22
