 Date Time CO OZ NO2 CHX NO
 17.10.12 00:00 0.08 ---- 0.11 1.48 0.03
 -------- 01:00 0.08 ---- 0.10 1.52 0.04
 -------- 02:00 0.07 ---- 0.10 1.52 0.05
 -------- 03:00 0.06 ---- 0.09 1.49 0.03
 -------- 04:00 0.06 ---- 0.09 1.48 0.03
 17.10.12 05:00 0.06 ---- 0.08 1.51 0.03
 -------- 06:00 0.07 ---- 0.09 1.50 0.04
 -------- 07:00 0.09 ---- 0.09 1.57 0.07
 -------- 08:00 0.14 ---- 0.08 1.62 0.13
 -------- 09:00 0.17 ---- 0.09 1.70 0.18
 17.10.12 10:00 0.18 ---- 0.09 1.75 0.17
 -------- 11:00 0.17 ---- 0.09 1.68 0.17
 -------- 12:00 0.15 ---- 0.09 1.62 0.13
 -------- 13:00 0.14 ---- 0.09 1.60 0.12
 -------- 14:00 0.11 0.01 0.12 1.56 0.08
 17.10.12 15:00 0.09 0.02 0.15 1.52 0.05
 -------- 16:00 0.11 0.01 0.19 1.52 0.04
 -------- 17:00 0.14 ---- 0.20 1.60 0.07
 -------- 18:00 0.15 ---- 0.21 1.60 0.08
 -------- 19:00 0.11 ---- 0.17 1.55 0.04
 17.10.12 20:00 0.10 0.01 0.13 1.51 0.02
 -------- 21:00 0.10 0.01 0.13 1.51 0.02
 -------- 22:00 0.12 0.01 0.15 1.51 0.02
 -------- 23:00 0.11 ---- 0.16 1.56 0.02
 -------- 00:00 0.09 ---- 0.16 1.58 0.02
 18.10.12 01:00 0.08 0.01 0.15 1.60 0.01
 -------- 02:00 0.08 0.01 0.12 1.56 0.00
 -------- 03:00 0.09 0.01 0.09 1.52 0.02
 -------- 04:00 0.09 0.01 0.11 1.73 0.01
 -------- 05:00 0.08 ---- 0.09 1.63 0.01
 18.10.12 06:00 0.11 ---- 0.11 1.67 0.06
 -------- 07:00 0.15 ---- 0.10 1.78 0.14
 -------- 08:00 0.26 ---- 0.11 2.00 0.25
 -------- 09:00 0.27 ---- 0.12 1.90 0.24
 -------- 10:00 0.24 ---- 0.13 1.79 0.22
 18.10.12 11:00 0.19 ---- 0.11 1.83 0.14
 -------- 12:00 0.11 ---- 0.08 1.67 0.05
 -------- 13:00 0.09 ---- 0.08 1.62 0.04
 -------- 14:00 0.09 ---- 0.09 1.51 0.03
 -------- 15:00 0.10 ---- 0.08 1.54 0.05
 18.10.12 16:00 0.10 ---- 0.09 1.62 0.05
 -------- 17:00 0.13 ---- 0.10 1.53 0.06
 -------- 18:00 0.11 ---- 0.16 1.97 0.05
 -------- 19:00 0.11 ---- 0.17 1.69 0.03
 -------- 20:00 0.11 ---- 0.13 2.00 0.05
 18.10.12 21:00 0.09 ---- 0.11 1.82 0.03
 -------- 22:00 0.14 ---- 0.12 1.91 0.04
 -------- 23:00 0.13 ---- 0.12 1.76 0.05
