 Date Time CO OZ NO2 CHX NO
 15.01.13 12:00 0.09 0.15 0.26 1.50 0.01
 -------- 13:00 0.07 0.18 0.21 1.49 0.01
 -------- 14:00 0.06 0.19 0.20 1.48 0.01
 -------- 15:00 0.06 0.20 0.19 1.48 0.01
 -------- 16:00 0.06 0.18 0.25 1.50 0.01
 15.01.13 17:00 0.07 0.13 0.31 1.52 0.01
 -------- 18:00 0.07 0.15 0.25 1.53 0.01
 -------- 19:00 0.08 0.08 0.35 1.54 0.01
 -------- 20:00 0.08 0.08 0.35 1.53 0.01
 -------- 21:00 0.11 0.02 0.52 1.59 0.05
 15.01.13 22:00 0.08 0.06 0.41 1.52 0.01
 -------- 23:00 0.07 0.16 0.28 1.48 0.01
 -------- 00:00 0.06 0.11 0.33 1.50 0.00
 -------- 01:00 0.07 0.02 0.50 1.69 0.03
 -------- 02:00 0.05 0.06 0.42 1.54 0.02
 16.01.13 03:00 0.07 0.04 0.49 1.52 0.02
 -------- 04:00 0.05 0.07 0.40 1.52 0.01
 -------- 05:00 0.05 0.14 0.30 1.53 0.00
 -------- 06:00 0.06 0.09 0.36 1.52 0.01
 -------- 07:00 0.07 0.02 0.50 1.54 0.03
 16.01.13 08:00 0.10 ---- 0.57 1.57 0.07
 -------- 09:00 0.10 ---- 0.59 1.58 0.08
 -------- 10:00 0.12 0.01 0.62 1.62 0.10
 -------- 11:00 0.13 0.01 0.67 1.65 0.13
 -------- 12:00 0.13 0.01 0.67 1.69 0.14
 16.01.13 13:00 0.13 0.01 0.69 1.83 0.15
 -------- 14:00 0.13 0.01 0.68 1.85 0.15
 -------- 15:00 0.15 0.01 0.81 1.79 0.22
 -------- 16:00 0.16 0.01 0.89 1.84 0.26
 -------- 17:00 0.17 0.01 0.87 1.83 0.24
 16.01.13 18:00 0.20 0.01 0.97 1.91 0.30
 -------- 19:00 0.18 0.01 0.91 1.92 0.27
 -------- 20:00 0.19 0.01 0.91 2.05 0.27
 -------- 21:00 0.15 ---- 0.74 1.91 0.18
 -------- 22:00 0.12 ---- 0.60 1.95 0.12
 16.01.13 23:00 0.12 ---- 0.59 2.15 0.12
 -------- 00:00 0.09 ---- 0.50 2.01 0.07
 -------- 01:00 0.09 0.01 0.50 1.83 0.07
 -------- 02:00 0.08 ---- 0.49 1.66 0.06
 -------- 03:00 0.08 ---- 0.46 1.65 0.05
 17.01.13 04:00 0.06 0.01 0.39 1.60 0.02
 -------- 05:00 0.06 0.01 0.40 1.59 0.03
 -------- 06:00 0.07 0.01 0.43 1.60 0.04
 -------- 07:00 0.08 0.03 0.40 1.62 0.03
 -------- 08:00 0.09 0.01 0.42 1.64 0.03
 17.01.13 09:00 0.09 0.01 0.45 1.65 0.04
 -------- 10:00 0.10 0.01 0.48 1.65 0.07
 -------- 11:00 0.10 0.02 0.48 1.62 0.07
