 Date Time CO OZ NO2 CHX NO
 07.04.13 12:00 0.04 0.43 0.02 1.41 0.05
 -------- 13:00 0.04 0.43 0.02 1.43 0.05
 -------- 14:00 0.05 0.41 0.04 1.47 0.04
 -------- 15:00 0.05 0.42 0.03 1.45 0.04
 -------- 16:00 0.05 0.42 0.04 1.43 0.04
 07.04.13 17:00 0.06 0.38 0.07 1.48 0.04
 -------- 18:00 0.06 0.42 0.05 1.47 0.04
 -------- 19:00 0.05 0.43 0.04 1.43 0.04
 -------- 20:00 0.05 0.41 0.05 1.43 0.04
 -------- 21:00 0.06 0.36 0.08 1.42 0.04
 07.04.13 22:00 0.06 0.33 0.09 1.43 0.04
 -------- 23:00 0.07 0.31 0.10 1.46 0.04
 -------- 00:00 0.07 0.23 0.15 1.49 0.04
 -------- 01:00 0.09 0.16 0.18 1.54 0.11
 -------- 02:00 0.12 ---- 0.26 1.65 0.14
 08.04.13 03:00 0.12 0.01 0.25 1.68 0.09
 -------- 04:00 0.15 ---- 0.25 1.72 0.12
 -------- 05:00 0.16 ---- 0.24 1.80 0.15
 -------- 06:00 0.17 0.01 0.25 1.93 0.27
 -------- 07:00 0.25 0.01 0.25 1.99 0.35
 08.04.13 08:00 0.24 0.01 0.29 2.02 0.42
 -------- 09:00 0.20 0.03 0.34 1.85 0.32
 -------- 10:00 0.07 0.24 0.18 1.52 0.10
 -------- 11:00 0.06 0.38 0.09 1.47 0.07
 -------- 12:00 0.05 0.43 0.06 1.46 0.06
 08.04.13 13:00 0.05 0.49 0.02 1.43 0.05
 -------- 14:00 0.05 0.51 0.02 1.41 0.04
 -------- 15:00 0.04 0.54 0.02 1.40 0.04
 -------- 16:00 0.04 0.57 0.02 1.39 0.03
 -------- 17:00 0.04 0.58 0.03 1.39 0.03
 08.04.13 18:00 0.05 0.54 0.06 1.40 0.03
 -------- 19:00 0.07 0.44 0.11 1.42 0.03
 -------- 20:00 0.09 0.26 0.22 1.46 0.03
 -------- 21:00 0.17 0.02 0.38 1.60 0.11
 -------- 22:00 0.27 0.01 0.40 1.72 0.27
 08.04.13 23:00 0.47 0.02 0.40 1.98 0.61
 -------- 00:00 0.39 0.02 0.42 2.03 0.69
 -------- 01:00 0.43 0.02 0.42 2.10 0.72
 -------- 02:00 0.36 0.01 0.45 2.15 0.74
 -------- 03:00 0.37 0.01 0.46 2.32 0.94
 09.04.13 04:00 0.23 0.01 0.45 2.04 0.58
 -------- 05:00 0.26 0.01 0.46 2.21 0.88
 -------- 06:00 0.34 0.01 0.46 2.32 0.88
 -------- 07:00 0.56 0.02 0.47 2.45 1.18
 -------- 08:00 0.43 0.01 0.52 2.27 0.80
 09.04.13 09:00 0.21 0.02 0.48 1.99 0.39
 -------- 10:00 0.16 0.04 0.49 1.94 0.27
 -------- 11:00 0.13 0.10 0.43 1.76 0.21
