 Date Time CO OZ NO2 CHX NO
 19.09.12 12:00 0.06 0.21 0.09 1.19 0.01
 -------- 13:00 0.05 0.28 0.08 1.19 0.00
 -------- 14:00 0.04 0.35 0.06 1.20 0.00
 -------- 15:00 0.04 0.39 0.05 1.21 ----
 -------- 16:00 0.05 0.38 0.06 1.22 ----
 19.09.12 17:00 0.06 0.38 0.08 1.25 ----
 -------- 18:00 0.08 0.30 0.12 1.22 0.00
 -------- 19:00 0.11 0.13 0.23 1.33 0.01
 -------- 20:00 0.19 0.01 0.33 1.47 0.10
 -------- 21:00 0.24 ---- 0.35 1.44 0.17
 19.09.12 22:00 0.19 ---- 0.30 1.47 0.13
 -------- 23:00 0.15 ---- 0.27 1.51 0.09
 -------- 00:00 0.11 ---- 0.24 1.43 0.02
 -------- 01:00 0.07 0.05 0.16 1.40 0.00
 -------- 02:00 0.07 0.03 0.18 1.33 0.01
 20.09.12 03:00 0.06 0.03 0.16 1.34 ----
 -------- 04:00 0.06 0.04 0.14 1.36 ----
 -------- 05:00 0.08 0.05 0.12 1.39 ----
 -------- 06:00 0.08 0.03 0.16 1.37 0.01
 -------- 07:00 0.11 0.01 0.20 1.46 0.02
 20.09.12 08:00 0.16 0.01 0.22 1.57 0.07
 -------- 09:00 0.15 0.01 0.23 1.48 0.08
 -------- 10:00 0.11 0.05 0.19 1.43 0.03
 -------- 11:00 0.11 0.09 0.18 1.40 0.03
 -------- 12:00 0.07 0.21 0.12 1.33 0.01
 20.09.12 13:00 0.07 0.33 0.07 1.20 0.00
 -------- 14:00 0.04 0.42 0.05 1.29 0.00
 -------- 15:00 0.04 0.42 0.06 1.28 ----
 -------- 16:00 0.07 0.41 0.07 1.29 0.00
 -------- 17:00 0.09 0.36 0.09 1.30 0.00
 20.09.12 18:00 0.07 0.31 0.13 1.28 ----
 -------- 19:00 0.15 0.05 0.32 1.47 0.04
 -------- 20:00 0.20 0.01 0.35 1.51 0.10
 -------- 21:00 0.20 0.01 0.35 1.45 0.12
 -------- 22:00 0.19 0.01 0.30 1.49 0.05
 20.09.12 23:00 0.11 0.02 0.26 1.53 0.01
 -------- 00:00 0.08 0.07 0.19 1.44 ----
 -------- 01:00 0.07 0.07 0.18 1.34 ----
 -------- 02:00 0.07 0.10 0.14 1.38 0.00
 -------- 03:00 0.06 0.13 0.11 1.39 ----
 21.09.12 04:00 0.06 0.11 0.11 1.40 ----
 -------- 05:00 0.06 0.10 0.11 1.32 ----
 -------- 06:00 0.06 0.06 0.14 1.29 ----
 -------- 07:00 0.11 0.01 0.19 1.41 0.04
 -------- 08:00 0.15 0.02 0.20 1.47 0.10
 21.09.12 09:00 0.11 0.04 0.19 1.31 0.04
 -------- 10:00 0.10 0.05 0.18 1.32 0.04
 -------- 11:00 0.08 0.13 0.14 1.27 0.01
