 Date Time CO OZ NO2 CHX NO
 18.09.12 12:00 0.12 0.03 0.19 1.34 0.07
 -------- 13:00 0.06 0.16 0.07 1.22 0.01
 -------- 14:00 0.04 0.21 0.06 1.19 0.00
 -------- 15:00 0.04 0.22 0.06 1.20 0.00
 -------- 16:00 0.05 0.16 0.09 1.20 0.00
 18.09.12 17:00 0.07 0.05 0.19 1.25 0.01
 -------- 18:00 0.09 0.02 0.21 1.29 0.02
 -------- 19:00 0.14 0.01 0.23 1.32 0.05
 -------- 20:00 0.18 ---- 0.24 1.38 0.11
 -------- 21:00 0.23 ---- 0.25 1.42 0.17
 18.09.12 22:00 0.20 ---- 0.24 1.46 0.15
 -------- 23:00 0.19 ---- 0.21 1.45 0.15
 -------- 00:00 0.19 ---- 0.19 1.44 0.16
 -------- 01:00 0.19 ---- 0.17 1.49 0.16
 -------- 02:00 0.16 ---- 0.14 1.49 0.16
 19.09.12 03:00 0.13 ---- 0.15 1.60 0.12
 -------- 04:00 0.11 ---- 0.16 1.93 0.10
 -------- 05:00 0.13 ---- 0.18 1.90 0.18
 -------- 06:00 0.19 ---- 0.20 1.68 0.32
 -------- 07:00 0.13 ---- 0.20 1.73 0.14
 19.09.12 08:00 0.19 ---- 0.18 2.00 0.18
 -------- 09:00 0.16 ---- 0.20 1.61 0.11
 -------- 10:00 0.13 0.01 0.20 1.37 0.08
 -------- 11:00 0.09 0.03 0.18 1.29 0.04
 -------- 12:00 0.07 0.18 0.10 1.22 0.01
 19.09.12 13:00 0.05 0.28 0.08 1.19 0.00
 -------- 14:00 0.04 0.35 0.06 1.20 0.00
 -------- 15:00 0.04 0.39 0.05 1.21 ----
 -------- 16:00 0.05 0.38 0.06 1.22 ----
 -------- 17:00 0.06 0.38 0.08 1.25 ----
 19.09.12 18:00 0.08 0.30 0.12 1.22 0.00
 -------- 19:00 0.11 0.13 0.23 1.33 0.01
 -------- 20:00 0.19 0.01 0.33 1.47 0.10
 -------- 21:00 0.24 ---- 0.35 1.44 0.17
 -------- 22:00 0.19 ---- 0.30 1.47 0.13
 19.09.12 23:00 0.15 ---- 0.27 1.51 0.09
 -------- 00:00 0.11 ---- 0.24 1.43 0.02
 -------- 01:00 0.07 0.05 0.16 1.40 0.00
 -------- 02:00 0.07 0.03 0.18 1.33 0.01
 -------- 03:00 0.06 0.03 0.16 1.34 ----
 20.09.12 04:00 0.06 0.04 0.14 1.36 ----
 -------- 05:00 0.08 0.05 0.12 1.39 ----
 -------- 06:00 0.08 0.03 0.16 1.37 0.01
 -------- 07:00 0.11 0.01 0.20 1.46 0.02
 -------- 08:00 0.16 0.01 0.22 1.57 0.07
 20.09.12 09:00 0.15 0.01 0.23 1.48 0.08
 -------- 10:00 0.11 0.05 0.19 1.43 0.03
 -------- 11:00 0.11 0.09 0.18 1.40 0.03
