 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 20.12.12 00:00 0.04 0.13 0.08 0.39 0.00 0.04 0.00 1.86 ----
 -------- 01:00 0.04 0.12 0.09 0.39 0.01 0.04 0.00 1.56 ----
 -------- 02:00 0.04 0.13 0.09 0.38 0.02 0.04 0.00 1.99 ----
 -------- 03:00 0.05 0.15 0.09 0.37 0.01 0.04 0.00 1.82 ----
 -------- 04:00 0.04 0.14 0.09 0.36 0.01 0.05 0.00 1.87 ----
 20.12.12 05:00 0.04 0.14 0.09 0.36 0.01 0.04 0.00 1.74 ----
 -------- 06:00 0.05 0.15 0.10 0.36 0.01 0.04 0.00 1.92 ----
 -------- 07:00 0.06 0.15 0.10 0.39 0.00 0.04 0.00 1.83 ----
 -------- 08:00 0.08 0.14 0.11 0.40 0.03 ---- 0.00 1.69 ----
 -------- 09:00 0.14 0.17 0.18 0.44 0.02 0.37 0.01 1.78 ----
 20.12.12 10:00 0.16 0.19 0.18 0.44 0.02 0.34 0.00 1.80 ----
 -------- 11:00 0.11 0.18 0.18 0.41 0.02 0.09 0.00 1.94 ----
 -------- 12:00 0.10 0.19 0.15 0.38 0.02 0.16 0.00 1.72 ----
 -------- 13:00 0.09 0.19 0.15 0.38 0.02 ---- 0.00 1.93 ----
 -------- 14:00 0.15 0.21 0.22 0.50 0.04 0.30 0.01 1.86 ----
 20.12.12 15:00 0.19 0.22 0.26 0.53 0.04 0.40 0.01 2.25 ----
 -------- 16:00 0.08 0.16 0.24 0.51 ---- 0.41 0.01 1.70 ----
 -------- 17:00 0.08 0.18 0.25 0.48 ---- 0.39 0.01 2.01 ----
 -------- 18:00 0.06 0.17 0.22 0.47 ---- 0.21 0.00 1.77 ----
 -------- 19:00 0.05 0.14 0.24 0.46 ---- 0.10 0.00 1.93 ----
 20.12.12 20:00 0.04 0.14 0.19 0.44 ---- 0.09 0.00 1.54 ----
 -------- 21:00 0.04 0.14 0.20 0.40 ---- 0.10 0.00 1.92 ----
 -------- 22:00 0.06 0.15 0.18 0.40 ---- 0.15 0.00 1.76 ----
 -------- 23:00 0.09 0.15 0.17 0.40 0.01 0.17 0.00 1.87 ----
 -------- 00:00 0.09 0.16 0.15 0.40 0.02 0.10 0.00 1.69 ----
 21.12.12 01:00 0.10 0.17 0.16 0.40 0.02 0.16 0.00 1.89 ----
 -------- 02:00 0.09 0.16 0.16 0.40 0.01 0.02 0.00 1.91 ----
 -------- 03:00 0.06 0.14 0.14 0.37 0.02 0.05 0.00 1.92 ----
 -------- 04:00 0.05 0.13 0.15 0.37 0.02 0.04 0.00 1.67 ----
 -------- 05:00 0.06 0.14 0.15 0.35 0.01 0.04 0.00 1.79 ----
 21.12.12 06:00 0.07 0.15 0.16 0.37 0.01 0.02 0.00 1.66 ----
 -------- 07:00 0.07 0.14 0.16 0.38 0.02 0.03 0.00 1.75 ----
 -------- 08:00 0.12 0.16 0.16 0.39 0.04 0.29 0.00 1.84 ----
 -------- 09:00 0.13 0.17 0.19 0.40 0.02 0.29 0.00 1.74 ----
 -------- 10:00 0.14 0.18 0.23 0.42 0.03 0.34 0.01 1.91 ----
 21.12.12 11:00 0.13 0.18 0.20 0.41 0.03 0.34 0.01 1.82 ----
 -------- 12:00 0.14 0.18 0.22 0.42 0.02 0.44 0.01 2.08 ----
 -------- 13:00 0.15 0.21 0.25 0.44 0.01 0.33 0.01 1.70 ----
 -------- 14:00 0.12 0.18 0.29 0.48 0.00 0.41 0.01 1.93 ----
 -------- 15:00 0.10 0.18 0.24 0.47 0.01 0.33 0.01 1.59 ----
 21.12.12 16:00 0.07 0.16 0.24 0.46 ---- 0.39 0.01 1.89 ----
 -------- 17:00 0.04 0.15 0.26 0.48 ---- 0.29 0.01 1.69 ----
 -------- 18:00 0.03 0.14 0.22 0.46 ---- 0.24 0.01 1.93 ----
 -------- 19:00 0.03 0.13 0.16 0.41 0.01 0.09 0.00 1.77 ----
 -------- 20:00 0.03 0.14 0.17 0.39 ---- 0.11 0.00 1.94 ----
 21.12.12 21:00 0.04 0.15 0.19 0.39 ---- 0.11 0.00 1.92 ----
 -------- 22:00 0.03 0.13 0.21 0.39 ---- 0.15 0.00 1.95 ----
 -------- 23:00 0.03 0.12 0.17 0.40 ---- 0.14 0.00 1.79 ----
