 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 05.11.12 00:00 0.00 0.11 0.46 0.14 0.01 0.17 0.00 2.04 ----
 -------- 01:00 0.00 0.11 0.45 0.16 0.01 0.19 0.00 0.91 ----
 -------- 02:00 0.00 0.17 0.42 0.11 0.02 0.10 0.00 2.16 ----
 -------- 03:00 0.00 0.18 0.37 0.12 0.03 0.38 0.00 1.47 ----
 -------- 04:00 0.00 0.21 0.36 0.11 0.03 0.55 ---- 1.67 ----
 05.11.12 05:00 0.00 0.19 0.34 0.14 0.03 0.20 0.00 1.59 ----
 -------- 06:00 0.00 0.17 0.34 0.13 0.03 0.28 0.00 1.73 ----
 -------- 07:00 0.00 0.15 0.33 0.19 0.01 0.11 0.00 2.49 ----
 -------- 08:00 0.00 0.11 0.34 0.23 0.00 0.10 0.00 1.69 ----
 -------- 09:00 0.01 0.10 0.34 0.25 0.00 0.11 0.00 2.47 ----
 05.11.12 10:00 0.01 0.12 0.38 0.24 0.01 0.09 0.00 1.89 ----
 -------- 11:00 0.01 0.16 0.41 0.21 0.01 0.15 0.00 2.25 ----
 -------- 12:00 0.01 0.15 0.43 0.24 0.01 0.14 0.00 1.77 ----
 -------- 13:00 0.01 0.17 0.47 0.21 0.01 0.08 0.00 1.34 ----
 -------- 14:00 0.01 0.14 0.46 0.27 0.01 0.09 0.00 2.17 ----
 05.11.12 15:00 0.01 0.11 0.46 0.29 0.00 0.15 0.00 1.28 ----
 -------- 16:00 0.01 0.13 0.43 0.25 0.00 0.10 0.00 2.06 ----
 -------- 17:00 0.01 0.12 0.43 0.25 ---- 0.10 0.00 1.75 ----
 -------- 18:00 0.01 0.10 0.44 0.25 0.00 0.11 0.00 2.10 ----
 -------- 19:00 0.01 0.09 0.44 0.25 ---- 0.15 0.00 2.42 ----
 05.11.12 20:00 0.01 0.09 0.47 0.23 ---- 0.15 0.00 1.62 ----
 -------- 21:00 0.01 0.09 0.45 0.24 ---- 0.15 0.00 2.51 ----
 -------- 22:00 0.01 0.12 0.43 0.22 0.00 0.10 0.00 2.13 ----
 -------- 23:00 0.00 0.22 0.39 0.12 0.03 0.34 0.00 2.27 ----
 -------- 00:00 0.01 0.27 0.37 0.09 0.04 0.58 ---- 1.65 ----
 06.11.12 01:00 0.01 0.28 0.36 0.09 0.04 0.33 0.00 1.40 ----
 -------- 02:00 0.01 0.26 0.35 0.08 0.04 0.47 0.00 1.55 ----
 -------- 03:00 0.01 0.28 0.35 0.06 0.04 0.57 ---- 1.08 ----
 -------- 04:00 0.01 0.28 0.33 0.09 0.04 0.53 0.00 2.29 ----
 -------- 05:00 0.01 0.25 0.33 0.10 0.04 0.56 ---- 0.89 ----
 06.11.12 06:00 0.01 0.21 0.34 0.13 0.03 0.42 0.00 2.25 ----
 -------- 07:00 0.01 0.19 0.36 0.15 0.02 0.10 0.00 2.32 ----
 -------- 08:00 0.01 0.17 0.37 0.18 0.02 0.15 0.00 1.56 ----
 -------- 09:00 0.01 0.15 0.36 0.19 0.01 0.11 0.00 2.03 ----
 -------- 10:00 0.01 0.14 0.39 0.21 0.01 0.10 0.00 1.53 ----
 06.11.12 11:00 0.01 0.13 0.38 0.20 0.01 0.17 0.00 2.31 ----
 -------- 12:00 0.01 0.13 0.40 0.21 0.01 0.15 0.00 1.52 ----
 -------- 13:00 0.01 0.11 0.42 0.22 0.00 0.11 0.00 1.94 ----
 -------- 14:00 0.01 0.09 0.42 0.23 0.00 0.20 0.00 1.14 ----
 -------- 15:00 0.01 0.10 0.44 0.22 ---- 0.12 0.00 1.65 ----
 06.11.12 16:00 0.00 0.15 0.39 0.19 0.03 0.43 0.00 2.39 ----
 -------- 17:00 0.00 0.18 0.36 0.19 0.02 0.47 ---- 0.77 ----
 -------- 18:00 0.00 0.16 0.35 0.26 0.02 0.25 0.00 2.26 ----
 -------- 19:00 0.00 0.08 0.34 0.32 0.00 0.16 0.00 2.05 ----
 -------- 20:00 0.00 0.08 0.31 0.21 0.00 0.16 0.00 2.21 ----
 06.11.12 21:00 0.00 0.11 0.28 0.18 0.01 0.21 0.00 2.07 ----
 -------- 22:00 0.00 0.11 0.22 0.17 0.01 0.16 0.00 2.05 ----
 -------- 23:00 0.00 0.09 0.22 0.19 0.01 0.18 0.00 2.26 ----
