 Date Time CO NO2 NO
 19.11.12 00:00 0.04 0.06 0.01
 -------- 01:00 0.04 0.07 0.01
 -------- 02:00 0.04 0.05 0.01
 -------- 03:00 0.04 0.06 0.00
 -------- 04:00 0.04 0.07 0.01
 19.11.12 05:00 0.04 0.06 0.01
 -------- 06:00 0.04 0.09 0.01
 -------- 07:00 0.04 0.11 0.01
 -------- 08:00 0.05 0.12 0.01
 -------- 09:00 0.04 0.11 0.01
 19.11.12 10:00 0.04 0.10 0.01
 -------- 11:00 0.05 0.12 0.01
 -------- 12:00 0.05 0.11 0.01
 -------- 13:00 0.05 0.11 0.01
 -------- 14:00 0.05 0.12 0.02
 19.11.12 15:00 0.06 0.13 0.02
 -------- 16:00 0.06 0.15 0.02
 -------- 17:00 0.06 0.15 0.02
 -------- 18:00 0.06 0.15 0.02
 -------- 19:00 0.06 0.14 0.02
 19.11.12 20:00 0.06 0.13 0.02
 -------- 21:00 0.06 0.12 0.02
 -------- 22:00 0.06 0.10 0.02
 -------- 23:00 0.06 0.10 0.02
 -------- 00:00 0.06 0.10 0.02
 20.11.12 01:00 0.06 0.10 0.02
 -------- 02:00 0.06 0.10 0.01
 -------- 03:00 0.06 0.09 0.01
 -------- 04:00 0.06 0.09 0.02
 -------- 05:00 0.06 0.10 0.02
 20.11.12 06:00 0.06 0.10 0.03
 -------- 07:00 0.08 0.10 0.04
 -------- 08:00 0.08 0.10 0.04
 -------- 09:00 0.08 0.11 0.06
 -------- 10:00 0.08 0.11 0.07
 20.11.12 11:00 0.08 0.11 0.08
 -------- 12:00 0.08 0.11 0.07
 -------- 13:00 0.08 0.12 0.07
 -------- 14:00 0.07 0.13 0.05
 -------- 15:00 0.06 0.12 0.02
 20.11.12 16:00 0.06 0.12 0.01
 -------- 17:00 0.06 0.10 0.01
 -------- 18:00 0.06 0.11 0.01
 -------- 19:00 0.06 0.13 0.01
 -------- 20:00 0.06 0.13 0.01
 20.11.12 21:00 0.06 0.11 0.01
 -------- 22:00 0.06 0.13 0.01
 -------- 23:00 0.06 0.12 0.01
