 Date Time CO NO2 NO
 29.03.13 12:00 0.12 0.26 0.08
 -------- 13:00 0.07 0.09 0.02
 -------- 14:00 0.05 0.08 0.01
 -------- 15:00 0.04 0.08 0.01
 -------- 16:00 0.06 0.09 0.01
 29.03.13 17:00 0.05 0.07 0.01
 -------- 18:00 0.06 0.09 0.01
 -------- 19:00 0.06 0.17 0.01
 -------- 20:00 0.11 0.48 0.05
 -------- 21:00 0.13 0.52 0.08
 29.03.13 22:00 0.12 0.51 0.06
 -------- 23:00 0.17 0.54 0.24
 -------- 00:00 0.17 0.54 0.26
 -------- 01:00 0.24 0.54 0.36
 -------- 02:00 0.26 0.56 0.45
 30.03.13 03:00 0.25 0.58 0.43
 -------- 04:00 0.24 0.57 0.40
 -------- 05:00 0.25 0.57 0.47
 -------- 06:00 0.28 0.58 0.58
 -------- 07:00 0.31 0.62 0.71
 30.03.13 08:00 0.31 0.66 0.73
 -------- 09:00 0.27 0.84 0.63
 -------- 10:00 0.13 0.56 0.17
 -------- 11:00 0.07 0.26 0.03
 -------- 12:00 0.07 0.22 0.03
 30.03.13 13:00 0.06 0.18 0.02
 -------- 14:00 0.05 0.13 0.02
 -------- 15:00 0.04 0.13 0.02
 -------- 16:00 0.04 0.08 0.01
 -------- 17:00 0.04 0.11 0.01
 30.03.13 18:00 0.04 0.18 0.01
 -------- 19:00 0.06 0.19 0.01
 -------- 20:00 0.05 0.18 0.01
 -------- 21:00 0.06 0.21 0.01
 -------- 22:00 0.07 0.24 0.01
 30.03.13 23:00 0.08 0.25 0.01
 -------- 00:00 0.08 0.24 0.01
 -------- 01:00 0.07 0.17 0.01
 -------- 02:00 0.06 0.12 0.00
 -------- 03:00 0.06 0.11 0.00
 31.03.13 04:00 0.06 0.11 0.00
 -------- 05:00 0.06 0.11 0.01
 -------- 06:00 0.06 0.10 0.01
 -------- 07:00 0.06 0.12 0.01
 -------- 08:00 0.06 0.14 0.01
 31.03.13 09:00 0.06 0.15 0.01
 -------- 10:00 0.07 0.18 0.02
 -------- 11:00 0.08 0.14 0.02
