 Date Time CO NO2 NO
 08.01.13 12:00 0.08 0.12 0.04
 -------- 13:00 0.10 0.13 0.04
 -------- 14:00 0.08 0.14 0.05
 -------- 15:00 0.08 0.15 0.04
 -------- 16:00 0.08 0.16 0.05
 08.01.13 17:00 0.09 0.18 0.05
 -------- 18:00 0.10 0.19 0.06
 -------- 19:00 0.09 0.18 0.04
 -------- 20:00 0.09 0.19 0.03
 -------- 21:00 0.09 0.20 0.04
 08.01.13 22:00 0.09 0.20 0.03
 -------- 23:00 0.09 0.20 0.03
 -------- 00:00 0.07 0.17 0.02
 -------- 01:00 0.06 0.14 0.01
 -------- 02:00 0.06 0.10 0.01
 09.01.13 03:00 0.06 0.11 0.01
 -------- 04:00 0.06 0.09 0.01
 -------- 05:00 0.06 0.09 0.01
 -------- 06:00 0.06 0.10 0.01
 -------- 07:00 0.06 0.13 0.01
 09.01.13 08:00 0.07 0.15 0.02
 -------- 09:00 0.07 0.14 0.01
 -------- 10:00 0.10 0.19 0.06
 -------- 11:00 0.13 0.17 0.14
 -------- 12:00 0.14 0.20 0.18
 09.01.13 13:00 0.11 0.15 0.09
 -------- 14:00 0.08 0.14 0.05
 -------- 15:00 0.07 0.14 0.03
 -------- 16:00 0.06 0.15 0.02
 -------- 17:00 0.08 0.24 0.05
 09.01.13 18:00 0.09 0.27 0.06
 -------- 19:00 0.11 0.29 0.09
 -------- 20:00 0.14 0.29 0.13
 -------- 21:00 0.14 0.29 0.15
 -------- 22:00 0.12 0.29 0.10
 09.01.13 23:00 0.07 0.23 0.02
 -------- 00:00 0.06 0.18 0.01
 -------- 01:00 0.05 0.15 0.01
 -------- 02:00 0.04 0.13 0.01
 -------- 03:00 0.04 0.13 0.01
 10.01.13 04:00 0.04 0.10 0.01
 -------- 05:00 0.04 0.11 0.01
 -------- 06:00 0.06 0.13 0.02
 -------- 07:00 0.06 0.14 0.01
 -------- 08:00 0.08 0.21 0.01
 10.01.13 09:00 0.13 0.21 0.02
 -------- 10:00 0.08 0.21 0.03
 -------- 11:00 0.08 0.20 0.03
