 Date Time CO NO2 NO
 04.01.13 00:00 0.08 0.12 0.01
 -------- 01:00 0.08 0.14 0.01
 -------- 02:00 0.07 0.12 0.01
 -------- 03:00 0.06 0.07 0.00
 -------- 04:00 0.06 0.07 0.01
 04.01.13 05:00 0.06 0.08 0.01
 -------- 06:00 0.06 0.10 0.01
 -------- 07:00 0.06 0.13 0.01
 -------- 08:00 0.06 0.16 0.01
 -------- 09:00 0.07 0.18 0.01
 04.01.13 10:00 0.08 0.19 0.02
 -------- 11:00 0.08 0.17 0.03
 -------- 12:00 0.08 0.16 0.03
 -------- 13:00 0.08 0.14 0.03
 -------- 14:00 0.08 0.12 0.02
 04.01.13 15:00 0.08 0.14 0.02
 -------- 16:00 0.08 0.18 0.02
 -------- 17:00 0.10 0.22 0.03
 -------- 18:00 0.10 0.23 0.03
 -------- 19:00 0.11 0.22 0.04
 04.01.13 20:00 0.10 0.22 0.06
 -------- 21:00 0.11 0.23 0.05
 -------- 22:00 0.12 0.21 0.05
 -------- 23:00 0.12 0.19 0.06
 -------- 00:00 0.13 0.20 0.11
 05.01.13 01:00 0.13 0.20 0.09
 -------- 02:00 0.13 0.19 0.09
 -------- 03:00 0.14 0.18 0.12
 -------- 04:00 0.14 0.19 0.11
 -------- 05:00 0.11 0.19 0.04
 05.01.13 06:00 0.10 0.19 0.04
 -------- 07:00 0.10 0.20 0.08
 -------- 08:00 0.08 0.21 0.03
 -------- 09:00 0.08 0.21 0.04
 -------- 10:00 0.08 0.22 0.04
 05.01.13 11:00 0.07 0.22 0.04
 -------- 12:00 0.09 0.24 0.09
 -------- 13:00 0.08 0.20 0.05
 -------- 14:00 0.07 0.19 0.04
 -------- 15:00 0.06 0.17 0.03
 05.01.13 16:00 0.08 0.18 0.02
 -------- 17:00 0.07 0.15 0.02
 -------- 18:00 0.07 0.18 0.02
 -------- 19:00 0.09 0.22 0.05
 -------- 20:00 0.08 0.19 0.02
 05.01.13 21:00 0.09 0.22 0.02
 -------- 22:00 0.09 0.23 0.03
 -------- 23:00 0.10 0.24 0.03
