 Date Time CO NO2 NO
 29.11.12 00:00 0.06 0.17 0.03
 -------- 01:00 0.06 0.17 0.02
 -------- 02:00 0.06 0.16 0.02
 -------- 03:00 0.06 0.14 0.02
 -------- 04:00 0.06 0.13 0.02
 29.11.12 05:00 0.06 0.12 0.01
 -------- 06:00 0.06 0.15 0.02
 -------- 07:00 0.06 0.17 0.03
 -------- 08:00 0.08 0.23 0.07
 -------- 09:00 0.08 0.22 0.06
 29.11.12 10:00 0.08 0.22 0.08
 -------- 11:00 0.08 0.18 0.03
 -------- 12:00 0.08 0.18 0.06
 -------- 13:00 0.07 0.19 0.06
 -------- 14:00 0.08 0.19 0.06
 29.11.12 15:00 0.08 0.19 0.07
 -------- 16:00 0.07 0.18 0.05
 -------- 17:00 0.06 0.18 0.03
 -------- 18:00 0.06 0.18 0.02
 -------- 19:00 0.06 0.16 0.01
 29.11.12 20:00 0.06 0.16 0.01
 -------- 21:00 0.06 0.15 0.01
 -------- 22:00 0.06 0.15 0.01
 -------- 23:00 0.06 0.15 0.01
 -------- 00:00 0.06 0.15 0.01
 30.11.12 01:00 0.05 0.13 0.01
 -------- 02:00 0.04 0.12 0.01
 -------- 03:00 0.04 0.11 0.01
 -------- 04:00 0.04 0.09 0.01
 -------- 05:00 0.04 0.10 0.01
 30.11.12 06:00 0.04 0.11 0.01
 -------- 07:00 0.05 0.12 0.01
 -------- 08:00 0.06 0.14 0.03
 -------- 09:00 0.07 0.17 0.04
 -------- 10:00 0.07 0.19 0.05
 30.11.12 11:00 0.08 0.15 0.04
 -------- 12:00 0.08 0.17 0.06
 -------- 13:00 0.09 0.16 0.07
 -------- 14:00 0.10 0.16 0.09
 -------- 15:00 0.10 0.16 0.09
 30.11.12 16:00 0.10 0.16 0.09
 -------- 17:00 0.10 0.15 0.08
 -------- 18:00 0.10 0.15 0.09
 -------- 19:00 0.12 0.16 0.15
 -------- 20:00 0.15 0.16 0.19
 30.11.12 21:00 0.13 0.17 0.16
 -------- 22:00 0.10 0.17 0.07
 -------- 23:00 0.10 0.16 0.06
