 Date Time CO NO2 NO
 12.12.12 12:00 0.10 0.29 0.17
 -------- 13:00 0.09 0.23 0.13
 -------- 14:00 0.11 0.25 0.14
 -------- 15:00 0.10 0.27 0.15
 -------- 16:00 0.11 0.29 0.15
 12.12.12 17:00 0.11 0.32 0.14
 -------- 18:00 0.11 0.32 0.13
 -------- 19:00 0.08 0.27 0.04
 -------- 20:00 0.07 0.25 0.03
 -------- 21:00 0.07 0.24 0.02
 12.12.12 22:00 0.07 0.24 0.03
 -------- 23:00 0.06 0.24 0.02
 -------- 00:00 0.06 0.21 0.02
 -------- 01:00 0.05 0.19 0.01
 -------- 02:00 0.04 0.15 0.01
 13.12.12 03:00 0.04 0.15 0.01
 -------- 04:00 0.04 0.13 0.00
 -------- 05:00 0.04 0.11 0.01
 -------- 06:00 0.04 0.11 0.00
 -------- 07:00 0.04 0.17 0.01
 13.12.12 08:00 0.05 0.24 0.02
 -------- 09:00 0.06 0.28 0.03
 -------- 10:00 0.07 0.24 0.02
 -------- 11:00 0.07 0.22 0.02
 -------- 12:00 0.06 0.19 0.05
 13.12.12 13:00 0.06 0.19 0.02
 -------- 14:00 0.08 0.24 0.03
 -------- 15:00 0.09 0.28 0.04
 -------- 16:00 0.07 0.27 0.03
 -------- 17:00 0.06 0.23 0.02
 13.12.12 18:00 0.06 0.26 0.02
 -------- 19:00 0.06 0.27 0.02
 -------- 20:00 0.06 0.26 0.02
 -------- 21:00 0.07 0.26 0.02
 -------- 22:00 0.06 0.23 0.02
 13.12.12 23:00 0.04 0.21 0.02
 -------- 00:00 0.04 0.20 0.02
 -------- 01:00 0.04 0.19 0.01
 -------- 02:00 0.04 0.20 0.01
 -------- 03:00 0.05 0.19 0.01
 14.12.12 04:00 0.04 0.16 0.01
 -------- 05:00 0.04 0.17 0.01
 -------- 06:00 0.05 0.19 0.01
 -------- 07:00 0.05 0.20 0.01
 -------- 08:00 0.06 0.25 0.03
 14.12.12 09:00 0.06 0.26 0.03
 -------- 10:00 0.07 0.26 0.04
 -------- 11:00 0.09 0.26 0.05
