 Date Time CO NO2 NO
 17.04.13 12:00 0.09 0.18 0.02
 -------- 13:00 0.07 0.12 0.02
 -------- 14:00 0.04 0.08 0.01
 -------- 15:00 0.04 0.08 0.01
 -------- 16:00 0.03 0.07 0.01
 17.04.13 17:00 0.02 0.07 0.01
 -------- 18:00 0.03 0.09 0.01
 -------- 19:00 0.04 0.10 0.01
 -------- 20:00 0.07 0.19 0.01
 -------- 21:00 0.11 0.29 0.01
 17.04.13 22:00 0.13 0.41 0.02
 -------- 23:00 0.14 0.59 0.05
 -------- 00:00 0.12 0.44 0.01
 -------- 01:00 0.12 0.45 0.01
 -------- 02:00 0.10 0.38 0.01
 18.04.13 03:00 0.10 0.33 0.01
 -------- 04:00 0.10 0.35 0.01
 -------- 05:00 0.10 0.38 0.01
 -------- 06:00 0.10 0.42 0.01
 -------- 07:00 0.08 0.27 0.01
 18.04.13 08:00 0.09 0.24 0.01
 -------- 09:00 0.10 0.31 0.02
 -------- 10:00 0.08 0.23 0.02
 -------- 11:00 0.07 0.17 0.01
 -------- 12:00 0.07 0.15 0.02
 18.04.13 13:00 0.06 0.12 0.01
 -------- 14:00 0.06 0.09 0.01
 -------- 15:00 0.06 0.09 0.01
 -------- 16:00 0.06 0.09 0.01
 -------- 17:00 0.06 0.08 0.01
 18.04.13 18:00 0.06 0.09 0.01
 -------- 19:00 0.06 0.11 0.01
 -------- 20:00 0.08 0.19 0.01
 -------- 21:00 0.10 0.33 0.01
 -------- 22:00 0.15 0.48 0.11
 18.04.13 23:00 0.15 0.43 0.06
 -------- 00:00 0.21 0.45 0.16
 -------- 01:00 0.27 0.43 0.29
 -------- 02:00 0.26 0.41 0.36
 -------- 03:00 0.23 0.42 0.37
 19.04.13 04:00 0.19 0.48 0.20
 -------- 05:00 0.11 0.42 0.03
 -------- 06:00 0.08 0.29 0.01
 -------- 07:00 0.07 0.30 0.01
 -------- 08:00 0.06 0.27 0.02
 19.04.13 09:00 0.06 0.25 0.02
 -------- 10:00 0.04 0.15 0.01
 -------- 11:00 0.04 0.13 0.01
 -------- 12:00 0.02 0.12 0.01
