 Date Time CO NO2 NO
 28.11.12 00:00 0.08 0.16 0.05
 -------- 01:00 0.08 0.16 0.04
 -------- 02:00 0.08 0.15 0.04
 -------- 03:00 0.07 0.14 0.03
 -------- 04:00 0.06 0.14 0.03
 28.11.12 05:00 0.06 0.15 0.04
 -------- 06:00 0.08 0.15 0.07
 -------- 07:00 0.09 0.17 0.13
 -------- 08:00 0.12 0.17 0.15
 -------- 09:00 0.15 0.19 0.23
 28.11.12 10:00 0.17 0.21 0.26
 -------- 11:00 0.20 0.24 0.35
 -------- 12:00 0.15 0.22 0.22
 -------- 13:00 0.11 0.19 0.15
 -------- 14:00 0.11 0.18 0.15
 28.11.12 15:00 0.13 0.19 0.19
 -------- 16:00 0.11 0.18 0.15
 -------- 17:00 0.10 0.20 0.14
 -------- 18:00 0.11 0.20 0.14
 -------- 19:00 0.12 0.21 0.13
 28.11.12 20:00 0.10 0.20 0.08
 -------- 21:00 0.09 0.19 0.06
 -------- 22:00 0.08 0.19 0.04
 -------- 23:00 0.09 0.18 0.04
 -------- 00:00 0.07 0.17 0.03
 29.11.12 01:00 0.06 0.17 0.02
 -------- 02:00 0.06 0.16 0.02
 -------- 03:00 0.06 0.14 0.02
 -------- 04:00 0.06 0.13 0.02
 -------- 05:00 0.06 0.12 0.01
 29.11.12 06:00 0.06 0.15 0.02
 -------- 07:00 0.06 0.17 0.03
 -------- 08:00 0.08 0.23 0.07
 -------- 09:00 0.08 0.22 0.06
 -------- 10:00 0.08 0.22 0.08
 29.11.12 11:00 0.08 0.18 0.03
 -------- 12:00 0.08 0.18 0.06
 -------- 13:00 0.07 0.19 0.06
 -------- 14:00 0.08 0.19 0.06
 -------- 15:00 0.08 0.19 0.07
 29.11.12 16:00 0.07 0.18 0.05
 -------- 17:00 0.06 0.18 0.03
 -------- 18:00 0.06 0.18 0.02
 -------- 19:00 0.06 0.16 0.01
 -------- 20:00 0.06 0.16 0.01
 29.11.12 21:00 0.06 0.15 0.01
 -------- 22:00 0.06 0.15 0.01
 -------- 23:00 0.06 0.15 0.01
